idx,y_victim,pred_victim,score_victim,EDAD,GENERO.BN0,GENERO.BN1,PAÍS,ETNIA.BN,ORIENTSEX.BN0,ORIENTSEX.BN1
297,0,1,0.5456885456885456,16.0,True,False,False,True,True,False
3541,1,1,0.5456885456885456,14.0,False,True,True,False,True,False
1846,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
2879,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
3457,0,1,0.5456885456885456,16.0,True,False,False,False,True,False
3317,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
1486,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
1388,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
1142,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
650,1,1,0.5456885456885456,16.0,True,False,False,True,True,False
998,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
972,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
3349,1,0,0.25101214574898784,15.0,False,True,True,False,True,False
2077,0,0,0.25101214574898784,16.0,False,True,True,False,True,False
351,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
3462,0,1,0.5456885456885456,17.0,True,False,False,False,True,False
748,1,1,0.5456885456885456,15.0,True,False,True,False,False,True
2178,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
1239,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
2918,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
2736,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
2115,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
1925,0,1,0.5456885456885456,14.0,False,True,True,False,True,False
1679,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
1702,1,0,0.25101214574898784,15.0,True,False,True,False,True,False
3101,0,0,0.25101214574898784,16.0,False,True,True,False,True,False
956,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
3553,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
1600,0,0,0.25101214574898784,17.0,False,True,True,False,True,False
197,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
600,1,1,0.5456885456885456,16.0,True,False,True,True,False,True
866,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
3,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
1698,1,1,0.5456885456885456,15.0,False,True,True,False,False,True
1420,1,1,0.5456885456885456,15.0,True,False,True,True,True,False
1626,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
2371,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
1162,1,1,0.5456885456885456,15.0,False,True,True,True,True,False
3657,0,1,0.5456885456885456,15.0,True,False,False,False,True,False
2130,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
1525,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
2669,1,1,0.5456885456885456,15.0,False,True,True,True,True,False
2429,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
566,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
1040,0,1,0.5456885456885456,14.0,False,True,True,False,True,False
1798,1,1,0.5456885456885456,15.0,False,True,False,True,False,True
2251,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
2949,1,1,0.5456885456885456,16.0,False,True,False,True,False,True
527,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
2891,1,1,0.5456885456885456,14.0,False,True,True,False,False,True
2,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
1160,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
1840,0,1,0.5456885456885456,15.0,True,False,False,True,True,False
1102,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2372,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3557,1,1,0.5456885456885456,15.0,False,True,False,True,True,False
2470,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
3663,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
1415,0,1,0.5456885456885456,14.0,False,True,True,True,True,False
2465,1,0,0.25101214574898784,15.0,False,True,True,False,True,False
2473,1,1,0.5456885456885456,16.0,False,True,True,True,False,True
464,0,0,0.25101214574898784,15.0,True,False,True,False,True,False
2432,0,1,0.5456885456885456,16.0,True,False,True,True,True,False
2797,1,0,0.25101214574898784,15.0,True,False,True,False,True,False
2648,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
2992,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
1941,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
589,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
423,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
2082,0,0,0.25101214574898784,16.0,False,True,True,False,True,False
1982,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
858,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
173,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
3713,1,0,0.25101214574898784,14.0,True,False,False,False,True,False
2865,1,0,0.25101214574898784,15.0,True,False,True,False,True,False
3704,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
1564,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
2739,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
2816,1,1,0.5456885456885456,16.0,False,True,False,False,True,False
3564,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
3392,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3503,0,1,0.5456885456885456,16.0,True,False,True,True,True,False
1932,0,1,0.5456885456885456,14.0,False,True,True,False,True,False
1788,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
1306,1,1,0.5456885456885456,14.0,False,True,False,True,True,False
929,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
1914,1,0,0.25101214574898784,14.0,True,False,True,False,True,False
957,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
2707,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
71,0,1,0.5456885456885456,14.0,True,False,True,True,True,False
1431,1,1,0.5456885456885456,15.0,False,True,False,True,True,False
2995,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
112,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
431,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
449,0,1,0.5456885456885456,15.0,True,False,True,True,True,False
3316,0,1,0.5456885456885456,17.0,False,True,True,False,False,True
2856,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
3470,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
3678,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
541,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
3461,1,1,0.5456885456885456,17.0,False,True,True,False,False,True
3472,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
1354,1,1,0.5456885456885456,14.0,True,False,True,True,True,False
72,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
2249,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
2212,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
467,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
3280,0,1,0.5456885456885456,17.0,False,True,True,True,True,False
3308,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
2039,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2157,0,0,0.25101214574898784,16.0,False,True,True,False,True,False
3197,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
172,0,1,0.5456885456885456,16.0,False,True,True,False,False,True
1469,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
2618,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
2893,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
178,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
1532,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
2657,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
3209,0,1,0.5456885456885456,16.0,False,True,True,False,False,True
2229,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
323,0,1,0.5456885456885456,15.0,False,True,True,True,True,False
845,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
919,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
3048,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
2000,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
3350,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
871,1,1,0.5456885456885456,16.0,False,True,False,True,True,False
1406,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
1226,0,1,0.5456885456885456,16.0,True,False,True,True,True,False
3024,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
439,0,1,0.5456885456885456,15.0,False,True,True,False,False,True
3380,1,1,0.5456885456885456,17.0,False,True,False,False,True,False
1874,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
3232,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
1968,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
3452,0,1,0.5456885456885456,16.0,True,False,False,True,True,False
2245,1,1,0.5456885456885456,15.0,True,False,True,False,False,True
507,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
759,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
2632,1,0,0.25101214574898784,16.0,False,True,True,False,True,False
620,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
1760,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
275,0,1,0.5456885456885456,15.0,True,False,True,False,False,True
3108,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3373,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
1664,1,1,0.5456885456885456,14.0,False,True,True,False,True,False
3721,0,1,0.5456885456885456,14.0,False,True,True,False,True,False
1948,1,1,0.5456885456885456,16.0,True,False,True,True,True,False
1787,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
2415,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
381,1,1,0.5456885456885456,15.0,True,False,False,True,True,False
3242,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
2242,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
634,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
1208,1,1,0.5456885456885456,15.0,False,True,True,True,False,True
2849,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
3491,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
2161,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2395,1,1,0.5456885456885456,17.0,False,True,True,False,False,True
3121,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
1380,1,1,0.5456885456885456,14.0,True,False,True,True,True,False
2010,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
1673,0,0,0.25101214574898784,15.0,True,False,True,False,True,False
2542,0,0,0.25101214574898784,17.0,False,True,True,False,True,False
1260,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
2437,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
3632,0,1,0.5456885456885456,14.0,False,True,True,True,True,False
41,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
2197,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
53,1,1,0.5456885456885456,14.0,False,True,True,False,False,True
2231,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
1983,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
1193,1,0,0.25101214574898784,15.0,False,True,True,False,True,False
864,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
2392,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
1961,1,1,0.5456885456885456,17.0,False,True,True,True,True,False
1906,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
21,1,1,0.5456885456885456,17.0,False,True,True,True,True,False
3474,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
279,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3120,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
1430,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
1929,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
3250,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
2902,0,1,0.5456885456885456,15.0,False,True,True,True,True,False
219,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
2490,1,1,0.5456885456885456,15.0,False,True,True,False,False,True
2194,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
1896,1,1,0.5456885456885456,15.0,True,False,False,True,True,False
1522,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
948,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
486,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
2753,1,1,0.5456885456885456,14.0,False,True,True,False,True,False
1837,1,1,0.5456885456885456,17.0,True,False,True,False,False,True
2967,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
1550,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3225,0,1,0.5456885456885456,14.0,False,True,True,False,False,True
2625,1,0,0.25101214574898784,17.0,False,True,True,False,True,False
3476,0,1,0.5456885456885456,16.0,False,True,True,False,False,True
1942,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
1146,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
2870,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
3466,1,1,0.5456885456885456,16.0,True,False,False,True,True,False
3656,1,1,0.5456885456885456,15.0,False,True,True,False,False,True
1241,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
1663,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
1333,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
1546,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
3409,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
85,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
2295,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
321,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
2570,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
1064,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
3702,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
2478,0,1,0.5456885456885456,15.0,False,True,False,False,True,False
320,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
2855,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
3236,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
1259,1,0,0.25101214574898784,14.0,False,True,True,False,True,False
3188,1,0,0.25101214574898784,14.0,False,True,True,False,True,False
228,1,1,0.5456885456885456,15.0,False,True,False,True,True,False
2801,0,1,0.5456885456885456,15.0,True,False,False,True,True,False
2418,1,1,0.5456885456885456,16.0,True,False,True,False,False,True
3695,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
1556,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
3185,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
982,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
529,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
2419,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
2717,0,1,0.5456885456885456,14.0,False,True,True,False,True,False
1097,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
1511,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
2851,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
2602,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
3131,1,1,0.5456885456885456,16.0,True,False,True,False,False,True
1137,1,1,0.5456885456885456,15.0,True,False,False,False,True,False
181,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
2052,1,1,0.5456885456885456,14.0,True,False,True,False,False,True
1902,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
2030,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
3226,0,1,0.5456885456885456,14.0,False,True,True,False,False,True
3644,1,1,0.5456885456885456,14.0,False,True,True,False,True,False
128,1,1,0.5456885456885456,15.0,False,True,True,True,True,False
1082,1,1,0.5456885456885456,15.0,True,False,True,True,True,False
1387,0,1,0.5456885456885456,16.0,False,True,True,False,False,True
2728,0,1,0.5456885456885456,15.0,True,False,True,True,True,False
2255,1,1,0.5456885456885456,15.0,True,False,True,True,True,False
2269,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
1267,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
3116,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
851,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
2572,1,1,0.5456885456885456,17.0,False,True,True,False,False,True
285,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
3724,0,1,0.5456885456885456,15.0,True,False,True,True,True,False
3268,1,1,0.5456885456885456,17.0,False,True,True,False,False,True
1329,1,1,0.5456885456885456,15.0,False,True,True,True,True,False
684,0,1,0.5456885456885456,16.0,False,True,True,False,False,True
1997,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
247,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
393,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
1310,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2444,1,1,0.5456885456885456,14.0,False,True,True,False,False,True
990,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
642,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
2523,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
1320,1,1,0.5456885456885456,15.0,False,True,True,True,False,True
3539,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
2436,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
702,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
2693,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
3213,1,1,0.5456885456885456,16.0,True,False,True,True,True,False
1852,1,1,0.5456885456885456,15.0,True,False,False,True,True,False
1894,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
1926,0,1,0.5456885456885456,14.0,False,True,True,True,True,False
837,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3396,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
3390,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
2674,1,1,0.5456885456885456,15.0,True,False,False,True,True,False
2907,1,1,0.5456885456885456,15.0,False,True,True,True,True,False
728,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
1729,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
2571,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
489,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
252,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
2720,1,1,0.5456885456885456,14.0,False,True,True,False,True,False
1484,0,0,0.25101214574898784,16.0,False,True,True,False,True,False
3407,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
1720,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
1311,0,0,0.25101214574898784,15.0,True,False,True,False,True,False
2171,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
409,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
1689,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
2647,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
1364,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
2663,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
862,1,1,0.5456885456885456,14.0,False,True,True,False,False,True
2004,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
479,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
859,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
3667,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
27,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
2582,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
3517,1,1,0.5456885456885456,16.0,False,True,False,True,True,False
3542,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
1007,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
3290,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
2065,0,1,0.5456885456885456,16.0,False,True,True,False,False,True
3486,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
2747,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2733,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
810,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
1560,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
1844,0,1,0.5456885456885456,14.0,True,False,True,True,True,False
1893,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
2641,0,1,0.5456885456885456,15.0,True,False,True,True,True,False
848,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
980,1,1,0.5456885456885456,14.0,False,True,True,False,False,True
611,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
1141,0,0,0.25101214574898784,15.0,True,False,True,False,True,False
2354,1,0,0.25101214574898784,17.0,False,True,True,False,True,False
3437,0,0,0.25101214574898784,16.0,True,False,True,False,True,False
1309,0,1,0.5456885456885456,15.0,False,True,False,True,True,False
1031,0,1,0.5456885456885456,14.0,False,True,True,False,False,True
1312,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
3296,0,1,0.5456885456885456,17.0,False,True,True,False,False,True
1214,1,1,0.5456885456885456,15.0,False,True,True,True,True,False
652,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
2494,0,1,0.5456885456885456,16.0,False,True,False,True,True,False
132,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
457,0,1,0.5456885456885456,15.0,True,False,True,True,True,False
47,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
1935,1,1,0.5456885456885456,14.0,False,True,True,False,True,False
2535,0,0,0.25101214574898784,17.0,False,True,True,False,True,False
2081,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
1022,1,1,0.5456885456885456,17.0,True,False,True,False,False,True
2184,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
280,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
580,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
1800,1,1,0.5456885456885456,17.0,True,False,False,False,True,False
1392,0,1,0.5456885456885456,17.0,False,True,True,True,False,True
37,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
3701,0,0,0.25101214574898784,14.0,False,True,True,False,True,False
36,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
1161,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
746,1,1,0.5456885456885456,16.0,True,False,True,False,False,True
254,1,1,0.5456885456885456,16.0,False,True,True,True,True,False
256,0,1,0.5456885456885456,17.0,True,False,True,True,True,False
1559,0,0,0.25101214574898784,16.0,False,True,True,False,True,False
2770,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
418,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
1304,0,1,0.5456885456885456,15.0,False,True,False,True,True,False
2637,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
353,0,1,0.5456885456885456,14.0,True,False,False,True,True,False
454,0,1,0.5456885456885456,15.0,True,False,True,True,True,False
1095,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
3133,0,1,0.5456885456885456,16.0,False,True,True,False,False,True
30,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
616,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
1136,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
846,1,1,0.5456885456885456,17.0,True,False,False,False,True,False
1777,0,1,0.5456885456885456,15.0,False,True,True,True,True,False
2754,0,0,0.25101214574898784,15.0,True,False,True,False,True,False
3623,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
408,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
2060,1,1,0.5456885456885456,16.0,True,False,False,True,True,False
265,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3348,1,1,0.5456885456885456,17.0,True,False,False,True,True,False
2151,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
104,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
2561,0,1,0.5456885456885456,17.0,False,True,True,False,True,False
1324,0,0,0.25101214574898784,15.0,True,False,True,False,True,False
3107,0,0,0.25101214574898784,15.0,False,True,True,False,True,False
3675,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
2324,0,1,0.5456885456885456,17.0,False,True,True,False,False,True
708,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
1960,1,1,0.5456885456885456,16.0,False,True,True,True,True,False
3021,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2817,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
2003,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
2759,0,1,0.5456885456885456,14.0,True,False,True,True,True,False
3218,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
267,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
615,1,1,0.5456885456885456,17.0,True,False,False,True,True,False
984,0,0,0.25101214574898784,15.0,True,False,True,False,True,False
1897,0,1,0.5456885456885456,14.0,False,True,True,False,True,False
1275,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
537,0,0,0.25101214574898784,17.0,False,True,True,False,True,False
95,1,1,0.5456885456885456,14.0,False,True,True,True,True,False
2142,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
2485,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
2969,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
3471,1,1,0.5456885456885456,16.0,False,True,True,False,True,False
3665,1,0,0.25101214574898784,15.0,False,True,True,False,True,False
3294,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
2111,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
2957,0,1,0.5456885456885456,15.0,False,True,False,True,True,False
2399,1,1,0.5456885456885456,16.0,False,True,True,True,False,True
241,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
447,0,1,0.5456885456885456,14.0,True,False,True,False,True,False
2654,0,1,0.5456885456885456,15.0,True,False,True,False,True,False
2691,1,1,0.5456885456885456,17.0,True,False,True,False,True,False
2729,0,0,0.25101214574898784,16.0,False,True,True,False,True,False
1355,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
2873,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
1155,1,1,0.5456885456885456,15.0,True,False,True,True,True,False
2920,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2812,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2301,0,0,0.25101214574898784,14.0,True,False,True,False,True,False
1725,1,1,0.5456885456885456,17.0,False,True,True,False,True,False
1457,1,1,0.5456885456885456,14.0,True,False,True,False,True,False
536,1,1,0.5456885456885456,16.0,True,False,True,False,False,True
2714,0,1,0.5456885456885456,14.0,False,True,True,True,True,False
2027,0,1,0.5456885456885456,15.0,True,False,True,True,True,False
3311,0,1,0.5456885456885456,17.0,False,True,False,True,True,False
2126,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2996,1,1,0.5456885456885456,15.0,False,True,True,False,True,False
2700,1,1,0.5456885456885456,15.0,False,True,False,True,False,True
1521,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
3393,0,1,0.5456885456885456,16.0,True,False,True,False,True,False
1491,0,0,0.25101214574898784,16.0,False,True,True,False,True,False
1389,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
2099,1,1,0.5456885456885456,15.0,False,True,True,False,False,True
2217,0,1,0.5456885456885456,16.0,False,True,True,False,True,False
1716,1,1,0.5456885456885456,17.0,False,True,False,False,True,False
2448,1,1,0.5456885456885456,15.0,True,False,True,False,True,False
2838,1,1,0.5456885456885456,16.0,True,False,False,True,True,False
3103,1,1,0.5456885456885456,17.0,False,True,True,True,False,True
697,1,1,0.5456885456885456,16.0,False,True,True,False,False,True
706,0,1,0.5456885456885456,17.0,True,False,True,False,True,False
2422,1,1,0.5456885456885456,16.0,True,False,True,False,True,False
2547,1,0,0.25101214574898784,17.0,True,False,True,False,True,False
3606,1,0,0.25101214574898784,14.0,False,True,True,False,True,False
2581,1,1,0.5456885456885456,16.0,False,True,False,True,True,False
2786,0,1,0.5456885456885456,14.0,False,True,True,False,True,False
2012,0,1,0.5456885456885456,15.0,False,True,True,False,True,False
977,1,1,0.5456885456885456,15.0,False,True,True,False,False,True
