outcome,accuracy,balanced_accuracy,precision_ppv,recall_sensitivity,specificity,npv,f1_positive,TP,FP,TN,FN,support
intersection,0.5042462845010616,0.655590034707924,0.2627257799671593,0.898876404494382,0.412303664921466,0.9459459459459459,0.4066073697585768,160,449,315,18,942
