u1,a1,d1,u2,a2,d2,threshold,accuracy,balanced_accuracy,recall_sensitivity,specificity,precision_ppv,npv,f1_positive,screening_score,TP,FP,TN,FN,n_seeds_ensemble
32,tanh,0.3,8,relu,0.1,0.55,0.8099787685774947,0.5058091652450144,0.016853932584269662,0.9947643979057592,0.42857142857142855,0.8128342245989305,0.032432432432432434,0.15581672871513452,3,4,760,175,3
32,relu,0.3,16,relu,0.1,0.55,0.8110403397027601,0.5021545385022648,0.0056179775280898875,0.9986910994764397,0.5,0.8117021276595745,0.011111111111111112,0.1543634919701159,1,1,763,177,3
64,tanh,0.2,8,relu,0.0,0.55,0.8046709129511678,0.5068459909406435,0.028089887640449437,0.9856020942408377,0.3125,0.8131749460043196,0.05154639175257732,0.15228211953644333,5,11,753,173,3
64,relu,0.2,8,relu,0.0,0.25,0.25583864118895966,0.5412303664921466,1.0,0.0824607329842932,0.2025028441410694,1.0,0.336802270577105,-inf,178,701,63,0,3
64,relu,0.2,8,relu,0.1,0.25,0.2537154989384289,0.5399214659685864,1.0,0.07984293193717278,0.20204313280363223,1.0,0.336166194523135,-inf,178,703,61,0,3
64,relu,0.3,8,relu,0.0,0.25,0.2526539278131635,0.5392670157068062,1.0,0.07853403141361257,0.2018140589569161,1.0,0.33584905660377357,-inf,178,704,60,0,3
32,relu,0.2,16,relu,0.0,0.25,0.2526539278131635,0.5392670157068062,1.0,0.07853403141361257,0.2018140589569161,1.0,0.33584905660377357,-inf,178,704,60,0,3
64,relu,0.2,16,tanh,0.0,0.25,0.2515923566878981,0.5386125654450262,1.0,0.07722513089005235,0.2015855039637599,1.0,0.3355325164938737,-inf,178,705,59,0,3
64,tanh,0.3,8,relu,0.1,0.25,0.2515923566878981,0.5386125654450262,1.0,0.07722513089005235,0.2015855039637599,1.0,0.3355325164938737,-inf,178,705,59,0,3
64,tanh,0.3,8,tanh,0.0,0.3,0.2505307855626327,0.5379581151832461,1.0,0.07591623036649214,0.20135746606334842,1.0,0.3352165725047081,-inf,178,706,58,0,3
64,tanh,0.3,8,relu,0.0,0.25,0.2494692144373673,0.537303664921466,1.0,0.07460732984293193,0.20112994350282487,1.0,0.33490122295390407,-inf,178,707,57,0,3
32,relu,0.2,8,tanh,0.0,0.25,0.2484076433121019,0.5366492146596858,1.0,0.07329842931937172,0.20090293453724606,1.0,0.33458646616541354,-inf,178,708,56,0,3
64,relu,0.2,16,relu,0.1,0.25,0.24734607218683652,0.5359947643979057,1.0,0.07198952879581152,0.20067643742953778,1.0,0.3342723004694836,-inf,178,709,55,0,3
64,relu,0.3,8,relu,0.1,0.25,0.24628450106157113,0.5353403141361257,1.0,0.07068062827225131,0.20045045045045046,1.0,0.3339587242026266,-inf,178,710,54,0,3
64,tanh,0.3,8,tanh,0.1,0.3,0.24522292993630573,0.5346858638743456,1.0,0.0693717277486911,0.20022497187851518,1.0,0.3336457357075914,-inf,178,711,53,0,3
64,tanh,0.2,16,tanh,0.0,0.35,0.24203821656050956,0.5327225130890052,1.0,0.06544502617801047,0.19955156950672645,1.0,0.33271028037383177,-inf,178,714,50,0,3
32,relu,0.2,16,tanh,0.0,0.25,0.23885350318471338,0.5307591623036649,1.0,0.061518324607329845,0.19888268156424582,1.0,0.3317800559179869,-inf,178,717,47,0,3
32,tanh,0.3,8,tanh,0.0,0.35,0.23885350318471338,0.5307591623036649,1.0,0.061518324607329845,0.19888268156424582,1.0,0.3317800559179869,-inf,178,717,47,0,3
32,tanh,0.2,16,relu,0.0,0.25,0.23885350318471338,0.5307591623036649,1.0,0.061518324607329845,0.19888268156424582,1.0,0.3317800559179869,-inf,178,717,47,0,3
64,relu,0.3,16,relu,0.1,0.25,0.2367303609341826,0.5294502617801047,1.0,0.058900523560209424,0.19843924191750278,1.0,0.3311627906976744,-inf,178,719,45,0,3
64,relu,0.3,16,relu,0.0,0.25,0.2346072186836518,0.5281413612565445,1.0,0.056282722513089,0.19799777530589543,1.0,0.3305478180129991,-inf,178,721,43,0,3
64,tanh,0.2,8,tanh,0.1,0.3,0.23248407643312102,0.5268324607329843,1.0,0.05366492146596859,0.19755826859045506,1.0,0.329935125115848,-inf,178,723,41,0,3
64,relu,0.3,8,tanh,0.1,0.25,0.23036093418259024,0.525523560209424,1.0,0.051047120418848166,0.19712070874861573,1.0,0.32932469935245146,-inf,178,725,39,0,3
64,relu,0.2,8,tanh,0.1,0.25,0.22823779193205945,0.5242146596858639,1.0,0.04842931937172775,0.19668508287292819,1.0,0.32871652816251157,-inf,178,727,37,0,3
64,relu,0.3,16,tanh,0.0,0.25,0.22611464968152867,0.5229057591623036,1.0,0.04581151832460733,0.19625137816979052,1.0,0.328110599078341,-inf,178,729,35,0,3
64,relu,0.2,16,tanh,0.1,0.25,0.2218683651804671,0.5202879581151832,1.0,0.04057591623036649,0.19538968166849616,1.0,0.3269054178145087,-inf,178,733,31,0,3
64,tanh,0.3,16,relu,0.1,0.25,0.2218683651804671,0.5202879581151832,1.0,0.04057591623036649,0.19538968166849616,1.0,0.3269054178145087,-inf,178,733,31,0,3
64,tanh,0.2,16,relu,0.1,0.25,0.2208067940552017,0.5196335078534031,1.0,0.03926701570680628,0.19517543859649122,1.0,0.326605504587156,-inf,178,734,30,0,3
32,tanh,0.2,16,relu,0.1,0.3,0.2208067940552017,0.5196335078534031,1.0,0.03926701570680628,0.19517543859649122,1.0,0.326605504587156,-inf,178,734,30,0,3
32,relu,0.3,16,tanh,0.0,0.25,0.2197452229299363,0.518979057591623,1.0,0.03795811518324607,0.1949616648411829,1.0,0.32630614115490375,-inf,178,735,29,0,3
32,relu,0.2,16,tanh,0.1,0.25,0.2197452229299363,0.518979057591623,1.0,0.03795811518324607,0.1949616648411829,1.0,0.32630614115490375,-inf,178,735,29,0,3
32,tanh,0.3,16,relu,0.0,0.25,0.21868365180467092,0.518324607329843,1.0,0.03664921465968586,0.19474835886214442,1.0,0.326007326007326,-inf,178,736,28,0,3
32,relu,0.2,8,relu,0.0,0.3,0.21337579617834396,0.5150523560209425,1.0,0.030104712041884817,0.19368879216539717,1.0,0.3245214220601641,-inf,178,741,23,0,3
64,relu,0.3,16,tanh,0.1,0.25,0.21231422505307856,0.5143979057591623,1.0,0.028795811518324606,0.1934782608695652,1.0,0.3242258652094718,-inf,178,742,22,0,3
32,tanh,0.3,8,relu,0.0,0.4,0.2091295116772824,0.512434554973822,1.0,0.024869109947643978,0.19284940411700974,1.0,0.32334241598546776,-inf,178,745,19,0,3
32,tanh,0.2,16,tanh,0.0,0.3,0.2091295116772824,0.512434554973822,1.0,0.024869109947643978,0.19284940411700974,1.0,0.32334241598546776,-inf,178,745,19,0,3
64,relu,0.2,8,tanh,0.0,0.25,0.208067940552017,0.5117801047120419,1.0,0.02356020942408377,0.19264069264069264,1.0,0.32304900181488205,-inf,178,746,18,0,3
32,tanh,0.3,16,relu,0.1,0.25,0.208067940552017,0.5117801047120419,1.0,0.02356020942408377,0.19264069264069264,1.0,0.32304900181488205,-inf,178,746,18,0,3
32,tanh,0.3,8,relu,0.1,0.3,0.2070063694267516,0.5111256544502618,1.0,0.02225130890052356,0.19243243243243244,1.0,0.3227561196736174,-inf,178,747,17,0,3
64,tanh,0.3,16,relu,0.0,0.3,0.2059447983014862,0.5104712041884817,1.0,0.020942408376963352,0.19222462203023757,1.0,0.322463768115942,-inf,178,748,16,0,3
64,tanh,0.2,8,relu,0.0,0.35,0.2059447983014862,0.5104712041884817,1.0,0.020942408376963352,0.19222462203023757,1.0,0.322463768115942,-inf,178,748,16,0,3
32,relu,0.2,16,relu,0.1,0.3,0.2059447983014862,0.5104712041884817,1.0,0.020942408376963352,0.19222462203023757,1.0,0.322463768115942,-inf,178,748,16,0,3
32,tanh,0.2,8,tanh,0.1,0.25,0.20488322717622082,0.5098167539267016,1.0,0.01963350785340314,0.19201725997842503,1.0,0.3221719457013575,-inf,178,749,15,0,3
64,relu,0.3,8,tanh,0.0,0.25,0.20382165605095542,0.5091623036649214,1.0,0.01832460732984293,0.19181034482758622,1.0,0.321880650994575,-inf,178,750,14,0,3
64,tanh,0.3,16,tanh,0.1,0.3,0.19851380042462846,0.5058900523560209,1.0,0.011780104712041885,0.1907824222936763,1.0,0.32043204320432045,-inf,178,755,9,0,3
32,tanh,0.2,8,relu,0.1,0.3,0.19851380042462846,0.5058900523560209,1.0,0.011780104712041885,0.1907824222936763,1.0,0.32043204320432045,-inf,178,755,9,0,3
64,relu,0.2,16,relu,0.0,0.2,0.19745222929936307,0.5052356020942408,1.0,0.010471204188481676,0.1905781584582441,1.0,0.32014388489208634,-inf,178,756,8,0,3
64,tanh,0.3,8,relu,0.1,0.2,0.1942675159235669,0.5032722513089005,1.0,0.006544502617801047,0.18996798292422626,1.0,0.31928251121076234,-inf,178,759,5,0,3
32,relu,0.3,16,tanh,0.1,0.25,0.1942675159235669,0.5032722513089005,1.0,0.006544502617801047,0.18996798292422626,1.0,0.31928251121076234,-inf,178,759,5,0,3
32,relu,0.2,8,tanh,0.1,0.25,0.1932059447983015,0.5026178010471204,1.0,0.005235602094240838,0.18976545842217485,1.0,0.31899641577060933,-inf,178,760,4,0,3
64,tanh,0.2,16,tanh,0.1,0.25,0.1921443736730361,0.5019633507853403,1.0,0.003926701570680628,0.18956336528221512,1.0,0.3187108325872874,-inf,178,761,3,0,3
64,tanh,0.2,8,relu,0.1,0.35,0.1921443736730361,0.5019633507853403,1.0,0.003926701570680628,0.18956336528221512,1.0,0.3187108325872874,-inf,178,761,3,0,3
64,tanh,0.2,8,tanh,0.0,0.3,0.1921443736730361,0.5019633507853403,1.0,0.003926701570680628,0.18956336528221512,1.0,0.3187108325872874,-inf,178,761,3,0,3
32,tanh,0.3,8,tanh,0.1,0.35,0.1921443736730361,0.5019633507853403,1.0,0.003926701570680628,0.18956336528221512,1.0,0.3187108325872874,-inf,178,761,3,0,3
64,relu,0.3,8,relu,0.1,0.2,0.1910828025477707,0.5013089005235603,1.0,0.002617801047120419,0.18936170212765957,1.0,0.3184257602862254,-inf,178,762,2,0,3
64,relu,0.2,8,relu,0.0,0.2,0.1910828025477707,0.5013089005235603,1.0,0.002617801047120419,0.18936170212765957,1.0,0.3184257602862254,-inf,178,762,2,0,3
64,tanh,0.3,16,tanh,0.0,0.3,0.1910828025477707,0.5013089005235603,1.0,0.002617801047120419,0.18936170212765957,1.0,0.3184257602862254,-inf,178,762,2,0,3
64,tanh,0.3,8,relu,0.0,0.2,0.1910828025477707,0.5013089005235603,1.0,0.002617801047120419,0.18936170212765957,1.0,0.3184257602862254,-inf,178,762,2,0,3
64,tanh,0.2,16,relu,0.0,0.25,0.1910828025477707,0.5013089005235603,1.0,0.002617801047120419,0.18936170212765957,1.0,0.3184257602862254,-inf,178,762,2,0,3
32,relu,0.2,16,relu,0.0,0.2,0.1910828025477707,0.5013089005235603,1.0,0.002617801047120419,0.18936170212765957,1.0,0.3184257602862254,-inf,178,762,2,0,3
64,relu,0.3,8,relu,0.0,0.2,0.19002123142250532,0.5006544502617801,1.0,0.0013089005235602095,0.1891604675876727,1.0,0.31814119749776587,-inf,178,763,1,0,3
64,relu,0.2,16,tanh,0.0,0.2,0.19002123142250532,0.5006544502617801,1.0,0.0013089005235602095,0.1891604675876727,1.0,0.31814119749776587,-inf,178,763,1,0,3
64,relu,0.2,8,relu,0.1,0.2,0.19002123142250532,0.5006544502617801,1.0,0.0013089005235602095,0.1891604675876727,1.0,0.31814119749776587,-inf,178,763,1,0,3
32,relu,0.3,8,tanh,0.0,0.3,0.19002123142250532,0.5006544502617801,1.0,0.0013089005235602095,0.1891604675876727,1.0,0.31814119749776587,-inf,178,763,1,0,3
32,tanh,0.2,16,relu,0.0,0.2,0.19002123142250532,0.5006544502617801,1.0,0.0013089005235602095,0.1891604675876727,1.0,0.31814119749776587,-inf,178,763,1,0,3
64,relu,0.3,16,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,16,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.3,8,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,16,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,relu,0.2,8,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,relu,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,tanh,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,16,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,tanh,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.3,8,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,tanh,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,16,tanh,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.0,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,relu,0.0,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,tanh,0.1,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,tanh,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,tanh,0.0,0.1,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,tanh,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
64,tanh,0.2,8,tanh,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,-inf,178,764,0,0,3
