u1,a1,d1,u2,a2,d2,threshold,accuracy,balanced_accuracy,recall_sensitivity,specificity,precision_ppv,npv,f1_positive,screening_score,TP,FP,TN,FN,n_seeds_ensemble
64,relu,0.3,16,tanh,0.1,0.45,0.7643312101910829,0.6715762691923055,0.5224719101123596,0.8206806282722513,0.4043478260869565,0.8806179775280899,0.45588235294117646,0.5404803735258086,93,137,627,85,3
64,relu,0.2,16,relu,0.0,0.45,0.7813163481953291,0.6777383963762574,0.5112359550561798,0.8442408376963351,0.43333333333333335,0.8811475409836066,0.4690721649484536,0.5367461811479106,91,119,645,87,3
64,relu,0.3,8,relu,0.0,0.45,0.7622080679405521,0.6681128301664804,0.5168539325842697,0.819371727748691,0.4,0.8792134831460674,0.45098039215686275,0.5354203188422849,92,138,626,86,3
32,relu,0.2,16,tanh,0.0,0.45,0.7738853503184714,0.6731572445437968,0.5112359550561798,0.8350785340314136,0.41935483870967744,0.88,0.4607594936708861,0.5344321013190529,91,126,638,87,3
32,tanh,0.2,8,tanh,0.1,0.45,0.7791932059447984,0.6742749573504323,0.5056179775280899,0.8429319371727748,0.42857142857142855,0.8797814207650273,0.4639175257731959,0.5316447185968922,90,120,644,88,3
64,relu,0.3,16,relu,0.0,0.45,0.7653927813163482,0.665767103947291,0.5056179775280899,0.8259162303664922,0.40358744394618834,0.8776077885952712,0.4488778054862843,0.52744474945374,90,133,631,88,3
32,relu,0.3,8,relu,0.0,0.45,0.6932059447983014,0.6298826401553033,0.5280898876404494,0.731675392670157,0.31438127090301005,0.8693623639191291,0.3941299790356394,0.5270775764696762,94,205,559,84,3
64,relu,0.3,16,tanh,0.0,0.45,0.7749469214437368,0.6695026178010471,0.5,0.8390052356020943,0.419811320754717,0.8780821917808219,0.4564102564102564,0.5258816556356811,89,123,641,89,3
64,tanh,0.3,16,relu,0.1,0.45,0.7738853503184714,0.668848167539267,0.5,0.837696335078534,0.41784037558685444,0.877914951989026,0.45524296675191817,0.5255536710665388,89,124,640,89,3
32,tanh,0.3,8,relu,0.0,0.5,0.7123142250530785,0.6373536678628156,0.5168539325842697,0.7578534031413613,0.33212996389891697,0.8706766917293233,0.4043956043956044,0.5224814827714436,92,185,579,86,3
64,relu,0.2,16,tanh,0.1,0.45,0.772823779193206,0.666039178775222,0.4943820224719101,0.837696335078534,0.41509433962264153,0.8767123287671232,0.4512820512820513,0.5207846854476457,88,124,640,90,3
32,relu,0.2,16,tanh,0.1,0.45,0.7717622080679406,0.665384728513442,0.4943820224719101,0.8363874345549738,0.4131455399061033,0.8765432098765432,0.45012787723785164,0.5204589154236358,88,125,639,90,3
32,tanh,0.2,8,relu,0.0,0.5,0.7813163481953291,0.6605020883581387,0.46629213483146065,0.8547120418848168,0.42783505154639173,0.8729946524064172,0.44623655913978494,0.5012884172082893,83,111,653,95,3
32,relu,0.3,8,tanh,0.1,0.5,0.7951167728237792,0.6647008647567504,0.4550561797752809,0.8743455497382199,0.4576271186440678,0.873202614379085,0.4563380281690141,0.4972422106584535,81,96,668,97,3
64,relu,0.2,16,relu,0.0,0.5,0.8174097664543525,0.6525898582269545,0.38764044943820225,0.9175392670157068,0.5227272727272727,0.8654320987654321,0.44516129032258067,0.45413901352485975,69,63,701,109,3
64,tanh,0.2,16,tanh,0.0,0.5,0.8099787685774947,0.6458541678922289,0.38202247191011235,0.9096858638743456,0.49635036496350365,0.8633540372670807,0.43174603174603177,0.44622160041187475,68,69,695,110,3
64,tanh,0.3,8,tanh,0.1,0.5,0.8163481953290871,0.6476263309606447,0.37640449438202245,0.918848167539267,0.5193798449612403,0.8634686346863468,0.4364820846905538,0.44494639675566866,67,62,702,111,3
64,relu,0.2,8,relu,0.0,0.5,0.8131634819532909,0.6456629801753044,0.37640449438202245,0.9149214659685864,0.5075757575757576,0.8629629629629629,0.432258064516129,0.44337331786005235,67,65,699,111,3
64,tanh,0.2,8,relu,0.0,0.5,0.8004246284501062,0.639964115536208,0.38202247191011235,0.8979057591623036,0.4657534246575342,0.8618090452261307,0.41975308641975306,0.4419838959100737,68,78,686,110,3
64,relu,0.2,16,tanh,0.0,0.5,0.8174097664543525,0.64612624272016,0.3707865168539326,0.9214659685863874,0.5238095238095238,0.8627450980392157,0.4342105263157895,0.4411567627227372,66,60,704,112,3
64,relu,0.2,8,tanh,0.0,0.5,0.8174097664543525,0.64612624272016,0.3707865168539326,0.9214659685863874,0.5238095238095238,0.8627450980392157,0.4342105263157895,0.4411567627227372,66,60,704,112,3
32,relu,0.2,8,relu,0.0,0.5,0.8110403397027601,0.6421995411494794,0.3707865168539326,0.9136125654450262,0.5,0.8617283950617284,0.4258064516129032,0.43799047002764874,66,66,698,112,3
32,tanh,0.3,8,tanh,0.0,0.5,0.7993630573248408,0.637155126772163,0.37640449438202245,0.8979057591623036,0.46206896551724136,0.8607277289836889,0.4148606811145511,0.4371210679735724,67,78,686,111,3
64,relu,0.3,8,relu,0.0,0.5,0.8142250530785563,0.6420083534325549,0.3651685393258427,0.918848167539267,0.5118110236220472,0.8613496932515338,0.4262295081967213,0.43520075057680563,65,62,702,113,3
64,tanh,0.2,16,tanh,0.1,0.5,0.8174097664543525,0.6418171657156303,0.3595505617977528,0.9240837696335078,0.5245901639344263,0.8609756097560975,0.4266666666666667,0.43250784279499566,64,58,706,114,3
32,tanh,0.2,16,relu,0.0,0.5,0.8174097664543525,0.6418171657156303,0.3595505617977528,0.9240837696335078,0.5245901639344263,0.8609756097560975,0.4266666666666667,0.43250784279499566,64,58,706,114,3
64,relu,0.2,8,tanh,0.1,0.5,0.8163481953290871,0.6411627154538502,0.3595505617977528,0.9227748691099477,0.5203252032520326,0.8608058608058609,0.42524916943521596,0.43195045667440024,64,59,705,114,3
32,tanh,0.3,8,relu,0.1,0.5,0.8036093418259024,0.6354638508147539,0.3651685393258427,0.9057591623036649,0.4744525547445255,0.8596273291925466,0.4126984126984127,0.43015600316549324,65,72,692,113,3
64,tanh,0.3,8,relu,0.0,0.5,0.8205944798301487,0.6416259779987058,0.3539325842696629,0.9293193717277487,0.5384615384615384,0.8606060606060606,0.4271186440677966,0.42992415843465903,63,54,710,115,3
64,tanh,0.3,16,relu,0.0,0.5,0.8121019108280255,0.6385449144067298,0.3595505617977528,0.9175392670157068,0.5039370078740157,0.8601226993865031,0.419672131147541,0.42978807692717447,64,63,701,114,3
64,relu,0.2,16,tanh,0.1,0.5,0.8163481953290871,0.6390081769515854,0.3539325842696629,0.9240837696335078,0.5206611570247934,0.8599269183922046,0.4214046822742475,0.42762056008156046,63,58,706,115,3
32,relu,0.2,8,tanh,0.0,0.5,0.8163481953290871,0.6390081769515854,0.3539325842696629,0.9240837696335078,0.5206611570247934,0.8599269183922046,0.4214046822742475,0.42762056008156046,63,58,706,115,3
64,tanh,0.2,8,tanh,0.1,0.5,0.8131634819532909,0.6370448261662451,0.3539325842696629,0.9201570680628273,0.5080645161290323,0.8594132029339854,0.41721854304635764,0.4259682258349162,63,61,703,115,3
32,relu,0.3,16,tanh,0.0,0.5,0.8195329087048833,0.6388169892346609,0.34831460674157305,0.9293193717277487,0.5344827586206896,0.8595641646489104,0.4217687074829932,0.42503189842810224,62,54,710,116,3
32,tanh,0.3,16,relu,0.0,0.5,0.8110403397027601,0.6357359256426849,0.3539325842696629,0.9175392670157068,0.5,0.8590686274509803,0.4144736842105263,0.424899994117301,63,63,701,115,3
64,relu,0.2,16,relu,0.1,0.5,0.8184713375796179,0.6381625389728808,0.34831460674157305,0.9280104712041884,0.5299145299145299,0.8593939393939394,0.42033898305084744,0.4244441855051303,62,55,709,116,3
64,tanh,0.3,16,tanh,0.1,0.5,0.8099787685774947,0.6350814753809048,0.3539325842696629,0.9162303664921466,0.49606299212598426,0.8588957055214724,0.4131147540983607,0.4243754032775434,63,64,700,115,3
64,tanh,0.3,8,relu,0.1,0.5,0.8099787685774947,0.6350814753809048,0.3539325842696629,0.9162303664921466,0.49606299212598426,0.8588957055214724,0.4131147540983607,0.4243754032775434,63,64,700,115,3
64,relu,0.3,16,relu,0.0,0.5,0.8110403397027601,0.63358138714042,0.34831460674157305,0.918848167539267,0.5,0.8581907090464548,0.4105960264900662,0.42053650214718513,62,62,702,116,3
64,relu,0.3,8,tanh,0.1,0.5,0.8184713375796179,0.6360080004706159,0.34269662921348315,0.9293193717277487,0.5304347826086957,0.8585247883917775,0.41638225255972694,0.420132718804431,61,54,710,117,3
64,relu,0.2,8,relu,0.1,0.5,0.8163481953290871,0.6346990999470558,0.34269662921348315,0.9267015706806283,0.5213675213675214,0.8581818181818182,0.4135593220338983,0.41896421257560146,61,56,708,117,3
32,relu,0.2,16,tanh,0.1,0.5,0.8163481953290871,0.6346990999470558,0.34269662921348315,0.9267015706806283,0.5213675213675214,0.8581818181818182,0.4135593220338983,0.41896421257560146,61,56,708,117,3
32,relu,0.2,16,tanh,0.0,0.5,0.8152866242038217,0.6340446496852756,0.34269662921348315,0.925392670157068,0.5169491525423728,0.8580097087378641,0.41216216216216217,0.41839148564073064,61,57,707,117,3
32,relu,0.2,16,relu,0.0,0.5,0.8131634819532909,0.6327357491617154,0.34269662921348315,0.9227748691099477,0.5083333333333333,0.8576642335766423,0.40939597315436244,0.4172681236151146,61,59,705,117,3
64,relu,0.3,16,tanh,0.1,0.5,0.8152866242038217,0.6318901111830107,0.33707865168539325,0.9267015706806283,0.5172413793103449,0.8571428571428571,0.40816326530612246,0.4140572163474119,60,56,708,118,3
64,tanh,0.3,8,tanh,0.0,0.5,0.8121019108280255,0.6299267603976705,0.33707865168539325,0.9227748691099477,0.5042016806722689,0.8566221142162819,0.40404040404040403,0.4123605763265362,60,59,705,118,3
64,tanh,0.2,16,relu,0.1,0.5,0.8121019108280255,0.6299267603976705,0.33707865168539325,0.9227748691099477,0.5042016806722689,0.8566221142162819,0.40404040404040403,0.4123605763265362,60,59,705,118,3
32,relu,0.3,16,relu,0.0,0.5,0.802547770700637,0.6261912465439143,0.34269662921348315,0.9096858638743456,0.46923076923076923,0.8559113300492611,0.3961038961038961,0.412048966681298,61,69,695,117,3
64,relu,0.3,8,relu,0.1,0.5,0.8110403397027601,0.6292723101358904,0.33707865168539325,0.9214659685863874,0.5,0.8564476885644768,0.40268456375838924,0.4118095182069533,60,60,704,118,3
64,tanh,0.3,16,tanh,0.0,0.5,0.8110403397027601,0.6292723101358904,0.33707865168539325,0.9214659685863874,0.5,0.8564476885644768,0.40268456375838924,0.4118095182069533,60,60,704,118,3
64,relu,0.3,8,tanh,0.0,0.5,0.807855626326964,0.62730895935055,0.33707865168539325,0.9175392670157068,0.4878048780487805,0.8559218559218559,0.39867109634551495,0.4101973358547633,60,63,701,118,3
64,tanh,0.3,16,relu,0.1,0.5,0.8227176220806794,0.6321621860109419,0.3258426966292135,0.9384816753926701,0.5523809523809524,0.8566308243727598,0.4098939929328622,0.40976042008073305,58,47,717,120,3
32,tanh,0.2,16,tanh,0.1,0.5,0.7951167728237792,0.6216100947114536,0.34269662921348315,0.900523560209424,0.44525547445255476,0.8546583850931677,0.3873015873015873,0.4087352068369844,61,76,688,117,3
32,tanh,0.2,8,tanh,0.1,0.5,0.8195329087048833,0.6301988352256015,0.3258426966292135,0.9345549738219895,0.5370370370370371,0.8561151079136691,0.40559440559440557,0.4078333583892734,58,50,714,120,3
32,tanh,0.3,16,tanh,0.0,0.5,0.8014861995753716,0.6233822577798694,0.33707865168539325,0.9096858638743456,0.46511627906976744,0.8548585485854858,0.39087947882736157,0.40714313564272586,60,69,695,118,3
64,relu,0.3,16,tanh,0.0,0.5,0.8163481953290871,0.6282354844402612,0.3258426966292135,0.930628272251309,0.5225225225225225,0.855595667870036,0.4013840830449827,0.40598923678075394,58,53,711,120,3
64,tanh,0.2,8,tanh,0.0,0.5,0.7983014861995754,0.6214189069945291,0.33707865168539325,0.9057591623036649,0.45454545454545453,0.854320987654321,0.3870967741935484,0.40569338303322655,60,72,692,118,3
64,relu,0.3,16,relu,0.1,0.5,0.8152866242038217,0.6275810341784811,0.3258426966292135,0.9293193717277487,0.5178571428571429,0.8554216867469879,0.4,0.40539180876186,58,54,710,120,3
64,tanh,0.2,16,relu,0.0,0.5,0.8046709129511678,0.6210365315606801,0.3258426966292135,0.9162303664921466,0.47540983606557374,0.8536585365853658,0.38666666666666666,0.39983817755914286,58,64,700,120,3
32,tanh,0.2,16,relu,0.1,0.5,0.8046709129511678,0.6210365315606801,0.3258426966292135,0.9162303664921466,0.47540983606557374,0.8536585365853658,0.38666666666666666,0.39983817755914286,58,64,700,120,3
32,tanh,0.2,16,tanh,0.0,0.5,0.8142250530785563,0.6204629684099064,0.3089887640449438,0.9319371727748691,0.514018691588785,0.8526946107784431,0.38596491228070173,0.39178659767232044,55,52,712,123,3
32,relu,0.3,16,tanh,0.1,0.5,0.8195329087048833,0.6215806812165422,0.30337078651685395,0.9397905759162304,0.54,0.8527315914489311,0.38848920863309355,0.39067568680510617,54,46,718,124,3
32,tanh,0.3,16,tanh,0.1,0.5,0.8110403397027601,0.6184996176245661,0.3089887640449438,0.9280104712041884,0.5,0.8521634615384616,0.3819444444444444,0.38999205835637385,55,55,709,123,3
32,relu,0.2,16,relu,0.1,0.5,0.8248407643312102,0.620543855520913,0.29213483146067415,0.9489528795811518,0.5714285714285714,0.8519388954171563,0.38661710037174724,0.38574601026951166,52,39,725,126,3
32,tanh,0.3,16,relu,0.1,0.5,0.8174097664543525,0.6181172421907171,0.29775280898876405,0.9384816753926701,0.53,0.8515439429928741,0.381294964028777,0.38505041473027823,53,47,717,125,3
32,relu,0.2,8,tanh,0.1,0.5,0.8174097664543525,0.6138081651861874,0.28651685393258425,0.9410994764397905,0.53125,0.8498817966903073,0.3722627737226277,0.3764484307900464,51,45,719,127,3
32,tanh,0.2,8,tanh,0.0,0.5,0.7887473460721869,0.6004470851226543,0.29775280898876405,0.9031413612565445,0.41732283464566927,0.8466257668711656,0.3475409836065574,0.37024866678123264,53,74,690,125,3
32,relu,0.2,8,relu,0.1,0.5,0.79723991507431,0.5949099947055709,0.2696629213483146,0.9201570680628273,0.44036697247706424,0.843937575030012,0.3344947735191638,0.35178274113264085,48,61,703,130,3
64,tanh,0.2,8,tanh,0.0,0.55,0.821656050955414,0.601344196717454,0.24719101123595505,0.9554973821989529,0.5641025641025641,0.8449074074074074,0.34375,0.34971280361891577,44,34,730,134,3
64,tanh,0.2,8,relu,0.1,0.5,0.7993630573248408,0.5940643567268662,0.2640449438202247,0.9240837696335078,0.44761904761904764,0.8434886499402628,0.3321554770318021,0.34840623678143534,47,58,706,131,3
32,tanh,0.2,8,relu,0.1,0.5,0.8110403397027601,0.5969542326019177,0.25280898876404495,0.9410994764397905,0.5,0.8438967136150235,0.3358208955223881,0.346357138655215,45,45,719,133,3
32,relu,0.3,8,tanh,0.0,0.5,0.807855626326964,0.5949908818165774,0.25280898876404495,0.93717277486911,0.4838709677419355,0.8433451118963486,0.33210332103321033,0.3443515652723405,45,48,716,133,3
32,tanh,0.3,8,tanh,0.1,0.5,0.8110403397027601,0.5926451555973881,0.24157303370786518,0.943717277486911,0.5,0.8422897196261683,0.32575757575757575,0.3376301547149832,43,43,721,135,3
64,tanh,0.3,8,tanh,0.1,0.55,0.8259023354564756,0.5888802282487205,0.20786516853932585,0.9698952879581152,0.6166666666666667,0.8401360544217688,0.31092436974789917,0.3249483302939389,37,23,741,141,3
32,relu,0.3,8,tanh,0.1,0.55,0.8237791932059448,0.5854167892228954,0.20224719101123595,0.9685863874345549,0.6,0.8390022675736961,0.3025210084033613,0.31865639155244424,36,24,740,142,3
64,relu,0.2,16,tanh,0.0,0.55,0.8237791932059448,0.5832622507206306,0.19662921348314608,0.9698952879581152,0.603448275862069,0.8382352941176471,0.2966101694915254,0.3146377271685353,35,23,741,143,3
64,tanh,0.2,16,tanh,0.0,0.55,0.821656050955414,0.5797988116948055,0.19101123595505617,0.9685863874345549,0.5862068965517241,0.8371040723981901,0.288135593220339,0.3082883171626728,34,24,740,144,3
64,relu,0.3,8,tanh,0.0,0.55,0.8259023354564756,0.5781075357373964,0.1797752808988764,0.9764397905759162,0.64,0.8363228699551569,0.2807017543859649,0.30546420377669276,32,18,746,146,3
64,tanh,0.3,8,tanh,0.0,0.55,0.8248407643312102,0.5774530854756161,0.1797752808988764,0.975130890052356,0.6274509803921569,0.8361391694725028,0.2794759825327511,0.3040784117635524,32,19,745,146,3
64,tanh,0.3,16,tanh,0.1,0.55,0.8227176220806794,0.576144184952056,0.1797752808988764,0.9725130890052356,0.6037735849056604,0.8357705286839145,0.27705627705627706,0.3014488921101907,32,21,743,146,3
32,tanh,0.3,8,tanh,0.0,0.55,0.8227176220806794,0.576144184952056,0.1797752808988764,0.9725130890052356,0.6037735849056604,0.8357705286839145,0.27705627705627706,0.3014488921101907,32,21,743,146,3
64,relu,0.2,16,tanh,0.1,0.55,0.8248407643312102,0.5752985469733514,0.17415730337078653,0.9764397905759162,0.6326530612244898,0.8353863381858903,0.27312775330396477,0.30023512787666984,31,18,746,147,3
64,relu,0.2,8,tanh,0.1,0.55,0.8248407643312102,0.5752985469733514,0.17415730337078653,0.9764397905759162,0.6326530612244898,0.8353863381858903,0.27312775330396477,0.30023512787666984,31,18,746,147,3
64,tanh,0.2,16,tanh,0.1,0.55,0.8248407643312102,0.5752985469733514,0.17415730337078653,0.9764397905759162,0.6326530612244898,0.8353863381858903,0.27312775330396477,0.30023512787666984,31,18,746,147,3
64,relu,0.3,16,tanh,0.0,0.55,0.8259023354564756,0.5737984587328666,0.16853932584269662,0.9790575916230366,0.6521739130434783,0.8348214285714286,0.26785714285714285,0.2979546111408088,30,16,748,148,3
64,relu,0.2,8,relu,0.0,0.55,0.821656050955414,0.5733351961880111,0.17415730337078653,0.9725130890052356,0.5961538461538461,0.8348314606741573,0.26956521739130435,0.2961925362125374,31,21,743,147,3
32,tanh,0.2,8,tanh,0.1,0.55,0.821656050955414,0.5711806576857462,0.16853932584269662,0.9738219895287958,0.6,0.8340807174887892,0.2631578947368421,0.2922136596270369,30,20,744,148,3
64,relu,0.3,16,tanh,0.1,0.55,0.8248407643312102,0.5688349314665568,0.15730337078651685,0.9803664921465969,0.6511627906976745,0.8331479421579533,0.25339366515837103,0.2889956249136406,28,15,749,150,3
64,relu,0.2,8,tanh,0.0,0.55,0.8195329087048833,0.5677172186599212,0.16292134831460675,0.9725130890052356,0.58,0.8329596412556054,0.2543859649122807,0.28558838755220894,29,21,743,149,3
64,tanh,0.2,8,tanh,0.1,0.55,0.8184713375796179,0.5670627683981411,0.16292134831460675,0.9712041884816754,0.5686274509803921,0.8327721661054994,0.25327510917030566,0.2843202425978922,29,22,742,149,3
64,tanh,0.2,16,relu,0.0,0.55,0.8248407643312102,0.5645258544620272,0.14606741573033707,0.9829842931937173,0.6666666666666666,0.831672203765227,0.23963133640552994,0.28181902857030805,26,13,751,152,3
32,relu,0.2,16,tanh,0.1,0.55,0.8195329087048833,0.5634081416553914,0.15168539325842698,0.975130890052356,0.5869565217391305,0.8314732142857143,0.24107142857142858,0.27755705578589024,27,19,745,151,3
32,relu,0.2,16,tanh,0.0,0.55,0.821656050955414,0.5625625036766868,0.14606741573033707,0.9790575916230366,0.6190476190476191,0.8311111111111111,0.23636363636363636,0.2766644536513352,26,16,748,152,3
32,relu,0.3,16,tanh,0.0,0.55,0.8237791932059448,0.5617168656979823,0.1404494382022472,0.9829842931937173,0.6578947368421053,0.8307522123893806,0.23148148148148148,0.27644745356538003,25,13,751,153,3
32,relu,0.2,16,relu,0.0,0.55,0.8227176220806794,0.5589078769339373,0.1348314606741573,0.9829842931937173,0.6486486486486487,0.8298342541436464,0.22325581395348837,0.2710284627235624,24,13,751,154,3
32,relu,0.3,16,tanh,0.1,0.55,0.8248407643312102,0.5559077004529678,0.12359550561797752,0.9882198952879581,0.7096774193548387,0.8287596048298573,0.21052631578947367,0.2686661359586617,22,9,755,156,3
64,tanh,0.3,8,relu,0.0,0.55,0.8184713375796179,0.5584446143890818,0.1404494382022472,0.9764397905759162,0.5813953488372093,0.8298109010011123,0.22624434389140272,0.2681430645031103,25,18,746,153,3
32,tanh,0.2,16,relu,0.0,0.55,0.8195329087048833,0.556944526148597,0.1348314606741573,0.9790575916230366,0.6,0.8292682926829268,0.22018348623853212,0.2657709277016295,24,16,748,154,3
64,relu,0.3,8,tanh,0.1,0.55,0.8163481953290871,0.5571357138655215,0.1404494382022472,0.9738219895287958,0.5555555555555556,0.8294314381270903,0.2242152466367713,0.2652973050702329,25,20,744,153,3
32,tanh,0.2,16,tanh,0.0,0.55,0.8174097664543525,0.5556356256250368,0.1348314606741573,0.9764397905759162,0.5714285714285714,0.8288888888888889,0.21818181818181817,0.2626520047397746,24,18,746,154,3
64,relu,0.3,16,relu,0.0,0.55,0.8195329087048833,0.5547899876463321,0.12921348314606743,0.9803664921465969,0.6052631578947368,0.8285398230088495,0.21296296296296297,0.26193375152098736,23,15,749,155,3
64,relu,0.2,16,relu,0.1,0.55,0.8195329087048833,0.5547899876463321,0.12921348314606743,0.9803664921465969,0.6052631578947368,0.8285398230088495,0.21296296296296297,0.26193375152098736,23,15,749,155,3
64,relu,0.3,8,relu,0.0,0.55,0.8152866242038217,0.5543267251014765,0.1348314606741573,0.9738219895287958,0.5454545454545454,0.8285077951002228,0.21621621621621623,0.25979282203765997,24,20,744,154,3
64,relu,0.2,16,relu,0.0,0.55,0.8152866242038217,0.5543267251014765,0.1348314606741573,0.9738219895287958,0.5454545454545454,0.8285077951002228,0.21621621621621623,0.25979282203765997,24,20,744,154,3
64,tanh,0.3,16,relu,0.0,0.55,0.8142250530785563,0.5536722748396965,0.1348314606741573,0.9725130890052356,0.5333333333333333,0.8283166109253066,0.21524663677130046,0.25844981077318274,24,21,743,154,3
64,tanh,0.3,16,tanh,0.0,0.55,0.8184713375796179,0.5519809988822872,0.12359550561797752,0.9803664921465969,0.5945945945945946,0.8276243093922652,0.20465116279069767,0.2563725131685012,22,15,749,156,3
32,tanh,0.3,16,relu,0.0,0.55,0.8174097664543525,0.5513265486205071,0.12359550561797752,0.9790575916230366,0.5789473684210527,0.827433628318584,0.2037037037037037,0.25467690049879094,22,16,748,156,3
64,tanh,0.2,16,relu,0.1,0.55,0.8195329087048833,0.5504809106418025,0.11797752808988764,0.9829842931937173,0.6176470588235294,0.8270925110132159,0.19811320754716982,0.2544451576736348,21,13,751,157,3
32,relu,0.2,8,tanh,0.0,0.55,0.8142250530785563,0.5515177363374316,0.12921348314606743,0.9738219895287958,0.5348837209302325,0.8275862068965517,0.2081447963800905,0.2542413575627568,23,20,744,155,3
64,relu,0.3,16,relu,0.1,0.55,0.8205944798301487,0.5489808224013177,0.11235955056179775,0.9856020942408377,0.6451612903225806,0.8265642151481888,0.19138755980861244,0.25296397890578004,20,11,753,158,3
64,tanh,0.3,16,relu,0.1,0.55,0.8205944798301487,0.5489808224013177,0.11235955056179775,0.9856020942408377,0.6451612903225806,0.8265642151481888,0.19138755980861244,0.25296397890578004,20,11,753,158,3
32,relu,0.2,8,relu,0.0,0.55,0.8174097664543525,0.5470174716159774,0.11235955056179775,0.981675392670157,0.5882352941176471,0.8259911894273128,0.18867924528301888,0.24687870912821863,20,14,750,158,3
32,relu,0.3,8,tanh,0.0,0.55,0.8205944798301487,0.544671745396788,0.10112359550561797,0.9882198952879581,0.6666666666666666,0.825136612021858,0.17560975609756097,0.24638753259995683,18,9,755,160,3
64,tanh,0.3,8,relu,0.1,0.55,0.8163481953290871,0.5377448673451379,0.0898876404494382,0.9856020942408377,0.5925925925925926,0.8229508196721311,0.15609756097560976,0.22972958104289357,16,11,753,162,3
64,relu,0.3,8,relu,0.1,0.55,0.8174097664543525,0.5362447791046532,0.08426966292134831,0.9882198952879581,0.625,0.8224400871459695,0.1485148514851485,0.22873771986587443,15,9,755,163,3
64,relu,0.2,8,relu,0.1,0.55,0.8142250530785563,0.5364359668215777,0.0898876404494382,0.9829842931937173,0.5517241379310345,0.8225629791894852,0.15458937198067632,0.22538095547202572,16,13,751,162,3
32,tanh,0.2,8,tanh,0.0,0.55,0.8099787685774947,0.5359727042767222,0.09550561797752809,0.9764397905759162,0.4857142857142857,0.8224917309812569,0.1596244131455399,0.22261990201104268,17,18,746,161,3
32,relu,0.2,8,tanh,0.1,0.55,0.8163481953290871,0.5334357903406083,0.07865168539325842,0.9882198952879581,0.6086956521739131,0.8215451577801959,0.13930348258706468,0.22261290306079387,14,9,755,164,3
32,relu,0.2,8,relu,0.1,0.55,0.8163481953290871,0.5140449438202247,0.028089887640449437,1.0,1.0,0.8153681963713981,0.0546448087431694,0.22247191011235956,5,0,764,173,3
32,tanh,0.3,16,relu,0.1,0.55,0.8142250530785563,0.5342814283193129,0.08426966292134831,0.9842931937172775,0.5555555555555556,0.8218579234972677,0.14634146341463414,0.22140060526436195,15,12,752,163,3
32,relu,0.3,8,relu,0.1,0.5,0.8142250530785563,0.532126889817048,0.07865168539325842,0.9856020942408377,0.56,0.8211559432933478,0.13793103448275862,0.2174815577386905,14,11,753,164,3
32,relu,0.3,16,relu,0.1,0.5,0.7940552016985138,0.5304650273545503,0.10674157303370786,0.9541884816753927,0.35185185185185186,0.8209459459459459,0.16379310344827586,0.21599729177969074,19,35,729,159,3
32,tanh,0.3,16,tanh,0.1,0.55,0.8110403397027601,0.5323180775339726,0.08426966292134831,0.9803664921465969,0.5,0.8212719298245614,0.14423076923076922,0.21545237955173835,15,15,749,163,3
32,tanh,0.3,8,relu,0.0,0.55,0.8099787685774947,0.5316636272721925,0.08426966292134831,0.9790575916230366,0.4838709677419355,0.8210757409440176,0.14354066985645933,0.21370858627357586,15,16,748,163,3
32,tanh,0.2,16,relu,0.1,0.55,0.8142250530785563,0.5299723513147833,0.07303370786516854,0.9869109947643979,0.5652173913043478,0.8204570184983678,0.12935323383084577,0.2136398048990094,13,10,754,165,3
32,tanh,0.3,8,tanh,0.1,0.55,0.8163481953290871,0.5205085593270192,0.0449438202247191,0.9960732984293194,0.7272727272727273,0.8174006444683136,0.08465608465608465,0.20828965874997996,8,3,761,170,3
32,tanh,0.3,16,tanh,0.0,0.55,0.8036093418259024,0.525582387199247,0.07865168539325842,0.9725130890052356,0.4,0.8191841234840133,0.13145539906103287,0.2001726572151303,14,21,743,164,3
32,tanh,0.2,8,relu,0.0,0.55,0.8067940552016986,0.5210821224777928,0.06179775280898876,0.9803664921465969,0.4230769230769231,0.8176855895196506,0.10784313725490197,0.189782543769543,11,15,749,167,3
32,relu,0.3,8,relu,0.0,0.5,0.8046709129511678,0.5176186834519677,0.056179775280898875,0.9790575916230366,0.38461538461538464,0.8165938864628821,0.09803921568627451,0.18131111784856122,10,16,748,168,3
64,tanh,0.2,8,relu,0.1,0.55,0.8121019108280255,0.5135816812753692,0.033707865168539325,0.993455497382199,0.5454545454545454,0.8152524167561761,0.06349206349206349,0.1808572964185059,6,5,759,172,3
32,tanh,0.2,8,relu,0.1,0.55,0.8110403397027601,0.5150817695158539,0.03932584269662921,0.9908376963350786,0.5,0.8157327586206896,0.07291666666666667,0.18054444379081125,7,7,757,171,3
32,relu,0.2,16,relu,0.1,0.55,0.8121019108280255,0.5114271427731043,0.028089887640449437,0.9947643979057592,0.5555555555555556,0.8145766345123259,0.053475935828877004,0.177503905458491,5,4,760,173,3
32,relu,0.3,16,relu,0.0,0.55,0.8067940552016986,0.5124639684687334,0.03932584269662921,0.9856020942408377,0.3888888888888889,0.814935064935065,0.07142857142857142,0.16890977247027603,7,11,753,171,3
32,tanh,0.2,16,tanh,0.1,0.55,0.807855626326964,0.5109638802282487,0.033707865168539325,0.9882198952879581,0.4,0.81445523193096,0.06217616580310881,0.16578828166362727,6,9,755,172,3
