outcome,model_name,predictor,predictor_domain,features,repeat,random_state,n_test,threshold,baseline_balanced_accuracy,permuted_balanced_accuracy,delta_balanced_accuracy,delta_balanced_accuracy_pp,baseline_roc_auc,permuted_roc_auc,delta_roc_auc,delta_roc_auc_pp,baseline_pr_auc_average_precision,permuted_pr_auc_average_precision,delta_pr_auc_average_precision,delta_pr_auc_average_precision_pp,baseline_recall_sensitivity,permuted_recall_sensitivity,delta_recall_sensitivity,delta_recall_sensitivity_pp,baseline_specificity,permuted_specificity,delta_specificity,delta_specificity_pp,baseline_precision_ppv,permuted_precision_ppv,delta_precision_ppv,delta_precision_ppv_pp,baseline_npv,permuted_npv,delta_npv,delta_npv_pp,baseline_f1_positive,permuted_f1_positive,delta_f1_positive,delta_f1_positive_pp,baseline_accuracy,permuted_accuracy,delta_accuracy,delta_accuracy_pp
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,9,118131,942,0.5,0.5906201393115574,0.5938459457631704,-0.003225806451612967,-0.3225806451612967,0.6342012127769888,0.6403890804986362,-0.0061878677216473665,-0.6187867721647367,0.5880607408346172,0.5935465817453697,-0.0054858409107524375,-0.5485840910752438,0.8709677419354839,0.8774193548387097,-0.006451612903225823,-0.6451612903225823,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.55359565807327,-0.0018245409070575258,-0.18245409070575258,0.7115384615384616,0.7219512195121951,-0.010412757973733533,-1.0412757973733533,0.6755629691409508,0.6788685524126455,-0.003305583271694723,-0.3305583271694723,0.5870488322717622,0.5902335456475584,-0.0031847133757961776,-0.31847133757961776
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,10,118132,942,0.5,0.5906201393115574,0.5906471900994117,-2.7050787854254743e-05,-0.0027050787854254743,0.6342012127769888,0.6360339036541107,-0.0018326908771219008,-0.18326908771219008,0.5880607408346172,0.5902477466183228,-0.0021870057837055645,-0.21870057837055645,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.3081761006289308,0.002096436058700246,0.20964360587002462,0.5517711171662125,0.5516304347826086,0.00014068238360387397,0.014068238360387397,0.7115384615384616,0.7135922330097088,-0.00205377147124719,-0.205377147124719,0.6755629691409508,0.6761032472939217,-0.0005402781529708633,-0.054027815297086335,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,11,118133,942,0.5,0.5906201393115574,0.5927977277338202,-0.0021775884222627884,-0.21775884222627884,0.6342012127769888,0.6364035977547846,-0.0022023849777957905,-0.22023849777957905,0.5880607408346172,0.5891659786821446,-0.0011052378475273628,-0.11052378475273628,0.8709677419354839,0.8774193548387097,-0.006451612903225823,-0.6451612903225823,0.31027253668763105,0.3081761006289308,0.002096436058700246,0.20964360587002462,0.5517711171662125,0.5528455284552846,-0.0010744112890720414,-0.10744112890720414,0.7115384615384616,0.7205882352941176,-0.009049773755656076,-0.9049773755656076,0.6755629691409508,0.6783042394014963,-0.002741270260545492,-0.2741270260545492,0.5870488322717622,0.589171974522293,-0.002123142250530785,-0.2123142250530785
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,12,118134,942,0.5,0.5906201393115574,0.5938459457631704,-0.003225806451612967,-0.3225806451612967,0.6342012127769888,0.641308807285679,-0.00710759450869014,-0.710759450869014,0.5880607408346172,0.5948832623342497,-0.006822521499632472,-0.6822521499632472,0.8709677419354839,0.8774193548387097,-0.006451612903225823,-0.6451612903225823,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.55359565807327,-0.0018245409070575258,-0.18245409070575258,0.7115384615384616,0.7219512195121951,-0.010412757973733533,-1.0412757973733533,0.6755629691409508,0.6788685524126455,-0.003305583271694723,-0.3305583271694723,0.5870488322717622,0.5902335456475584,-0.0031847133757961776,-0.31847133757961776
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,13,118135,942,0.5,0.5906201393115574,0.5916954081287618,-0.0010752688172043223,-0.10752688172043223,0.6342012127769888,0.6366989021888596,-0.002497689411870785,-0.24976894118707849,0.5880607408346172,0.5903050631246085,-0.002244322289991274,-0.2244322289991274,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5523809523809524,-0.0006098352147398955,-0.060983521473989555,0.7115384615384616,0.714975845410628,-0.0034373838721664107,-0.3437383872166411,0.6755629691409508,0.6766666666666666,-0.0011036975257158188,-0.11036975257158188,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,14,118136,942,0.5,0.5906201393115574,0.5927706769459661,-0.0021505376344086446,-0.21505376344086446,0.6342012127769888,0.6377133067333919,-0.0035120939564030618,-0.3512093956403062,0.5880607408346172,0.5908407837912352,-0.002780042956617934,-0.2780042956617934,0.8709677419354839,0.875268817204301,-0.004301075268817178,-0.4301075268817178,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5529891304347826,-0.0012180132685700729,-0.12180132685700729,0.7115384615384616,0.7184466019417476,-0.006908140403286023,-0.6908140403286023,0.6755629691409508,0.6777685262281432,-0.002205557087192389,-0.2205557087192389,0.5870488322717622,0.589171974522293,-0.002123142250530785,-0.2123142250530785
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,15,118137,942,0.5,0.5906201393115574,0.5916954081287618,-0.0010752688172043223,-0.10752688172043223,0.6342012127769888,0.6376141205112599,-0.0034129077342710534,-0.34129077342710534,0.5880607408346172,0.5916137511781646,-0.0035530103435473803,-0.35530103435473803,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5523809523809524,-0.0006098352147398955,-0.060983521473989555,0.7115384615384616,0.714975845410628,-0.0034373838721664107,-0.3437383872166411,0.6755629691409508,0.6766666666666666,-0.0011036975257158188,-0.11036975257158188,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,16,118138,942,0.5,0.5906201393115574,0.5916954081287618,-0.0010752688172043223,-0.10752688172043223,0.6342012127769888,0.6392709812673294,-0.005069768490340576,-0.5069768490340576,0.5880607408346172,0.5938129319257325,-0.005752191091115244,-0.5752191091115244,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5523809523809524,-0.0006098352147398955,-0.060983521473989555,0.7115384615384616,0.714975845410628,-0.0034373838721664107,-0.3437383872166411,0.6755629691409508,0.6766666666666666,-0.0011036975257158188,-0.11036975257158188,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,17,118139,942,0.5,0.5906201393115574,0.5917224589166159,-0.001102319605058466,-0.1102319605058466,0.6342012127769888,0.6377944590969546,-0.003593246319965826,-0.3593246319965826,0.5880607408346172,0.5916444147320381,-0.0035836738974208693,-0.35836738974208693,0.8709677419354839,0.875268817204301,-0.004301075268817178,-0.4301075268817178,0.31027253668763105,0.3081761006289308,0.002096436058700246,0.20964360587002462,0.5517711171662125,0.5522388059701493,-0.00046768880393677215,-0.046768880393677215,0.7115384615384616,0.7170731707317073,-0.005534709193245724,-0.5534709193245724,0.6755629691409508,0.6772046589018302,-0.0016416897608794168,-0.16416897608794168,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,18,118140,942,0.5,0.5906201393115574,0.5927706769459661,-0.0021505376344086446,-0.21505376344086446,0.6342012127769888,0.6395482518428348,-0.005347039065845993,-0.5347039065845993,0.5880607408346172,0.5934801546555499,-0.005419413820932695,-0.5419413820932695,0.8709677419354839,0.875268817204301,-0.004301075268817178,-0.4301075268817178,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5529891304347826,-0.0012180132685700729,-0.12180132685700729,0.7115384615384616,0.7184466019417476,-0.006908140403286023,-0.6908140403286023,0.6755629691409508,0.6777685262281432,-0.002205557087192389,-0.2205557087192389,0.5870488322717622,0.589171974522293,-0.002123142250530785,-0.2123142250530785
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,19,118141,942,0.5,0.5906201393115574,0.5895719212822074,0.0010482180293500676,0.10482180293500676,0.6342012127769888,0.6381618989653074,-0.003960686188318574,-0.3960686188318574,0.5880607408346172,0.5936525371474232,-0.00559179631280593,-0.559179631280593,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.3081761006289308,0.002096436058700246,0.20964360587002462,0.5517711171662125,0.5510204081632653,0.0007507090029472696,0.07507090029472696,0.7115384615384616,0.7101449275362319,0.001393534002229635,0.1393534002229635,0.6755629691409508,0.675,0.0005629691409507753,0.05629691409507753,0.5870488322717622,0.5859872611464968,0.0010615711252653925,0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,20,118142,942,0.5,0.5906201393115574,0.5917224589166159,-0.001102319605058466,-0.1102319605058466,0.6342012127769888,0.6385383557629449,-0.004337142985956111,-0.43371429859561106,0.5880607408346172,0.592507220581932,-0.004446479747314713,-0.44464797473147133,0.8709677419354839,0.875268817204301,-0.004301075268817178,-0.4301075268817178,0.31027253668763105,0.3081761006289308,0.002096436058700246,0.20964360587002462,0.5517711171662125,0.5522388059701493,-0.00046768880393677215,-0.046768880393677215,0.7115384615384616,0.7170731707317073,-0.005534709193245724,-0.5534709193245724,0.6755629691409508,0.6772046589018302,-0.0016416897608794168,-0.16416897608794168,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,21,118143,942,0.5,0.5906201393115574,0.5927706769459661,-0.0021505376344086446,-0.21505376344086446,0.6342012127769888,0.6386307792881134,-0.004429566511124583,-0.4429566511124583,0.5880607408346172,0.5921494718447913,-0.00408873101017404,-0.40887310101740404,0.8709677419354839,0.875268817204301,-0.004301075268817178,-0.4301075268817178,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5529891304347826,-0.0012180132685700729,-0.12180132685700729,0.7115384615384616,0.7184466019417476,-0.006908140403286023,-0.6908140403286023,0.6755629691409508,0.6777685262281432,-0.002205557087192389,-0.2205557087192389,0.5870488322717622,0.589171974522293,-0.002123142250530785,-0.2123142250530785
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,22,118144,942,0.5,0.5906201393115574,0.5916954081287618,-0.0010752688172043223,-0.10752688172043223,0.6342012127769888,0.6357836838664592,-0.0015824710894704053,-0.15824710894704053,0.5880607408346172,0.5890178289735697,-0.0009570881389524555,-0.09570881389524555,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5523809523809524,-0.0006098352147398955,-0.060983521473989555,0.7115384615384616,0.714975845410628,-0.0034373838721664107,-0.3437383872166411,0.6755629691409508,0.6766666666666666,-0.0011036975257158188,-0.11036975257158188,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,23,118145,942,0.5,0.5906201393115574,0.5927706769459661,-0.0021505376344086446,-0.21505376344086446,0.6342012127769888,0.6384549491670611,-0.004253736390072316,-0.4253736390072316,0.5880607408346172,0.5916958963013449,-0.0036351554667276575,-0.36351554667276575,0.8709677419354839,0.875268817204301,-0.004301075268817178,-0.4301075268817178,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5529891304347826,-0.0012180132685700729,-0.12180132685700729,0.7115384615384616,0.7184466019417476,-0.006908140403286023,-0.6908140403286023,0.6755629691409508,0.6777685262281432,-0.002205557087192389,-0.2205557087192389,0.5870488322717622,0.589171974522293,-0.002123142250530785,-0.2123142250530785
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,24,118146,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.6358558193007372,-0.001654606523748381,-0.1654606523748381,0.5880607408346172,0.5902174090745598,-0.0021566682399425385,-0.21566682399425385,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,25,118147,942,0.5,0.5906201393115574,0.5927706769459661,-0.0021505376344086446,-0.21505376344086446,0.6342012127769888,0.6375374766123396,-0.0033362638353507945,-0.33362638353507945,0.5880607408346172,0.5904025068470907,-0.0023417660124734896,-0.23417660124734896,0.8709677419354839,0.875268817204301,-0.004301075268817178,-0.4301075268817178,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5529891304347826,-0.0012180132685700729,-0.12180132685700729,0.7115384615384616,0.7184466019417476,-0.006908140403286023,-0.6908140403286023,0.6755629691409508,0.6777685262281432,-0.002205557087192389,-0.2205557087192389,0.5870488322717622,0.589171974522293,-0.002123142250530785,-0.2123142250530785
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,26,118148,942,0.5,0.5906201393115574,0.5906471900994117,-2.7050787854254743e-05,-0.0027050787854254743,0.6342012127769888,0.6358625819977006,-0.0016613692207118058,-0.16613692207118058,0.5880607408346172,0.589801490026365,-0.0017407491917477147,-0.17407491917477147,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.3081761006289308,0.002096436058700246,0.20964360587002462,0.5517711171662125,0.5516304347826086,0.00014068238360387397,0.014068238360387397,0.7115384615384616,0.7135922330097088,-0.00205377147124719,-0.205377147124719,0.6755629691409508,0.6761032472939217,-0.0005402781529708633,-0.054027815297086335,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,27,118149,942,0.5,0.5906201393115574,0.5895719212822074,0.0010482180293500676,0.10482180293500676,0.6342012127769888,0.6322783526070198,0.0019228601699690095,0.19228601699690095,0.5880607408346172,0.5858702029350409,0.0021905378995763503,0.21905378995763503,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.3081761006289308,0.002096436058700246,0.20964360587002462,0.5517711171662125,0.5510204081632653,0.0007507090029472696,0.07507090029472696,0.7115384615384616,0.7101449275362319,0.001393534002229635,0.1393534002229635,0.6755629691409508,0.675,0.0005629691409507753,0.05629691409507753,0.5870488322717622,0.5859872611464968,0.0010615711252653925,0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,28,118150,942,0.5,0.5906201393115574,0.5938459457631704,-0.003225806451612967,-0.3225806451612967,0.6342012127769888,0.6394693537115935,-0.005268140934604704,-0.5268140934604704,0.5880607408346172,0.5922318139530287,-0.0041710731184114724,-0.41710731184114724,0.8709677419354839,0.8774193548387097,-0.006451612903225823,-0.6451612903225823,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.55359565807327,-0.0018245409070575258,-0.18245409070575258,0.7115384615384616,0.7219512195121951,-0.010412757973733533,-1.0412757973733533,0.6755629691409508,0.6788685524126455,-0.003305583271694723,-0.3305583271694723,0.5870488322717622,0.5902335456475584,-0.0031847133757961776,-0.31847133757961776
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,29,118151,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.6358558193007372,-0.001654606523748381,-0.1654606523748381,0.5880607408346172,0.5902174090745598,-0.0021566682399425385,-0.21566682399425385,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.MEDIAN,IMPULS.MEDIAN,IMPULS.MEDIAN,30,118152,942,0.5,0.5906201393115574,0.5916954081287618,-0.0010752688172043223,-0.10752688172043223,0.6342012127769888,0.6376141205112599,-0.0034129077342710534,-0.34129077342710534,0.5880607408346172,0.5916137511781646,-0.0035530103435473803,-0.35530103435473803,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5523809523809524,-0.0006098352147398955,-0.060983521473989555,0.7115384615384616,0.714975845410628,-0.0034373838721664107,-0.3437383872166411,0.6755629691409508,0.6766666666666666,-0.0011036975257158188,-0.11036975257158188,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,1,119123,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.634942855210658,-0.000741642433669143,-0.0741642433669143,0.5880607408346172,0.5889148880661564,-0.000854147231539204,-0.0854147231539204,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,2,119124,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.6342012127769888,0.0,0.0,0.5880607408346172,0.5880607408346172,0.0,0.0,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,3,119125,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.6342012127769888,0.0,0.0,0.5880607408346172,0.5880607408346172,0.0,0.0,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,4,119126,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.634942855210658,-0.000741642433669143,-0.0741642433669143,0.5880607408346172,0.5889148880661564,-0.000854147231539204,-0.0854147231539204,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,5,119127,942,0.5,0.5906201393115574,0.5916954081287618,-0.0010752688172043223,-0.10752688172043223,0.6342012127769888,0.6359572597551904,-0.0017560469782015309,-0.1756046978201531,0.5880607408346172,0.5894504127245035,-0.001389671889886257,-0.1389671889886257,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5523809523809524,-0.0006098352147398955,-0.060983521473989555,0.7115384615384616,0.714975845410628,-0.0034373838721664107,-0.3437383872166411,0.6755629691409508,0.6766666666666666,-0.0011036975257158188,-0.11036975257158188,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,6,119128,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.634942855210658,-0.000741642433669143,-0.0741642433669143,0.5880607408346172,0.5889148880661564,-0.000854147231539204,-0.0854147231539204,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,7,119129,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.634942855210658,-0.000741642433669143,-0.0741642433669143,0.5880607408346172,0.5889148880661564,-0.000854147231539204,-0.0854147231539204,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,8,119130,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.634942855210658,-0.000741642433669143,-0.0741642433669143,0.5880607408346172,0.5889148880661564,-0.000854147231539204,-0.0854147231539204,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,9,119131,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.6342012127769888,0.0,0.0,0.5880607408346172,0.5880607408346172,0.0,0.0,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,10,119132,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.634942855210658,-0.000741642433669143,-0.0741642433669143,0.5880607408346172,0.5889148880661564,-0.000854147231539204,-0.0854147231539204,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,11,119133,942,0.5,0.5906201393115574,0.5916954081287618,-0.0010752688172043223,-0.10752688172043223,0.6342012127769888,0.6352156173215211,-0.001014404544532277,-0.10144045445322769,0.5880607408346172,0.5885975769665445,-0.0005368361319272319,-0.05368361319272319,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5523809523809524,-0.0006098352147398955,-0.060983521473989555,0.7115384615384616,0.714975845410628,-0.0034373838721664107,-0.3437383872166411,0.6755629691409508,0.6766666666666666,-0.0011036975257158188,-0.11036975257158188,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,12,119134,942,0.5,0.5906201393115574,0.5916954081287618,-0.0010752688172043223,-0.10752688172043223,0.6342012127769888,0.6359572597551904,-0.0017560469782015309,-0.1756046978201531,0.5880607408346172,0.5894504127245035,-0.001389671889886257,-0.1389671889886257,0.8709677419354839,0.8731182795698925,-0.0021505376344086446,-0.21505376344086446,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5523809523809524,-0.0006098352147398955,-0.060983521473989555,0.7115384615384616,0.714975845410628,-0.0034373838721664107,-0.3437383872166411,0.6755629691409508,0.6766666666666666,-0.0011036975257158188,-0.11036975257158188,0.5870488322717622,0.5881104033970276,-0.0010615711252653925,-0.10615711252653925
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,13,119135,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.634942855210658,-0.000741642433669143,-0.0741642433669143,0.5880607408346172,0.5889148880661564,-0.000854147231539204,-0.0854147231539204,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,14,119136,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.6342012127769888,0.0,0.0,0.5880607408346172,0.5880607408346172,0.0,0.0,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
victimization,DecisionTreeClassifier,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,15,119137,942,0.5,0.5906201393115574,0.5906201393115574,0.0,0.0,0.6342012127769888,0.634942855210658,-0.000741642433669143,-0.0741642433669143,0.5880607408346172,0.5889148880661564,-0.000854147231539204,-0.0854147231539204,0.8709677419354839,0.8709677419354839,0.0,0.0,0.31027253668763105,0.31027253668763105,0.0,0.0,0.5517711171662125,0.5517711171662125,0.0,0.0,0.7115384615384616,0.7115384615384616,0.0,0.0,0.6755629691409508,0.6755629691409508,0.0,0.0,0.5870488322717622,0.5870488322717622,0.0,0.0
