outcome,predictor,predictor_domain,features,n_repeats,balanced_accuracy_drop_mean_pp,balanced_accuracy_drop_sd_pp,balanced_accuracy_drop_p2_5_pp,balanced_accuracy_drop_p97_5_pp,roc_auc_drop_mean_pp,roc_auc_drop_sd_pp,roc_auc_drop_p2_5_pp,roc_auc_drop_p97_5_pp,pr_auc_average_precision_drop_mean_pp,pr_auc_average_precision_drop_sd_pp,pr_auc_average_precision_drop_p2_5_pp,pr_auc_average_precision_drop_p97_5_pp,recall_sensitivity_drop_mean_pp,recall_sensitivity_drop_sd_pp,recall_sensitivity_drop_p2_5_pp,recall_sensitivity_drop_p97_5_pp,specificity_drop_mean_pp,specificity_drop_sd_pp,specificity_drop_p2_5_pp,specificity_drop_p97_5_pp,precision_ppv_drop_mean_pp,precision_ppv_drop_sd_pp,precision_ppv_drop_p2_5_pp,precision_ppv_drop_p97_5_pp,npv_drop_mean_pp,npv_drop_sd_pp,npv_drop_p2_5_pp,npv_drop_p97_5_pp,f1_positive_drop_mean_pp,f1_positive_drop_sd_pp,f1_positive_drop_p2_5_pp,f1_positive_drop_p97_5_pp,accuracy_drop_mean_pp,accuracy_drop_sd_pp,accuracy_drop_p2_5_pp,accuracy_drop_p97_5_pp
overlap,IMPULS.VAR,IMPULS.VAR,IMPULS.VAR,30,0.006250367668689805,0.38108205398003336,-0.813246367433374,0.5893545208541716,-0.008162244837926677,0.0783381220737685,-0.14228778163421163,0.11774589681747702,0.34726507546578594,0.1478628935109878,0.09051616916301436,0.6099728894941592,-0.3932584269662931,0.6109814977332961,-1.6853932584269704,0.5617977528089901,0.4057591623036709,0.3954436564245102,-0.2977748691099433,1.0242146596858717,0.07813748115372014,0.24306691658229188,-0.3990196080068607,0.48416263138458204,-0.09302668778423451,0.24054849460454222,-0.6222470134067404,0.21953214965307633,0.031303173455286916,0.3295568487308992,-0.6661555821637344,0.5492900173141084,0.2547770700636942,0.35219366472787944,-0.34766454352441606,0.8598726114649674
overlap,MORAL.MEAN,MORAL.MEAN,MORAL.MEAN,30,0.3029589975880957,0.5322391389222575,-0.7298039590564159,1.19205541502442,-0.12285036374688141,0.1868243960331802,-0.3997477792811341,0.22931495970351376,0.1114216763549621,0.36350757444084547,-0.38544515311789884,0.8752152542056926,0.056179775280898646,0.8520084768597261,-1.6853932584269704,1.2780898876404487,0.5497382198952938,0.4718055980289099,-0.2977748691099433,1.3448952879581229,0.254053033944284,0.32935705288484335,-0.3490638931939405,0.8031181135796462,0.09445069195413251,0.3396939358958182,-0.6017515881430954,0.6290626192772117,0.2847534036386249,0.4573905074265174,-0.5852920011375361,1.0506160045228339,0.4564755838641188,0.44792072845413894,-0.2415074309978768,1.1677282377919318
overlap,MORAL.VAR,MORAL.VAR,MORAL.VAR,30,1.3123566092123076,0.4709176885212581,0.4526920701217757,1.9923782281310645,0.3382061689903386,0.2567380295279364,-0.06948938172833485,0.7190496499794214,0.675594761677756,0.31524083578412754,0.14647840603832815,1.3727638596708989,1.7041198501872623,0.891134488907663,0.0,2.8089887640449396,0.9205933682373524,0.5440164815948978,-0.035994764397903875,1.7375654450261795,0.8316001457102399,0.2888213269862416,0.2928501435201435,1.313549782609012,0.7598833868863465,0.32450467256929855,0.207235322326437,1.1886927970449435,1.1403907802219657,0.4016575062265596,0.39612147337188613,1.7406322665295175,1.0686482661004952,0.43808154244404,0.3078556263269639,1.8338641188959655
overlap,ORIENTSEX.BN_1,ORIENTSEX.BN_1,ORIENTSEX.BN_1,30,-0.2574661254583599,0.49762827319486314,-0.9441364197893992,0.7941275957409236,-0.21667941251445588,0.15274551888217935,-0.53516015647978,0.027648685216781464,0.1654237704702847,0.3727371202736614,-0.4653023129808223,0.8380442323275085,-0.8988764044943844,0.9166206751775795,-2.2471910112359605,1.1235955056179803,0.38394415357766665,0.3620375954363981,-0.2977748691099433,1.0471204188481686,-0.05808912003727721,0.28418557819403834,-0.5159420637682531,0.48883096871033105,-0.2864552178593901,0.34822953229953935,-0.7783918424534852,0.48003380897419423,-0.18640296448691912,0.41980738056065037,-0.7935251031689243,0.6865947029783775,0.14154281670205235,0.3452100133198036,-0.4830148619957536,0.7430997876857748
overlap,ORIENTSEX.BN_2,ORIENTSEX.BN_2,ORIENTSEX.BN_2,30,0.21653234503990706,0.3453838842845641,-0.41704659097593855,0.8415752397199909,0.30923387650254486,0.1475422348712863,0.06377213365492879,0.5467049532325521,0.1679475014954629,0.2011468676799554,-0.18911051689526875,0.5443284289799228,0.33707865168539414,0.6189453869884821,-0.7162921348314624,1.1235955056179803,0.09598603839442073,0.3470409739432047,-0.42866492146596047,0.6904450261780188,0.1274982313085321,0.2121269089443817,-0.2402217724971649,0.5299287731015472,0.13743450786178482,0.23176674650138424,-0.28187424442186665,0.4934237803473543,0.18541296367714769,0.29646468686506555,-0.34335419215028484,0.7313203753840068,0.14154281670205235,0.29809282906583207,-0.34766454352441606,0.7430997876857748
overlap,PAÍS,PAÍS,PAÍS,30,-0.7239641547542007,0.37946286645328137,-1.3559253485499139,0.037116153891411555,-0.29411043786888974,0.14454422151352372,-0.6179959115242075,-0.05125301488321919,0.02943748367200701,0.18946307188784262,-0.3054767519083848,0.3347097403541921,-1.2734082397003774,0.7797535820915635,-2.2471910112359605,0.5617977528089901,-0.1745200698080233,0.3212274562458797,-0.654450261780104,0.33376963350786093,-0.39952327455582487,0.2103576712920961,-0.7749753321904825,-0.05058443526946528,-0.4975974290910493,0.28216445612557023,-0.8960209788453039,0.1423627812833003,-0.6098213940742877,0.31780771774110633,-1.1527171384257213,-0.0015128325380282318,-0.3821656050955413,0.26241095212656196,-0.8784501061571123,-0.04777070063694296
overlap,PORNO.T,PORNO.T,PORNO.T,30,1.595289919014846,1.208081630174588,-0.3979278192834884,4.019207012177183,3.306885699158779,0.67435062613563,2.098983763750808,4.434323342549566,0.8328375529245858,1.297443840899241,-1.3620179942528954,3.4226695000709517,2.9026217228464395,1.8549791777360216,-0.15449438202247223,6.17977528089887,0.2879581151832516,1.448340743570444,-2.1433246073298404,2.617801047120427,0.8582067583869428,0.8072338561934659,-0.3869369755553881,2.3729122812554246,1.1086763747922304,0.7262767917056666,-0.14104691938742253,2.557660641344856,1.338232057532968,1.0563625467279747,-0.36537733770995046,3.4334022755649376,0.7820240622788391,1.2444069980540613,-1.2553078556263266,2.9830148619957524
perpetration,ABUSOSUBS1,ABUSOSUBS1,ABUSOSUBS1,30,2.588201822924837,0.8086470760410884,0.9327401610382664,3.923723335488044,1.1072898165987906,0.5903078947394499,0.07317639527806008,1.9626304592038475,0.8715728876978494,0.4438699777744018,0.1244856643987323,1.628400110687624,1.70437405731523,1.2388114195906497,-0.9049773755656187,3.8687782805429825,3.4720295885344408,0.8412811579711433,2.0665742024965317,4.767683772538138,1.3535063622148331,0.38666242570696524,0.5876732107956172,1.9534538714766168,2.5504583664596168,1.221972533943115,-0.10375937428310801,4.802636911063506,1.7710780514822497,0.5700089906032216,0.5865312982044841,2.7564410533200423,3.0573248407643314,0.7524022136998285,1.6772823779193202,4.381634819532907
perpetration,ABUSOSUBS2,ABUSOSUBS2,ABUSOSUBS2,30,0.8563081692721863,0.5751536173830492,-0.1339579894691345,1.936060084974988,0.11323722917098783,0.4129439570375467,-0.5975235501220622,0.963531043485356,1.0312843146705581,0.3041816376178816,0.43262975188263847,1.4932573931614905,-0.3770739064856735,0.9056272696354155,-2.26244343891403,1.029411764705878,2.08969024503005,0.5486935820048084,1.071428571428571,3.0651872399445192,0.5143340200716672,0.2751386281352301,0.049275980734963254,1.0399802087779897,0.20089612930355275,0.8824114988183422,-1.5113956932775834,1.7028381357169189,0.5579002949486588,0.409414414695955,-0.14320365615931321,1.31586186000249,1.5109695682944089,0.5077230973059217,0.6847133757961782,2.5291932059447975
perpetration,APOYO.MEAN,APOYO.MEAN,APOYO.MEAN,30,0.8266234051499596,0.469298711826925,0.08735981323074461,1.6617348956012528,0.5706524581453255,0.18836239394640084,0.2183210849687298,0.8433171625633046,0.21585892257119602,0.25957285192772567,-0.21159971389673252,0.665130359009144,0.7239819004524858,0.8780516160461679,-0.5769230769230779,2.262443438914019,0.9292649098474338,0.54653340240626,0.0,1.8030513176144236,0.4300113093774937,0.22557846235727033,0.07297999490721561,0.8238478811830816,0.8646806586372582,0.7537541517297236,-0.27107855829300337,2.235503931390815,0.5818703145679567,0.34147201807041405,0.04778058738037536,1.1995531249061573,0.8811040339702758,0.42840947857398287,0.15392781316348195,1.573779193205944
