threshold,accuracy,balanced_accuracy,precision_ppv,recall_sensitivity,specificity,npv,f1_positive,TP,FP,TN,FN,support
0.027,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.028,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.029,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.03,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.031,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.032,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.033,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.034,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.035,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.036,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.037,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.038,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.039,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.04,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.041,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.042,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.043,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.044,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.045,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.046,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.047,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.048,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.049,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.05,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.051,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.052,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.053,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.054,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.055,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.056,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.057,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.058,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.059,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.06,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.061,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.062,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.063,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.064,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.065,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.066,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.067,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.068,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.069,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.07,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.071,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.072,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.073,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.074,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.075,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.076,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.077,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.078,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.079,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.08,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.081,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.082,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.083,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.084,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.085,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.086,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.087,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.088,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.089,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.09,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.091,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.092,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.093,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.094,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.095,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.096,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.097,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.098,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.099,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.1,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.101,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.102,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.103,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.104,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.105,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.106,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.107,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.108,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.109,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.11,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.111,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.112,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.113,0.18895966029723993,0.5,0.18895966029723993,1.0,0.0,,0.3178571428571429,178,764,0,0,942
0.114,0.19002123142250532,0.5006544502617801,0.1891604675876727,1.0,0.0013089005235602095,1.0,0.3181411974977658,178,763,1,0,942
0.115,0.19002123142250532,0.5006544502617801,0.1891604675876727,1.0,0.0013089005235602095,1.0,0.3181411974977658,178,763,1,0,942
0.116,0.19002123142250532,0.5006544502617801,0.1891604675876727,1.0,0.0013089005235602095,1.0,0.3181411974977658,178,763,1,0,942
0.117,0.19002123142250532,0.5006544502617801,0.1891604675876727,1.0,0.0013089005235602095,1.0,0.3181411974977658,178,763,1,0,942
0.118,0.1910828025477707,0.5013089005235603,0.18936170212765957,1.0,0.002617801047120419,1.0,0.31842576028622543,178,762,2,0,942
0.119,0.1910828025477707,0.5013089005235603,0.18936170212765957,1.0,0.002617801047120419,1.0,0.31842576028622543,178,762,2,0,942
0.12,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.121,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.122,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.123,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.124,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.125,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.126,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.127,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.128,0.1921443736730361,0.5019633507853403,0.18956336528221512,1.0,0.003926701570680628,1.0,0.3187108325872874,178,761,3,0,942
0.129,0.1932059447983015,0.5026178010471204,0.18976545842217485,1.0,0.005235602094240838,1.0,0.31899641577060933,178,760,4,0,942
0.13,0.1932059447983015,0.5026178010471204,0.18976545842217485,1.0,0.005235602094240838,1.0,0.31899641577060933,178,760,4,0,942
0.131,0.1932059447983015,0.5026178010471204,0.18976545842217485,1.0,0.005235602094240838,1.0,0.31899641577060933,178,760,4,0,942
0.132,0.1932059447983015,0.5026178010471204,0.18976545842217485,1.0,0.005235602094240838,1.0,0.31899641577060933,178,760,4,0,942
0.133,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.134,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.135,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.136,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.137,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.138,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.139,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.14,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.141,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.142,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.143,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.144,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.145,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.146,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.147,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.148,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.149,0.1942675159235669,0.5032722513089005,0.18996798292422626,1.0,0.006544502617801047,1.0,0.31928251121076234,178,759,5,0,942
0.15,0.19532908704883228,0.5039267015706806,0.19017094017094016,1.0,0.007853403141361256,1.0,0.31956912028725315,178,758,6,0,942
0.151,0.19532908704883228,0.5039267015706806,0.19017094017094016,1.0,0.007853403141361256,1.0,0.31956912028725315,178,758,6,0,942
0.152,0.19532908704883228,0.5039267015706806,0.19017094017094016,1.0,0.007853403141361256,1.0,0.31956912028725315,178,758,6,0,942
0.153,0.19532908704883228,0.5039267015706806,0.19017094017094016,1.0,0.007853403141361256,1.0,0.31956912028725315,178,758,6,0,942
0.154,0.19745222929936307,0.5052356020942408,0.1905781584582441,1.0,0.010471204188481676,1.0,0.3201438848920863,178,756,8,0,942
0.155,0.19745222929936307,0.5052356020942408,0.1905781584582441,1.0,0.010471204188481676,1.0,0.3201438848920863,178,756,8,0,942
0.156,0.19851380042462846,0.5058900523560209,0.1907824222936763,1.0,0.011780104712041885,1.0,0.32043204320432045,178,755,9,0,942
0.157,0.19957537154989385,0.506544502617801,0.19098712446351931,1.0,0.013089005235602094,1.0,0.3207207207207207,178,754,10,0,942
0.158,0.19957537154989385,0.506544502617801,0.19098712446351931,1.0,0.013089005235602094,1.0,0.3207207207207207,178,754,10,0,942
0.159,0.19957537154989385,0.506544502617801,0.19098712446351931,1.0,0.013089005235602094,1.0,0.3207207207207207,178,754,10,0,942
0.16,0.19957537154989385,0.506544502617801,0.19098712446351931,1.0,0.013089005235602094,1.0,0.3207207207207207,178,754,10,0,942
0.161,0.20063694267515925,0.5071989528795812,0.19119226638023631,1.0,0.014397905759162303,1.0,0.32100991884580704,178,753,11,0,942
0.162,0.20169851380042464,0.5078534031413613,0.1913978494623656,1.0,0.015706806282722512,1.0,0.3212996389891697,178,752,12,0,942
0.163,0.20488322717622082,0.5098167539267016,0.19201725997842503,1.0,0.01963350785340314,1.0,0.32217194570135743,178,749,15,0,942
0.164,0.2070063694267516,0.5111256544502618,0.19243243243243244,1.0,0.02225130890052356,1.0,0.3227561196736174,178,747,17,0,942
0.165,0.2070063694267516,0.5111256544502618,0.19243243243243244,1.0,0.02225130890052356,1.0,0.3227561196736174,178,747,17,0,942
0.166,0.2070063694267516,0.5111256544502618,0.19243243243243244,1.0,0.02225130890052356,1.0,0.3227561196736174,178,747,17,0,942
0.167,0.2070063694267516,0.5111256544502618,0.19243243243243244,1.0,0.02225130890052356,1.0,0.3227561196736174,178,747,17,0,942
0.168,0.2070063694267516,0.5111256544502618,0.19243243243243244,1.0,0.02225130890052356,1.0,0.3227561196736174,178,747,17,0,942
0.169,0.2070063694267516,0.5111256544502618,0.19243243243243244,1.0,0.02225130890052356,1.0,0.3227561196736174,178,747,17,0,942
0.17,0.208067940552017,0.5117801047120419,0.19264069264069264,1.0,0.02356020942408377,1.0,0.323049001814882,178,746,18,0,942
0.171,0.208067940552017,0.5117801047120419,0.19264069264069264,1.0,0.02356020942408377,1.0,0.323049001814882,178,746,18,0,942
0.172,0.208067940552017,0.5117801047120419,0.19264069264069264,1.0,0.02356020942408377,1.0,0.323049001814882,178,746,18,0,942
0.173,0.208067940552017,0.5117801047120419,0.19264069264069264,1.0,0.02356020942408377,1.0,0.323049001814882,178,746,18,0,942
0.174,0.2091295116772824,0.512434554973822,0.19284940411700974,1.0,0.024869109947643978,1.0,0.32334241598546776,178,745,19,0,942
0.175,0.21125265392781317,0.5137434554973822,0.19326818675352878,1.0,0.0274869109947644,1.0,0.32393084622383983,178,743,21,0,942
0.176,0.21337579617834396,0.5150523560209425,0.19368879216539717,1.0,0.030104712041884817,1.0,0.3245214220601641,178,741,23,0,942
0.177,0.21337579617834396,0.5150523560209425,0.19368879216539717,1.0,0.030104712041884817,1.0,0.3245214220601641,178,741,23,0,942
0.178,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.179,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.18,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.181,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.182,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.183,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.184,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.185,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.186,0.21762208067940553,0.5176701570680629,0.19453551912568307,1.0,0.03534031413612566,1.0,0.3257090576395243,178,737,27,0,942
0.187,0.21868365180467092,0.518324607329843,0.19474835886214442,1.0,0.03664921465968586,1.0,0.326007326007326,178,736,28,0,942
0.188,0.21868365180467092,0.518324607329843,0.19474835886214442,1.0,0.03664921465968586,1.0,0.326007326007326,178,736,28,0,942
0.189,0.2197452229299363,0.518979057591623,0.1949616648411829,1.0,0.03795811518324607,1.0,0.32630614115490375,178,735,29,0,942
0.19,0.2197452229299363,0.518979057591623,0.1949616648411829,1.0,0.03795811518324607,1.0,0.32630614115490375,178,735,29,0,942
0.191,0.2208067940552017,0.5196335078534031,0.19517543859649122,1.0,0.03926701570680628,1.0,0.326605504587156,178,734,30,0,942
0.192,0.2208067940552017,0.5196335078534031,0.19517543859649122,1.0,0.03926701570680628,1.0,0.326605504587156,178,734,30,0,942
0.193,0.2218683651804671,0.5202879581151832,0.19538968166849616,1.0,0.04057591623036649,1.0,0.3269054178145087,178,733,31,0,942
0.194,0.2218683651804671,0.5202879581151832,0.19538968166849616,1.0,0.04057591623036649,1.0,0.3269054178145087,178,733,31,0,942
0.195,0.2229299363057325,0.5209424083769634,0.1956043956043956,1.0,0.041884816753926704,1.0,0.3272058823529412,178,732,32,0,942
0.196,0.22399150743099788,0.5215968586387435,0.19581958195819582,1.0,0.04319371727748691,1.0,0.32750689972401104,178,731,33,0,942
0.197,0.22399150743099788,0.5215968586387435,0.19581958195819582,1.0,0.04319371727748691,1.0,0.32750689972401104,178,731,33,0,942
0.198,0.22611464968152867,0.5229057591623036,0.19625137816979052,1.0,0.04581151832460733,1.0,0.328110599078341,178,729,35,0,942
0.199,0.22611464968152867,0.5229057591623036,0.19625137816979052,1.0,0.04581151832460733,1.0,0.328110599078341,178,729,35,0,942
0.2,0.22717622080679406,0.5235602094240838,0.19646799116997793,1.0,0.04712041884816754,1.0,0.3284132841328414,178,728,36,0,942
0.201,0.22717622080679406,0.5235602094240838,0.19646799116997793,1.0,0.04712041884816754,1.0,0.3284132841328414,178,728,36,0,942
0.202,0.22717622080679406,0.5235602094240838,0.19646799116997793,1.0,0.04712041884816754,1.0,0.3284132841328414,178,728,36,0,942
0.203,0.22717622080679406,0.5235602094240838,0.19646799116997793,1.0,0.04712041884816754,1.0,0.3284132841328414,178,728,36,0,942
0.204,0.22717622080679406,0.5235602094240838,0.19646799116997793,1.0,0.04712041884816754,1.0,0.3284132841328414,178,728,36,0,942
0.205,0.22717622080679406,0.5235602094240838,0.19646799116997793,1.0,0.04712041884816754,1.0,0.3284132841328414,178,728,36,0,942
0.206,0.22717622080679406,0.5235602094240838,0.19646799116997793,1.0,0.04712041884816754,1.0,0.3284132841328414,178,728,36,0,942
0.207,0.22823779193205945,0.5242146596858639,0.19668508287292819,1.0,0.04842931937172775,1.0,0.32871652816251157,178,727,37,0,942
0.208,0.22929936305732485,0.524869109947644,0.19690265486725664,1.0,0.049738219895287955,1.0,0.3290203327171904,178,726,38,0,942
0.209,0.23142250530785563,0.5261780104712042,0.1973392461197339,1.0,0.05235602094240838,1.0,0.3296296296296296,178,724,40,0,942
0.21,0.23142250530785563,0.5261780104712042,0.1973392461197339,1.0,0.05235602094240838,1.0,0.3296296296296296,178,724,40,0,942
0.211,0.23248407643312102,0.5268324607329843,0.19755826859045506,1.0,0.05366492146596859,1.0,0.329935125115848,178,723,41,0,942
0.212,0.2346072186836518,0.5281413612565445,0.19799777530589543,1.0,0.056282722513089,1.0,0.33054781801299904,178,721,43,0,942
0.213,0.2367303609341826,0.5294502617801047,0.19843924191750278,1.0,0.058900523560209424,1.0,0.3311627906976744,178,719,45,0,942
0.214,0.2367303609341826,0.5294502617801047,0.19843924191750278,1.0,0.058900523560209424,1.0,0.3311627906976744,178,719,45,0,942
0.215,0.23779193205944799,0.5301047120418848,0.19866071428571427,1.0,0.060209424083769635,1.0,0.33147113594040967,178,718,46,0,942
0.216,0.23885350318471338,0.5307591623036649,0.19888268156424582,1.0,0.061518324607329845,1.0,0.331780055917987,178,717,47,0,942
0.217,0.23991507430997877,0.5314136125654451,0.19910514541387025,1.0,0.06282722513089005,1.0,0.33208955223880604,178,716,48,0,942
0.218,0.23991507430997877,0.5314136125654451,0.19910514541387025,1.0,0.06282722513089005,1.0,0.33208955223880604,178,716,48,0,942
0.219,0.23991507430997877,0.5314136125654451,0.19910514541387025,1.0,0.06282722513089005,1.0,0.33208955223880604,178,716,48,0,942
0.22,0.23991507430997877,0.5314136125654451,0.19910514541387025,1.0,0.06282722513089005,1.0,0.33208955223880604,178,716,48,0,942
0.221,0.24097664543524416,0.5320680628272252,0.19932810750279956,1.0,0.06413612565445026,1.0,0.3323996265172736,178,715,49,0,942
0.222,0.24097664543524416,0.5320680628272252,0.19932810750279956,1.0,0.06413612565445026,1.0,0.3323996265172736,178,715,49,0,942
0.223,0.24203821656050956,0.5327225130890052,0.19955156950672645,1.0,0.06544502617801047,1.0,0.33271028037383177,178,714,50,0,942
0.224,0.24203821656050956,0.5327225130890052,0.19955156950672645,1.0,0.06544502617801047,1.0,0.33271028037383177,178,714,50,0,942
0.225,0.24203821656050956,0.5327225130890052,0.19955156950672645,1.0,0.06544502617801047,1.0,0.33271028037383177,178,714,50,0,942
0.226,0.24309978768577495,0.5333769633507853,0.19977553310886645,1.0,0.06675392670157068,1.0,0.333021515434986,178,713,51,0,942
0.227,0.24416135881104034,0.5340314136125655,0.2,1.0,0.06806282722513089,1.0,0.33333333333333337,178,712,52,0,942
0.228,0.24416135881104034,0.5340314136125655,0.2,1.0,0.06806282722513089,1.0,0.33333333333333337,178,712,52,0,942
0.229,0.24416135881104034,0.5340314136125655,0.2,1.0,0.06806282722513089,1.0,0.33333333333333337,178,712,52,0,942
0.23,0.24416135881104034,0.5340314136125655,0.2,1.0,0.06806282722513089,1.0,0.33333333333333337,178,712,52,0,942
0.231,0.24628450106157113,0.5353403141361257,0.20045045045045046,1.0,0.07068062827225131,1.0,0.3339587242026266,178,710,54,0,942
0.232,0.24734607218683652,0.5359947643979057,0.20067643742953778,1.0,0.07198952879581152,1.0,0.3342723004694836,178,709,55,0,942
0.233,0.2484076433121019,0.5366492146596858,0.20090293453724606,1.0,0.07329842931937172,1.0,0.3345864661654136,178,708,56,0,942
0.234,0.2484076433121019,0.5366492146596858,0.20090293453724606,1.0,0.07329842931937172,1.0,0.3345864661654136,178,708,56,0,942
0.235,0.2505307855626327,0.5379581151832461,0.20135746606334842,1.0,0.07591623036649214,1.0,0.3352165725047081,178,706,58,0,942
0.236,0.2505307855626327,0.5379581151832461,0.20135746606334842,1.0,0.07591623036649214,1.0,0.3352165725047081,178,706,58,0,942
0.237,0.2505307855626327,0.5379581151832461,0.20135746606334842,1.0,0.07591623036649214,1.0,0.3352165725047081,178,706,58,0,942
0.238,0.2505307855626327,0.5358035766809812,0.20068027210884354,0.9943820224719101,0.07722513089005235,0.9833333333333333,0.3339622641509434,177,705,59,1,942
0.239,0.2526539278131635,0.5371124772045415,0.20113636363636364,0.9943820224719101,0.07984293193717278,0.9838709677419355,0.334593572778828,177,703,61,1,942
0.24,0.2526539278131635,0.5371124772045415,0.20113636363636364,0.9943820224719101,0.07984293193717278,0.9838709677419355,0.334593572778828,177,703,61,1,942
0.241,0.25477707006369427,0.5384213777281016,0.20159453302961275,0.9943820224719101,0.0824607329842932,0.984375,0.3352272727272727,177,701,63,1,942
0.242,0.25690021231422505,0.5397302782516619,0.20205479452054795,0.9943820224719101,0.08507853403141362,0.9848484848484849,0.33586337760910817,177,699,65,1,942
0.243,0.25690021231422505,0.5397302782516619,0.20205479452054795,0.9943820224719101,0.08507853403141362,0.9848484848484849,0.33586337760910817,177,699,65,1,942
0.244,0.25583864118895966,0.5369212894876169,0.20114285714285715,0.9887640449438202,0.08507853403141362,0.9701492537313433,0.3342830009496677,176,699,65,2,942
0.245,0.25583864118895966,0.5369212894876169,0.20114285714285715,0.9887640449438202,0.08507853403141362,0.9701492537313433,0.3342830009496677,176,699,65,2,942
0.246,0.25690021231422505,0.537575739749397,0.20137299771167047,0.9887640449438202,0.08638743455497382,0.9705882352941176,0.33460076045627374,176,698,66,2,942
0.247,0.25690021231422505,0.537575739749397,0.20137299771167047,0.9887640449438202,0.08638743455497382,0.9705882352941176,0.33460076045627374,176,698,66,2,942
0.248,0.25690021231422505,0.537575739749397,0.20137299771167047,0.9887640449438202,0.08638743455497382,0.9705882352941176,0.33460076045627374,176,698,66,2,942
0.249,0.25902335456475584,0.5388846402729572,0.2018348623853211,0.9887640449438202,0.08900523560209424,0.9714285714285714,0.3352380952380953,176,696,68,2,942
