outcome,threshold,prevalence,net_benefit_model,net_benefit_screen_all,net_benefit_screen_none,net_benefit_model_minus_all,net_benefit_model_minus_none,standardized_net_benefit_model
victimization,0.35,0.49363057324840764,0.24187489792585337,0.22097011268985794,0.0,0.020904785235995427,0.24187489792585337,0.48999172870140617
victimization,0.36,0.49363057324840764,0.23347929936305736,0.20879777070063693,0.0,0.024681528662420432,0.23347929936305736,0.472983870967742
victimization,0.37,0.49363057324840764,0.22481717386175987,0.19623900515620257,0.0,0.028578168705557294,0.22481717386175987,0.4554360812425329
victimization,0.38,0.49363057324840764,0.21587562495719473,0.18327511814259295,0.0,0.032600506814601776,0.21587562495719473,0.43732223378425256
victimization,0.39,0.49363057324840764,0.20664091051477498,0.16988618565312724,0.0,0.03675472486164774,0.20664091051477498,0.41861448968799575
victimization,0.4,0.49363057324840764,0.19709837225760793,0.1560509554140127,0.0,0.041047416843595225,0.19709837225760793,0.3992831541218638
victimization,0.41,0.49363057324840764,0.18723235812731667,0.1417467343193351,0.0,0.04548562380798157,0.18723235812731667,0.3792965190450157
victimization,0.42,0.49363057324840764,0.17702613661322214,0.12694926422139252,0.0,0.05007687239182962,0.17702613661322214,0.3586206896551726
victimization,0.43,0.49363057324840764,0.16646180206354533,0.11163258464632925,0.0,0.05482921741721608,0.16646180206354533,0.3372193925674402
victimization,0.44,0.49363057324840764,0.15552016985138006,0.09576888080072793,0.0,0.059751289050652134,0.15552016985138006,0.3150537634408603
victimization,0.45,0.49363057324840764,0.14418066010422703,0.07932831499710485,0.0,0.06485234510712218,0.14418066010422703,0.29208211143695023
victimization,0.46,0.49363057324840764,0.1324211685145868,0.06227883934890305,0.0,0.07014232916568375,0.1324211685145868,0.2682596575069694
victimization,0.47,0.49363057324840764,0.12021792252533758,0.04458598726114654,0.0,0.07563193526419104,0.12021792252533758,0.24353824305132904
victimization,0.48,0.49363057324840764,0.10754532092111718,0.026212640862322445,0.0,0.08133268005879474,0.10754532092111718,0.21786600496277933
victimization,0.49,0.49363057324840764,0.09437575454810382,0.0071187710753091715,0.0,0.08725698347279465,0.09437575454810382,0.19118701243938452
victimization,0.5,0.49363057324840764,0.08067940552016989,-0.01273885350318471,0.0,0.0934182590233546,0.08067940552016989,0.16344086021505383
victimization,0.51,0.49363057324840764,0.0678322284327744,-0.033406993370596716,0.0,0.10123922180337111,0.0678322284327744,0.13741496598639458
victimization,0.52,0.49363057324840764,0.0666135881104034,-0.0549363057324842,0.0,0.1215498938428876,0.0666135881104034,0.1349462365591398
victimization,0.53,0.49363057324840764,0.0653430907530379,-0.07738175904594125,0.0,0.14272484979897915,0.0653430907530379,0.13237245481583162
victimization,0.54,0.49363057324840764,0.06401735438013478,-0.1008031016338965,0.0,0.16482045601403128,0.06401735438013478,0.12968676951846658
victimization,0.55,0.49363057324840764,0.06263269639065816,-0.12526539278131654,0.0,0.1878980891719747,0.06263269639065816,0.1268817204301075
victimization,0.56,0.49363057324840764,0.06118509940165991,-0.15083960625361914,0.0,0.21202470565527906,0.06118509940165991,0.12394916911045943
victimization,0.57,0.49363057324840764,0.059670172320150115,-0.17760331802695883,0.0,0.23727349034710896,0.059670172320150115,0.12088022005501378
victimization,0.58,0.49363057324840764,0.0580831058538065,-0.20564149226569595,0.0,0.26372459811950244,0.0580831058538065,0.1176651305683564
victimization,0.59,0.49363057324840764,0.05641862151105589,-0.2350473823209568,0.0,0.29146600383201265,0.05641862151105589,0.11429320744820354
victimization,0.6,0.49363057324840764,0.05467091295116774,-0.2659235668789808,0.0,0.3205944798301485,0.05467091295116774,0.11075268817204303
victimization,0.61,0.49363057324840764,0.05283357831128532,-0.2983831455169035,0.0,0.3512167238281888,0.05283357831128532,0.10703060380479737
victimization,0.62,0.49363057324840764,0.050899541848251205,-0.33255112303050616,0.0,0.38345066487875734,0.050899541848251205,0.10311262026032825
victimization,0.63,0.49363057324840764,0.04886096287370174,-0.36856601824754687,0.0,0.4174269811212486,0.04886096287370174,0.09898285382156352
victimization,0.64,0.49363057324840764,0.046709129511677286,-0.40658174097664546,0.0,0.45329087048832273,0.046709129511677286,0.0946236559139785
victimization,0.65,0.49363057324840764,0.04443433424325144,-0.4467697907188355,0.0,0.49120412496208693,0.04443433424325144,0.09001536098310292
victimization,0.66,0.49363057324840764,0.04202572748844761,-0.48932184338703644,0.0,0.531347570875484,0.04202572748844761,0.08513598987982289
victimization,0.67,0.49363057324840764,0.03947114456668596,-0.5344528083381588,0.0,0.5739239529048448,0.03947114456668596,0.07996089931573801
victimization,0.68,0.49363057324840764,0.03675690021231422,-0.5824044585987262,0.0,0.6191613588110405,0.03675690021231422,0.07446236559139784
victimization,0.69,0.49363057324840764,0.03386754331895078,-0.6334497637148138,0.0,0.6673173070337646,0.03386754331895078,0.06860908775580997
victimization,0.7,0.49363057324840764,0.030785562632696398,-0.6878980891719744,0.0,0.7186836518046708,0.030785562632696398,0.062365591397849474
victimization,0.71,0.49363057324840764,0.02749103155428656,-0.746101471557215,0.0,0.7735925031115015,0.02749103155428656,0.05569150908416761
victimization,0.72,0.49363057324840764,0.023961176827418884,-0.808462238398544,0.0,0.8324234152259629,0.023961176827418884,0.04854070660522277
victimization,0.73,0.49363057324840764,0.020169851380042486,-0.8754423213021938,0.0,0.8956121726822363,0.020169851380042486,0.040860215053763485
victimization,0.74,0.49363057324840764,0.016086885513637114,-0.9475747182753551,0.0,0.9636616037889922,0.016086885513637114,0.03258891645988422
victimization,0.75,0.49363057324840764,0.011677282377919318,-1.0254777070063694,0.0,1.0371549893842889,0.011677282377919318,0.02365591397849462
victimization,0.76,0.49363057324840764,0.0069002123142250515,-1.1098726114649684,0.0,1.1167728237791934,0.0069002123142250515,0.013978494623655911
victimization,0.77,0.49363057324840764,0.0017077448536877982,-1.201606203267793,0.0,1.2033139481214807,0.0017077448536877982,0.003459560542309475
victimization,0.78,0.49363057324840764,-0.003956765103261928,-1.3016792125072383,0.0,1.2977224474039764,-0.003956765103261928,-0.008015640273704808
victimization,0.79,0.49363057324840764,0.0,-1.4112829845313926,0.0,1.4112829845313926,0.0,0.0
victimization,0.8,0.49363057324840764,0.0,-1.5318471337579622,0.0,1.5318471337579622,0.0,0.0
