,neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20,neuron_21,neuron_22,neuron_23,neuron_24,neuron_25,neuron_26,neuron_27,neuron_28,neuron_29,neuron_30,neuron_31,neuron_32,neuron_33,neuron_34,neuron_35,neuron_36,neuron_37,neuron_38,neuron_39,neuron_40,neuron_41,neuron_42,neuron_43,neuron_44,neuron_45,neuron_46,neuron_47,neuron_48,neuron_49,neuron_50,neuron_51,neuron_52,neuron_53,neuron_54,neuron_55,neuron_56,neuron_57,neuron_58,neuron_59,neuron_60,neuron_61,neuron_62,neuron_63,neuron_64,importance
CONVIVEN.5,0.2056038519196663,0.04787899585267379,0.09693288685097287,0.2410143226280147,0.12540360174186158,0.04199058345563097,-0.2752635971004135,-0.03713642708174972,0.06241199047120695,-0.23703028980554378,-0.16722010375744842,-0.05289591267436969,0.08748265375300392,-0.1653323481177058,-0.15637955159664235,-0.02734523126957502,-0.028461296037990913,0.030444258788430677,-0.024529459548727105,-0.0662307332792644,0.020064759387120493,0.044215746400673314,-0.12077865963066596,-0.13870922729810076,0.022905635774855913,-0.013778863018114972,0.04138579218922667,-0.05685253777315957,-0.018682112722587307,-0.1834968949228247,-0.15699447177651898,0.06044173688201816,0.18953572809819128,0.288765476535912,0.02076191442350443,-0.07188663668146411,0.13174025779311568,0.2363410785503605,0.1944550099211537,-0.02516985366360557,0.2609015050490304,-0.03752354367666409,-0.1901814671972693,0.10259371308534422,0.036051330040360624,-0.00020660507779678405,-0.36623125939357015,-0.240604035005777,-0.07184694759518763,-0.0657238625416392,-0.18206914278021605,-0.14364093174203385,0.2747028527112793,-0.06219092090679219,-0.0027431767534947036,-0.23765782222084328,-0.1270831922766128,0.16473065894092362,-0.3148035459646874,-0.004810260185748536,0.167717569661263,-0.0005366129449861232,0.07130056148715394,0.1242419006608417,3.9513331026115486
CONVIVEN.6,-0.2601777308705113,-0.10812411998809512,-0.07581436375941679,0.19310281205224106,0.10838325112078254,0.1148254620223446,0.027268914353637454,-0.04354716859190695,-0.13248175854034555,-0.24567728629328223,0.10275311279358297,-0.18219444403607518,0.012228455499322478,-0.2614152603481474,0.12764077913971184,0.042297088217956434,0.030115676266304656,0.16700063142697005,-0.15656818144210313,0.254919743732329,-0.03705617448362143,-0.015138443284578397,-0.16966824792174356,0.074830876732751,-0.08992145226925921,0.21619728031742963,-0.15221506768085274,0.12281702764623474,-0.09847434107168732,-0.050303380375081606,0.22475552133725993,0.14701141865807676,0.27983502043898534,0.08394258028516668,0.116063686722907,-0.1999596630587553,0.23261364128444809,-0.06113494485395454,0.23613258571690132,-0.10069372518114077,-0.026350755958147575,0.0009390171632799762,0.18208273149932502,0.05114847415100763,-0.18138039291395525,0.0019260281899626135,0.26006239759757865,0.010034480808040052,7.117147586051035e-05,-0.15855562539811943,-0.054940846910946056,0.25968335279342447,0.13218677519099817,0.1303539237635085,-0.1083392928232239,-0.034727128920731085,0.07138174968203678,-0.30066269904686255,0.14403836624405875,-0.13905071610324143,-0.18876878117686172,-0.019294641731034613,0.19830708122219104,0.1991521289962205,4.345562006429188
AUTOEFIC.MEAN,-0.17843914788614013,0.12389027786342353,0.017392631158338855,-0.021897620942598464,0.23215751973545856,0.18700773577921548,-0.09030468376081607,-0.023560192580160833,-0.1252406200274035,0.26651977131053506,0.13872882342399379,0.041358070300890545,0.15543229178360826,-0.03218806402649177,0.23479980576188506,-0.1210645213850147,0.09322801671422291,0.12108030396096567,0.13505820540658148,0.07538503693339564,0.1298358994278728,-0.08879145798808874,0.24281677753354444,0.014979508939030047,-0.16279025173717093,0.17529423796141633,-0.03033214327483169,0.034580342016289775,0.14693611211417543,-0.11539701305801545,-0.007574149602951447,-0.13450833325829298,-0.12220309620172515,-0.06536730872554013,0.17645906154187893,-0.14222919408186407,0.12448214179037966,0.08662514830299567,0.1364675507874151,-0.014841210445792266,0.06746119710892184,0.12195287297199728,0.09849610507939933,0.13340500710978345,0.023571656919601627,0.2184146138394038,-0.25352438642711556,-0.055122257511528924,-0.24321496077238192,0.17475903183686273,-0.12439167826203983,-0.12931126413230815,-0.010088016806204242,-0.01973901542086338,-0.16527858379158392,-0.07841667741714074,0.18597248506397715,-0.1305278955632738,-0.19477804270695703,0.05446234523401085,-0.08148360161940685,-0.13409637988053363,-0.2616160769907796,-0.04765763563673006,4.010063924261605
AUTOEFIC.VAR,-0.20216484758834885,-0.1437465969888758,-0.05278444619178955,-0.007538292156597147,0.04943778128070944,0.04622967101228236,0.03065421661138829,-0.1300991837128917,0.1276063669722329,0.007944838845260512,0.06814393417725682,-0.20777029349937867,0.1266665814765114,-0.21688647249208698,-0.14848338841141248,0.0844544962393145,-0.1222315625272144,0.3187260369506042,0.22334418587225152,-0.3000764668418481,0.25407727038355654,0.341680201163493,0.04067803810852347,0.14317036477645087,-0.10218175803414362,0.08516680929076867,-0.14550679794028654,-0.1475606655649476,0.16251770093689075,0.33480492017024954,-0.010838862748272178,-0.15963631069236106,-0.1678703710299078,-0.16215661476944657,0.12342576974742121,-0.2581755372308304,0.0005533030764705819,-0.09114373303195887,0.2047521586492667,0.14107375158652152,0.08263541039265082,0.18008089471865074,0.2219646321374288,-0.23435623564361802,0.09580986285377271,-0.11695542934171241,0.05142463365688063,-0.017073673552233836,0.10000380217971518,0.11454987741495992,0.10135745702764154,0.36247303705368406,-0.05215286675341931,0.023565984417840215,-0.11064386433574867,-0.1503442811270747,-0.3886833854765585,-0.07554860195749616,0.00505211101788203,-0.06823429072276925,-0.17724395729213197,-0.08919076102109823,-0.30273314487110986,-0.06088774606200242,4.698229466034653
IMPULS.MEAN,-0.004436782399209781,0.048604777380350316,0.05184078008033738,0.034189229085156515,0.05675908454463397,-0.025267454465963617,0.022457868495689655,0.12639907211212026,-0.03551169389502208,-0.009300934578697875,-0.05650496908880521,0.014856903116138399,0.08877676046437197,-0.08114785349421914,0.013181415677346472,-0.023302203079374043,0.014857118528590035,0.0931925573605207,-0.03050725321645999,0.037357890616833804,-0.08262688732752244,-0.020584377527324067,-0.0003487152838663519,-0.12309855186204453,0.06778793721963208,0.0046184256571047905,0.059669322705419976,0.03731387690651539,0.14323236652859428,0.022786659012831632,-0.042574289745328835,-0.02271483487789797,0.03500094634845969,0.025037750059026462,0.03314053167880645,0.14868437796624578,0.05223319895462498,-0.05339970057538545,-0.11138433176837642,0.013815564876979516,-0.008698500189434081,0.007675399895619022,0.1558395331393001,0.024292881663700812,0.06983079959579107,-0.09614232456657633,0.0012908761300191554,-0.10891373999404924,0.009819551888747016,0.07773057107070394,0.07478611313777954,-0.0283402839136157,0.0010092718977648086,0.10399228184181311,-0.01927558658480883,-0.13085486555114575,-0.04300670543629798,-0.07884150734090943,0.006505764860107002,0.00016063140570113398,-0.0054721100276070665,0.15473291069989684,-0.051158795929604664,-0.09570209770219854,1.7589143359521897
IMPULS.MEDIAN,-0.04297633159767107,0.09557739651767402,0.06599679381907257,0.04295625837746768,0.09901348225779874,0.011278125715270232,0.030497555030077186,0.16842963272174188,-0.020981112154295364,0.014284903361213784,-0.04259187214157874,0.0032724107678915827,0.13942030883412376,-0.18014830795086556,0.03615603841519815,-0.034945164544952195,0.04689669622389094,0.13903081566335054,-0.012054615813143094,0.05527378006954115,-0.14078370647833274,-0.017967100651459234,0.006146422088513799,-0.2071591814721967,0.08097052615998401,0.024088572070948416,0.07749009358744881,0.07797562087599025,0.2418265793015604,0.024369531032301973,-0.11839597420550428,-0.01866469004953364,0.034349390120222284,-0.0018244780197699175,0.0651156730147064,0.21252611065640437,0.058400730276994356,-0.09280538298604699,-0.1897840191101639,0.04218617532194504,0.0009501628412182427,0.03540135111869487,0.26727595304429785,0.05675851689738626,0.10803398198257447,-0.13574830187270526,0.004837264469779168,-0.18265695627765824,-0.020298011626323026,0.16017950802033273,0.08692356056805221,-0.04102614872127526,-0.016903278774249107,0.1613934225350504,-0.058878915455279277,-0.20055001243733445,-0.07068273314168141,-0.14602951414867052,-0.045403573286767016,-0.00337132317184704,-0.0292716529609507,0.24690906259564496,-0.08732618427554997,-0.19382933324418608,2.845562625591305
IMPULS.VAR,0.1191548576599849,-0.05347222541706922,0.14760992058614475,0.08013656638735422,0.06498372387719822,-0.29628090681951524,-0.009916357841414238,0.1735640563727107,-0.25996677601708124,-0.018278474886251807,-0.3142324257489309,0.0757320815876733,0.14070672185877245,0.2388314768602575,-0.09093371386413233,-0.07385967401841714,-0.08621785362414887,0.2991987763255474,-0.19524881426577193,0.007538592434995558,0.1840588228048941,-0.09481354891697565,0.05511609783845302,0.042610260154706724,0.09830000110831484,-0.02463495936943566,0.17609877702729843,-0.08996835020638917,0.0639631710341918,0.1526174182242075,0.34749672364278483,-0.21870574421829747,0.03657906931778892,0.27161907941931385,0.10095936149716617,0.10835733054262284,0.19247620408903432,0.0046961072326560434,0.17430866765707737,-0.05256569564334031,-0.1407929267845432,-0.017580606149018848,0.08428876790016517,-0.138020234706971,0.06851693767115488,-0.106624548846693,-0.08446847415527746,0.018948775079422848,0.2347133566512442,-0.09512461820697084,0.1851055467750703,0.05080983451062562,0.10394919393330296,0.10008383099788838,0.1333565135458649,-0.1998635338136139,-0.01525655254072891,0.08519788767378031,0.33140485686240834,-0.06066843021336704,0.17053575285539216,-0.0019613431572833634,-0.24727997285206949,0.2179835963171503,4.303002629527787
APOYO.MEAN,-0.07183288112822252,0.028770026416685232,-0.12551330340712197,-0.06299889663107332,0.04780149768728884,0.1335595485488083,0.15184333494390628,-0.07610830202386173,-0.025649231939885404,0.12669773673763193,0.02537354513434745,-0.006889518435337422,-0.11073685338187657,-0.025251679079249172,-0.10971347296479446,-0.08510973541482485,0.15298812337257622,0.10992477385321883,-0.07310560949011619,-0.03800599036145423,0.059213905039180184,0.044483670201008824,-0.0390818826149893,-0.017375634503848793,-0.004585249248262735,0.05978913464353292,0.1476884499785437,0.05323433210901468,-0.14638873069308567,-0.031566761243179545,-0.04712936136535844,-0.014830326818690565,0.024428708613675094,-0.08510988448857248,0.017832668731469856,-0.02394032619877253,-0.06194561672635414,-0.16558528842007586,0.057151386459914806,0.045442391751051484,-0.13704986263127922,0.013684262252326372,0.06383210041332832,0.08322185672591853,0.02126216506943789,0.03626183332074882,-0.019478888443483635,0.1198579586795869,0.17667608659328618,-0.0642404177214919,-0.029792555727269566,-0.059345974780588236,-0.02758688616551346,-0.11434888094356345,0.056917175480509216,-0.10003136405682073,0.12031672905394326,-0.004778339906222055,-0.0003112711255510295,0.03537304606868592,0.10676873430260968,-0.1234792549155849,-0.19229561136533332,-0.024279703536868376,2.3641520822731352
APOYO.MEDIAN,-0.1873054522015424,0.060612775062224684,-0.1792624464730446,0.02206609874876682,0.09415843743585563,0.18077448748684094,0.06837195333267097,-0.19873532026941665,-0.04723023284183987,0.18453735568456073,-0.0807697305228433,-0.030384643877864128,-0.08697467827964588,-0.023068285759316798,-0.19844981896435554,-0.19008520432533763,0.2455252454882405,0.10146346682904536,-0.04774951805421447,-0.021155490337363903,0.0703097761734051,0.06285336616737136,-0.09763854953392419,-0.07245510157273105,-0.06096129901266887,0.11130802926838995,0.28429579340603,0.10191746082980349,-0.1780334835132232,-0.014127413749173364,-0.10188522330680003,0.12076136272988557,-0.012350318429343685,-0.0005157404457570707,0.09719155209375278,0.06947637915478717,-0.09499765597769103,-0.2283176191306845,0.0566339697927673,0.15405017477143876,-0.19429032593958004,0.025539652534742316,0.17033127323906452,0.11337965500951734,-0.16387828825396614,0.09984761262146291,0.035020405344707836,0.24790595541448252,0.31637070610463985,-0.09394589856491906,-0.07628913345302586,-0.06604416805069928,-0.1306122414086977,-0.1631393947587433,-0.00809646663177497,-0.04038404682002491,0.17147577656033183,0.0553783935487693,0.052602220782914884,-0.09208124756937908,0.18779251531345414,-0.0884269307400528,-0.221806087683068,0.007895545863637292,3.738124862112698
APOYO.VAR,-0.20132839641663228,0.010247717607663569,0.09101961298134915,0.2425354754538719,0.09660938607112415,-0.028994488226131033,-0.44790766428258855,-0.15563892866020418,0.02934801378425481,0.03407714903129714,-0.21481711596732403,-0.09596503711912795,0.30851209630463555,0.03171439275411305,0.00038609435409844037,-0.07848865561525308,-0.03472791234805522,-0.08483058494916718,0.1978325606077585,0.03976409509538898,0.0577612608513239,0.030612955950653283,0.005615433593146464,-0.02619196162908448,-0.18070286582384326,0.04705963189619736,0.029384256683108113,0.0052947034950400615,0.2630333359143434,0.1300458969449432,-0.03506154259732663,0.1869245610732984,-0.2172758433358105,0.22218298973320758,0.22638353967286517,0.11438927278449128,0.07702382458505497,0.17875179025388369,0.01330625049250739,0.17068975287111962,0.1135327291735254,0.10967965146737738,0.19943947624425237,-0.12488618270127673,-0.34059612078483836,0.14230020603648802,0.07037787310946521,0.06307181672075639,0.0010629718440632583,0.11377897348446936,-0.062158602798958795,0.12686043286748966,-0.17523056695290865,0.0628468336143439,-0.28257780386024084,0.18597739400874694,-0.12506180457094043,0.10722742642895837,0.060808701034665666,-0.33978017613392514,-0.017371059966860752,0.13347349862059593,0.06559319882412315,0.11376958219402254,4.118541812770596
