pc,operador,umbral,constante,target,β_PAÍS,β_ETNIA.BN,β_EDAD,β_FUGAS.BN,β_ABUSOSUBS1,β_ABUSOSUBS2,β_CONVIVEN.1,β_CONVIVEN.2,β_CONVIVEN.3,β_CONVIVEN.4,β_CONVIVEN.5,β_CONVIVEN.6,β_AUTOEFIC.MEAN,β_AUTOEFIC.VAR,β_IMPULS.MEAN,β_IMPULS.MEDIAN,β_IMPULS.VAR,β_APOYO.MEAN,β_APOYO.MEDIAN,β_APOYO.VAR,β_MORAL.MEAN,β_MORAL.VAR,β_PORNO.T,β_GENERO_BIN_0,β_GENERO_BIN_1,β_ORIENTSEX.BN_1,β_ORIENTSEX.BN_2
PC2,<=,0.54,1.1463057817116773,1,-0.13042199002714075,-0.21418497504984396,-0.031849348713180084,-0.17259675982014655,-0.017070112417100273,-0.013710509393817377,0.15666125143036316,0.5461520615288871,-0.1226596476306762,-0.013151398547030964,0.6374780562796178,-0.10670223415972249,0.01816601766606947,-0.021051663039660988,-6.149320165677036e-06,0.0004629201710854737,-0.005534768253852607,0.03407096223808067,0.04020543060367031,-0.04549520254473235,0.010997761841035967,-0.00859713553830984,-0.016569419364489208,0.008369147562535225,-0.008369147562535517,0.20322571357242797,-0.203225713572428
PC2,>,0.54,-1.1463057817116773,0,0.13042199002714075,0.21418497504984396,0.031849348713180084,0.17259675982014655,0.017070112417100273,0.013710509393817377,-0.15666125143036316,-0.5461520615288871,0.1226596476306762,0.013151398547030964,-0.6374780562796178,0.10670223415972249,-0.01816601766606947,0.021051663039660988,6.149320165677036e-06,-0.0004629201710854737,0.005534768253852607,-0.03407096223808067,-0.04020543060367031,0.04549520254473235,-0.010997761841035967,0.00859713553830984,0.016569419364489208,-0.008369147562535225,0.008369147562535517,-0.20322571357242797,0.203225713572428
