TP,FP,TN,FN,recall_sensitivity,specificity,precision_ppv,npv,balanced_accuracy,f1_positive,accuracy,support,positive_support,negative_support
122,351,427,42,0.7439024390243902,0.5488431876606684,0.25792811839323465,0.9104477611940298,0.6463728133425293,0.3830455259026687,0.5828025477707006,942,164,778
137,367,399,39,0.7784090909090909,0.52088772845953,0.2718253968253968,0.910958904109589,0.6496484096843105,0.4029411764705882,0.5690021231422505,942,176,766
142,354,416,30,0.8255813953488372,0.5402597402597402,0.2862903225806452,0.9327354260089686,0.6829205678042887,0.42514970059880247,0.5923566878980892,942,172,770
125,375,398,44,0.7396449704142012,0.5148771021992238,0.25,0.9004524886877828,0.6272610363067125,0.37369207772795215,0.5552016985138004,942,169,773
142,352,424,24,0.8554216867469879,0.5463917525773195,0.2874493927125506,0.9464285714285714,0.7009067196621537,0.43030303030303035,0.6008492569002123,942,166,776
130,380,398,34,0.7926829268292683,0.5115681233933161,0.2549019607843137,0.9212962962962963,0.6521255251112923,0.3857566765578635,0.5605095541401274,942,164,778
136,332,427,47,0.7431693989071039,0.5625823451910409,0.2905982905982906,0.9008438818565401,0.6528758720490724,0.4178187403993856,0.5976645435244161,942,183,759
161,356,400,25,0.8655913978494624,0.5291005291005291,0.3114119922630561,0.9411764705882353,0.6973459634749957,0.4580369843527738,0.5955414012738853,942,186,756
143,344,415,40,0.7814207650273224,0.546772068511199,0.2936344969199179,0.9120879120879121,0.6640964167692607,0.42686567164179107,0.5923566878980892,942,183,759
173,315,422,32,0.8439024390243902,0.5725915875169606,0.35450819672131145,0.9295154185022027,0.7082470132706754,0.49927849927849927,0.6316348195329087,942,205,737
147,354,411,30,0.8305084745762712,0.5372549019607843,0.2934131736526946,0.9319727891156463,0.6838816882685277,0.4336283185840708,0.5923566878980892,942,177,765
150,362,402,28,0.8426966292134831,0.5261780104712042,0.29296875,0.9348837209302325,0.6844373198423437,0.4347826086956521,0.5859872611464968,942,178,764
154,377,376,35,0.8148148148148148,0.49933598937583,0.2900188323917137,0.9148418491484185,0.6570754020953224,0.42777777777777776,0.5626326963906582,942,189,753
131,374,399,38,0.7751479289940828,0.5161707632600259,0.2594059405940594,0.9130434782608695,0.6456593461270543,0.3887240356083086,0.5626326963906582,942,169,773
147,336,432,27,0.8448275862068966,0.5625,0.30434782608695654,0.9411764705882353,0.7036637931034483,0.4474885844748859,0.6146496815286624,942,174,768
131,370,401,40,0.7660818713450293,0.5201037613488976,0.26147704590818366,0.909297052154195,0.6430928163469634,0.3898809523809524,0.564755838641189,942,171,771
126,319,468,29,0.8129032258064516,0.5946632782719187,0.28314606741573034,0.9416498993963782,0.7037832520391851,0.42000000000000004,0.6305732484076433,942,155,787
118,355,421,48,0.7108433734939759,0.5425257731958762,0.24947145877378435,0.8976545842217484,0.626684573344926,0.36932707355242567,0.5721868365180467,942,166,776
127,367,417,31,0.8037974683544303,0.5318877551020408,0.25708502024291496,0.9308035714285714,0.6678426117282356,0.38957055214723924,0.5774946921443737,942,158,784
147,363,400,32,0.8212290502793296,0.5242463958060288,0.28823529411764703,0.9259259259259259,0.6727377230426792,0.4267053701015965,0.5806794055201698,942,179,763
137,386,392,27,0.8353658536585366,0.5038560411311054,0.26195028680688337,0.9355608591885441,0.669610947394821,0.3988355167394469,0.5615711252653928,942,164,778
144,349,423,26,0.8470588235294118,0.5479274611398963,0.2920892494929006,0.9420935412026726,0.697493142334654,0.4343891402714933,0.6019108280254777,942,170,772
126,360,420,36,0.7777777777777778,0.5384615384615384,0.25925925925925924,0.9210526315789473,0.6581196581196581,0.3888888888888889,0.5796178343949044,942,162,780
134,367,406,35,0.7928994082840237,0.5252263906856404,0.26746506986027946,0.9206349206349206,0.659062899484832,0.4,0.5732484076433121,942,169,773
135,358,408,41,0.7670454545454546,0.5326370757180157,0.2738336713995943,0.9086859688195991,0.6498412651317351,0.4035874439461883,0.5764331210191083,942,176,766
128,374,412,28,0.8205128205128205,0.5241730279898219,0.2549800796812749,0.9363636363636364,0.6723429242513213,0.3890577507598784,0.5732484076433121,942,156,786
167,354,391,30,0.8477157360406091,0.5248322147651007,0.32053742802303264,0.9287410926365796,0.6862739754028548,0.4651810584958217,0.5923566878980892,942,197,745
141,356,410,35,0.8011363636363636,0.5352480417754569,0.2837022132796781,0.9213483146067416,0.6681922027059103,0.41901931649331353,0.5849256900212314,942,176,766
179,334,399,30,0.8564593301435407,0.5443383356070941,0.3489278752436647,0.9300699300699301,0.7003988328753175,0.49584487534626037,0.613588110403397,942,209,733
175,321,414,32,0.8454106280193237,0.563265306122449,0.3528225806451613,0.9282511210762332,0.7043379670708863,0.4978662873399716,0.6252653927813163,942,207,735
142,354,413,33,0.8114285714285714,0.5384615384615384,0.2862903225806452,0.9260089686098655,0.6749450549450549,0.4232488822652757,0.589171974522293,942,175,767
141,374,391,36,0.7966101694915254,0.5111111111111111,0.2737864077669903,0.9156908665105387,0.6538606403013183,0.407514450867052,0.564755838641189,942,177,765
159,367,383,33,0.828125,0.5106666666666667,0.30228136882129275,0.9206730769230769,0.6693958333333334,0.4428969359331475,0.5753715498938429,942,192,750
144,388,380,30,0.8275862068965517,0.4947916666666667,0.2706766917293233,0.926829268292683,0.6611889367816092,0.40793201133144474,0.5562632696390658,942,174,768
147,350,410,35,0.8076923076923077,0.5394736842105263,0.29577464788732394,0.9213483146067416,0.673582995951417,0.4329896907216495,0.5912951167728238,942,182,760
154,357,398,33,0.8235294117647058,0.5271523178807948,0.3013698630136986,0.9234338747099768,0.6753408648227504,0.44126074498567325,0.5859872611464968,942,187,755
171,343,403,25,0.8724489795918368,0.5402144772117963,0.3326848249027237,0.9415887850467289,0.7063317284018165,0.4816901408450704,0.6093418259023354,942,196,746
148,350,420,24,0.8604651162790697,0.5454545454545454,0.2971887550200803,0.9459459459459459,0.7029598308668076,0.44179104477611936,0.6029723991507431,942,172,770
147,368,398,29,0.8352272727272727,0.5195822454308094,0.2854368932038835,0.9320843091334895,0.6774047590790411,0.42547033285094066,0.578556263269639,942,176,766
138,335,433,36,0.7931034482758621,0.5638020833333334,0.2917547568710359,0.9232409381663113,0.6784527658045978,0.42658423493044817,0.6061571125265393,942,174,768
154,360,388,40,0.7938144329896907,0.5187165775401069,0.29961089494163423,0.9065420560747663,0.6562655052648988,0.43502824858757067,0.5753715498938429,942,194,748
157,350,404,31,0.8351063829787234,0.5358090185676393,0.3096646942800789,0.9287356321839081,0.6854577007731814,0.45179856115107914,0.5955414012738853,942,188,754
142,351,420,29,0.8304093567251462,0.5447470817120622,0.2880324543610548,0.9354120267260579,0.6875782192186042,0.427710843373494,0.5966029723991507,942,171,771
158,365,383,36,0.8144329896907216,0.5120320855614974,0.30210325047801145,0.9140811455847255,0.6632325376261095,0.4407252440725244,0.5743099787685775,942,194,748
156,351,398,37,0.8082901554404145,0.5313751668891856,0.3076923076923077,0.9149425287356322,0.6698326611648,0.44571428571428573,0.5881104033970276,942,193,749
137,370,408,27,0.8353658536585366,0.5244215938303342,0.2702169625246548,0.9379310344827586,0.6798937237444354,0.4083457526080477,0.578556263269639,942,164,778
124,382,402,34,0.7848101265822784,0.5127551020408163,0.2450592885375494,0.9220183486238532,0.6487826143115474,0.3734939759036145,0.5583864118895966,942,158,784
151,353,399,39,0.7947368421052632,0.5305851063829787,0.2996031746031746,0.910958904109589,0.662660974244121,0.43515850144092216,0.583864118895966,942,190,752
136,318,446,42,0.7640449438202247,0.5837696335078534,0.29955947136563876,0.9139344262295082,0.673907288664039,0.43037974683544306,0.6178343949044586,942,178,764
143,353,417,29,0.8313953488372093,0.5415584415584416,0.28830645161290325,0.9349775784753364,0.6864768951978255,0.42814371257485034,0.5944798301486199,942,172,770
154,361,387,40,0.7938144329896907,0.517379679144385,0.29902912621359223,0.9063231850117096,0.6555970560670379,0.43441466854724964,0.5743099787685775,942,194,748
127,356,419,40,0.7604790419161677,0.5406451612903226,0.2629399585921325,0.9128540305010894,0.6505621016032451,0.39076923076923076,0.5796178343949044,942,167,775
136,375,394,37,0.7861271676300579,0.5123537061118335,0.26614481409001955,0.91415313225058,0.6492404368709457,0.3976608187134503,0.5626326963906582,942,173,769
145,346,416,35,0.8055555555555556,0.5459317585301837,0.2953156822810591,0.9223946784922394,0.6757436570428696,0.4321907600596126,0.5955414012738853,942,180,762
156,329,416,41,0.7918781725888325,0.5583892617449664,0.3216494845360825,0.9102844638949672,0.6751337171668994,0.4574780058651026,0.6072186836518046,942,197,745
140,366,399,37,0.7909604519774012,0.5215686274509804,0.2766798418972332,0.9151376146788991,0.6562645397141909,0.4099560761346999,0.5721868365180467,942,177,765
147,363,394,38,0.7945945945945946,0.5204755614266843,0.28823529411764703,0.9120370370370371,0.6575350780106395,0.4230215827338129,0.5743099787685775,942,185,757
148,363,408,23,0.8654970760233918,0.5291828793774319,0.2896281800391389,0.9466357308584686,0.6973399777004119,0.4340175953079179,0.5902335456475584,942,171,771
134,354,430,24,0.8481012658227848,0.548469387755102,0.27459016393442626,0.947136563876652,0.6982853267889434,0.4148606811145511,0.5987261146496815,942,158,784
158,348,411,25,0.8633879781420765,0.541501976284585,0.31225296442687744,0.9426605504587156,0.7024449772133308,0.4586357039187227,0.6040339702760085,942,183,759
111,357,445,29,0.7928571428571428,0.5548628428927681,0.23717948717948717,0.9388185654008439,0.6738599928749555,0.3651315789473684,0.5902335456475584,942,140,802
153,336,421,32,0.827027027027027,0.5561426684280053,0.3128834355828221,0.9293598233995585,0.6915848477275162,0.45400593471810097,0.6093418259023354,942,185,757
152,373,387,30,0.8351648351648352,0.5092105263157894,0.2895238095238095,0.9280575539568345,0.6721876807403123,0.42998585572843,0.5721868365180467,942,182,760
142,368,395,37,0.7932960893854749,0.5176933158584535,0.2784313725490196,0.9143518518518519,0.6554947026219642,0.4121915820029028,0.5700636942675159,942,179,763
140,351,405,46,0.7526881720430108,0.5357142857142857,0.285132382892057,0.8980044345898004,0.6442012288786483,0.413589364844904,0.578556263269639,942,186,756
141,352,412,37,0.7921348314606742,0.5392670157068062,0.28600405679513186,0.9175946547884187,0.6657009235837402,0.4202682563338301,0.5870488322717622,942,178,764
149,334,425,34,0.8142076502732241,0.5599472990777339,0.3084886128364389,0.9259259259259259,0.687077474675479,0.4474474474474475,0.6093418259023354,942,183,759
132,345,430,35,0.7904191616766467,0.5548387096774193,0.27672955974842767,0.9247311827956989,0.672628935677033,0.40993788819875776,0.5966029723991507,942,167,775
133,367,408,34,0.7964071856287425,0.5264516129032258,0.266,0.9230769230769231,0.6614293992659841,0.39880059970014997,0.5743099787685775,942,167,775
135,356,415,36,0.7894736842105263,0.5382619974059663,0.27494908350305497,0.9201773835920177,0.6638678408082463,0.40785498489425975,0.583864118895966,942,171,771
140,352,417,33,0.8092485549132948,0.5422626788036411,0.2845528455284553,0.9266666666666666,0.675755616858468,0.4210526315789474,0.5912951167728238,942,173,769
143,352,404,43,0.7688172043010753,0.5343915343915344,0.28888888888888886,0.9038031319910514,0.6516043693463048,0.4199706314243758,0.5806794055201698,942,186,756
139,335,439,29,0.8273809523809523,0.5671834625322998,0.29324894514767935,0.938034188034188,0.6972822074566261,0.43302180685358255,0.613588110403397,942,168,774
139,347,430,26,0.8424242424242424,0.5534105534105535,0.28600823045267487,0.9429824561403509,0.6979173979173979,0.4270353302611367,0.6040339702760085,942,165,777
133,363,402,44,0.751412429378531,0.5254901960784314,0.26814516129032256,0.9013452914798207,0.6384513127284812,0.39524517087667155,0.5679405520169851,942,177,765
139,350,416,37,0.7897727272727273,0.5430809399477807,0.2842535787321063,0.9183222958057395,0.666426833610254,0.4180451127819549,0.589171974522293,942,176,766
144,376,394,28,0.8372093023255814,0.5116883116883116,0.27692307692307694,0.933649289099526,0.6744488070069465,0.4161849710982659,0.5711252653927813,942,172,770
138,337,434,33,0.8070175438596491,0.562905317769131,0.2905263157894737,0.9293361884368309,0.6849614308143901,0.42724458204334365,0.6072186836518046,942,171,771
135,344,432,31,0.8132530120481928,0.5567010309278351,0.2818371607515658,0.9330453563714903,0.684977021488014,0.41860465116279066,0.6019108280254777,942,166,776
152,359,385,46,0.7676767676767676,0.5174731182795699,0.2974559686888454,0.8932714617169374,0.6425749429781688,0.4287729196050775,0.5700636942675159,942,198,744
133,349,428,32,0.806060606060606,0.5508365508365508,0.27593360995850624,0.9304347826086956,0.6784485784485784,0.41112828438949,0.5955414012738853,942,165,777
152,368,384,38,0.8,0.5106382978723404,0.2923076923076923,0.909952606635071,0.6553191489361703,0.428169014084507,0.5690021231422505,942,190,752
150,356,401,35,0.8108108108108109,0.5297225891677675,0.2964426877470356,0.9197247706422018,0.6702666999892892,0.43415340086830684,0.5849256900212314,942,185,757
169,338,401,34,0.8325123152709359,0.5426251691474966,0.3333333333333333,0.9218390804597701,0.6875687422092163,0.47605633802816905,0.6050955414012739,942,203,739
134,356,411,41,0.7657142857142857,0.5358539765319427,0.27346938775510204,0.9092920353982301,0.6507841311231142,0.4030075187969925,0.578556263269639,942,175,767
151,322,429,40,0.7905759162303665,0.5712383488681758,0.3192389006342495,0.9147121535181236,0.6809071325492712,0.45481927710843373,0.6157112526539278,942,191,751
133,366,405,38,0.7777777777777778,0.5252918287937743,0.2665330661322645,0.9142212189616253,0.6515348032857761,0.3970149253731343,0.5711252653927813,942,171,771
143,343,417,39,0.7857142857142857,0.5486842105263158,0.294238683127572,0.9144736842105263,0.6671992481203007,0.4281437125748503,0.5944798301486199,942,182,760
125,375,411,31,0.8012820512820513,0.5229007633587787,0.25,0.9298642533936652,0.6620914073204149,0.38109756097560976,0.5690021231422505,942,156,786
159,345,410,28,0.8502673796791443,0.543046357615894,0.31547619047619047,0.9360730593607306,0.6966568686475192,0.46020260492040516,0.6040339702760085,942,187,755
144,358,405,35,0.8044692737430168,0.5307994757536042,0.2868525896414343,0.9204545454545454,0.6676343747483104,0.42290748898678415,0.5828025477707006,942,179,763
127,362,419,34,0.7888198757763976,0.5364916773367477,0.25971370143149286,0.9249448123620309,0.6626557765565726,0.3907692307692308,0.5796178343949044,942,161,781
136,367,412,27,0.8343558282208589,0.5288831835686778,0.27037773359840955,0.9384965831435079,0.6816195058947683,0.4084084084084084,0.5817409766454352,942,163,779
159,341,410,32,0.8324607329842932,0.5459387483355526,0.318,0.9276018099547512,0.6891997406599228,0.46020260492040516,0.6040339702760085,942,191,751
163,339,397,43,0.7912621359223301,0.5394021739130435,0.3247011952191235,0.9022727272727272,0.6653321549176867,0.46045197740112986,0.5944798301486199,942,206,736
149,339,434,20,0.8816568047337278,0.5614489003880984,0.305327868852459,0.9559471365638766,0.7215528525609131,0.4535768645357686,0.618895966029724,942,169,773
134,367,404,37,0.783625730994152,0.5239948119325551,0.26746506986027946,0.9160997732426304,0.6538102714633536,0.39880952380952384,0.5711252653927813,942,171,771
156,335,412,39,0.8,0.5515394912985274,0.31771894093686354,0.9135254988913526,0.6757697456492637,0.45481049562682213,0.6029723991507431,942,195,747
126,377,416,23,0.8456375838926175,0.5245901639344263,0.2504970178926441,0.9476082004555809,0.6851138739135219,0.38650306748466257,0.5753715498938429,942,149,793
127,371,410,34,0.7888198757763976,0.5249679897567221,0.25502008032128515,0.9234234234234234,0.6568939327665598,0.38543247344461307,0.5700636942675159,942,161,781
120,345,436,41,0.7453416149068323,0.558258642765685,0.25806451612903225,0.9140461215932913,0.6518001288362587,0.3833865814696486,0.5902335456475584,942,161,781
133,351,430,28,0.8260869565217391,0.5505761843790012,0.27479338842975204,0.9388646288209607,0.6883315704503702,0.41240310077519376,0.5976645435244161,942,161,781
155,382,374,31,0.8333333333333334,0.4947089947089947,0.2886405959031657,0.9234567901234568,0.6640211640211641,0.42876901798063627,0.5615711252653928,942,186,756
152,363,392,35,0.8128342245989305,0.519205298013245,0.29514563106796116,0.9180327868852459,0.6660197613060878,0.43304843304843305,0.5774946921443737,942,187,755
149,359,402,32,0.8232044198895028,0.5282522996057819,0.2933070866141732,0.9262672811059908,0.6757283597476423,0.432510885341074,0.5849256900212314,942,181,761
159,329,429,25,0.8641304347826086,0.5659630606860159,0.32581967213114754,0.9449339207048458,0.7150467477343123,0.47321428571428575,0.6242038216560509,942,184,758
155,345,412,30,0.8378378378378378,0.5442536327608983,0.31,0.9321266968325792,0.6910457352993681,0.4525547445255475,0.6019108280254777,942,185,757
136,364,409,33,0.8047337278106509,0.5291073738680466,0.272,0.9253393665158371,0.6669205508393488,0.40657698056801206,0.578556263269639,942,169,773
137,353,423,29,0.8253012048192772,0.5451030927835051,0.2795918367346939,0.9358407079646017,0.6852021488013911,0.41768292682926833,0.5944798301486199,942,166,776
122,346,431,43,0.7393939393939394,0.5546975546975547,0.2606837606837607,0.9092827004219409,0.647045747045747,0.3854660347551343,0.5870488322717622,942,165,777
158,351,408,25,0.8633879781420765,0.5375494071146245,0.3104125736738703,0.9422632794457275,0.7004686926283505,0.4566473988439307,0.6008492569002123,942,183,759
134,376,391,41,0.7657142857142857,0.5097783572359843,0.2627450980392157,0.9050925925925926,0.637746321475135,0.39124087591240875,0.5573248407643312,942,175,767
170,324,413,35,0.8292682926829268,0.5603799185888738,0.3441295546558704,0.921875,0.6948241056359004,0.4864091559370529,0.618895966029724,942,205,737
149,352,413,28,0.8418079096045198,0.5398692810457516,0.29740518962075846,0.9365079365079365,0.6908385953251357,0.43952802359882004,0.5966029723991507,942,177,765
161,361,385,35,0.8214285714285714,0.5160857908847185,0.30842911877394635,0.9166666666666666,0.668757181156645,0.44846796657381616,0.5796178343949044,942,196,746
127,334,445,36,0.7791411042944786,0.5712451861360719,0.2754880694143167,0.9251559251559252,0.6751931452152753,0.4070512820512821,0.6072186836518046,942,163,779
125,365,417,35,0.78125,0.5332480818414322,0.25510204081632654,0.922566371681416,0.6572490409207161,0.38461538461538464,0.5753715498938429,942,160,782
147,355,409,31,0.8258426966292135,0.5353403141361257,0.29282868525896416,0.9295454545454546,0.6805915053826697,0.4323529411764706,0.5902335456475584,942,178,764
135,353,427,27,0.8333333333333334,0.5474358974358975,0.2766393442622951,0.9405286343612335,0.6903846153846154,0.4153846153846154,0.5966029723991507,942,162,780
142,355,410,35,0.8022598870056498,0.5359477124183006,0.2857142857142857,0.9213483146067416,0.6691037997119752,0.42136498516320475,0.5859872611464968,942,177,765
132,363,427,20,0.868421052631579,0.540506329113924,0.26666666666666666,0.9552572706935123,0.7044636908727515,0.4080370942812983,0.5934182590233545,942,152,790
143,366,405,28,0.8362573099415205,0.5252918287937743,0.28094302554027506,0.9353348729792148,0.6807745693676475,0.42058823529411765,0.5817409766454352,942,171,771
150,375,388,29,0.8379888268156425,0.508519003931848,0.2857142857142857,0.9304556354916067,0.6732539153737452,0.42613636363636365,0.5711252653927813,942,179,763
142,361,410,29,0.8304093567251462,0.5317769130998703,0.2823061630218688,0.9339407744874715,0.6810931349125082,0.4213649851632048,0.5859872611464968,942,171,771
126,381,397,38,0.7682926829268293,0.5102827763496144,0.2485207100591716,0.9126436781609195,0.6392877296382218,0.3755588673621461,0.5552016985138004,942,164,778
154,346,412,30,0.8369565217391305,0.5435356200527705,0.308,0.9321266968325792,0.6902460708959505,0.4502923976608187,0.6008492569002123,942,184,758
141,341,434,26,0.844311377245509,0.56,0.2925311203319502,0.9434782608695652,0.7021556886227545,0.4345146379044684,0.6104033970276008,942,167,775
137,363,404,38,0.7828571428571428,0.5267275097783573,0.274,0.9140271493212669,0.65479232631775,0.40592592592592586,0.5743099787685775,942,175,767
141,342,430,29,0.8294117647058824,0.5569948186528497,0.2919254658385093,0.9368191721132898,0.693203291679366,0.43185298621745793,0.6061571125265393,942,170,772
137,369,406,30,0.8203592814371258,0.5238709677419355,0.2707509881422925,0.9311926605504587,0.6721151245895307,0.4071322436849925,0.5764331210191083,942,167,775
144,359,413,26,0.8470588235294118,0.5349740932642487,0.28628230616302186,0.9407744874715261,0.6910164583968302,0.4279346210995542,0.5912951167728238,942,170,772
144,350,418,30,0.8275862068965517,0.5442708333333334,0.291497975708502,0.9330357142857143,0.6859285201149425,0.43113772455089816,0.5966029723991507,942,174,768
143,375,395,29,0.8313953488372093,0.512987012987013,0.27606177606177607,0.9316037735849056,0.6721911809121112,0.4144927536231883,0.5711252653927813,942,172,770
158,368,381,35,0.8186528497409327,0.5086782376502003,0.30038022813688214,0.9158653846153846,0.6636655436955665,0.43949930458970793,0.5721868365180467,942,193,749
136,358,424,24,0.85,0.5421994884910486,0.27530364372469635,0.9464285714285714,0.6960997442455243,0.41590214067278286,0.5944798301486199,942,160,782
151,352,405,34,0.8162162162162162,0.535006605019815,0.30019880715705766,0.9225512528473804,0.6756114106180156,0.43895348837209297,0.5902335456475584,942,185,757
140,380,384,38,0.7865168539325843,0.5026178010471204,0.2692307692307692,0.909952606635071,0.6445673274898523,0.40114613180515757,0.5562632696390658,942,178,764
151,377,385,29,0.8388888888888889,0.505249343832021,0.2859848484848485,0.9299516908212561,0.672069116360455,0.4265536723163842,0.5690021231422505,942,180,762
117,368,419,38,0.7548387096774194,0.5324015247776366,0.24123711340206186,0.9168490153172867,0.643620117227528,0.365625,0.5690021231422505,942,155,787
144,360,400,38,0.7912087912087912,0.5263157894736842,0.2857142857142857,0.91324200913242,0.6587622903412377,0.4198250728862974,0.5774946921443737,942,182,760
147,340,424,31,0.8258426966292135,0.5549738219895288,0.30184804928131415,0.9318681318681319,0.6904082593093712,0.4421052631578947,0.6061571125265393,942,178,764
155,332,414,41,0.7908163265306123,0.5549597855227882,0.3182751540041068,0.9098901098901099,0.6728880560267003,0.45387994143484633,0.6040339702760085,942,196,746
128,350,435,29,0.8152866242038217,0.554140127388535,0.26778242677824265,0.9375,0.6847133757961783,0.40314960629921254,0.5976645435244161,942,157,785
148,346,412,36,0.8043478260869565,0.5435356200527705,0.29959514170040485,0.9196428571428571,0.6739417230698634,0.4365781710914455,0.5944798301486199,942,184,758
144,353,414,31,0.8228571428571428,0.5397653194263363,0.289738430583501,0.9303370786516854,0.6813112311417395,0.42857142857142855,0.5923566878980892,942,175,767
157,362,390,33,0.8263157894736842,0.5186170212765957,0.302504816955684,0.9219858156028369,0.6724664053751399,0.44287729196050774,0.5806794055201698,942,190,752
147,348,417,30,0.8305084745762712,0.5450980392156862,0.296969696969697,0.9328859060402684,0.6878032568959787,0.43750000000000006,0.5987261146496815,942,177,765
140,360,399,43,0.7650273224043715,0.525691699604743,0.28,0.9027149321266968,0.6453595110045574,0.40995607613469986,0.5721868365180467,942,183,759
