u1,a1,d1,u2,a2,d2,threshold,recall_0_specificity,recall_1_sensitivity,precision_1_ppv,f1_1,accuracy,balanced_accuracy,screening_score,TP,FP,TN,FN,n_seeds_ensemble
32,tanh,0.2,8,relu,0.0,0.4,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.1,0.1,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.1,0.15,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.1,0.2,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.1,0.25,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.1,0.3,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.0,0.1,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.0,0.15,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.0,0.2,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.0,0.25,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.0,0.3,0.0,1.0,0.2346072186836518,0.38005159071367156,0.2346072186836518,0.5,0.769076433121019,221,721,0,0,3
32,tanh,0.2,8,tanh,0.1,0.45,0.435506241331484,0.8144796380090498,0.30664395229982966,0.44554455445544555,0.524416135881104,0.6249929396702669,0.7612710930658425,180,407,314,41,3
32,tanh,0.3,8,relu,0.1,0.5,0.5325936199722607,0.751131221719457,0.33001988071570576,0.4585635359116022,0.583864118895966,0.6418624208458589,0.7127522851544001,166,337,384,55,3
32,relu,0.2,16,relu,0.1,0.5,0.6213592233009708,0.7104072398190046,0.36511627906976746,0.4823348694316436,0.6422505307855626,0.6658832315599876,0.6843469011829683,157,273,448,64,3
32,tanh,0.3,16,relu,0.0,0.5,0.6421636615811374,0.7058823529411765,0.37681159420289856,0.49133858267716535,0.6571125265392781,0.6740230072611569,0.6823149859352775,156,258,463,65,3
64,tanh,0.3,8,relu,0.1,0.5,0.6324549237170597,0.7013574660633484,0.36904761904761907,0.4836193447737909,0.648619957537155,0.666906194890204,0.6772847227016273,155,265,456,66,3
32,relu,0.3,8,tanh,0.1,0.5,0.5561719833564494,0.7058823529411765,0.3277310924369748,0.44763271162123386,0.5912951167728238,0.6310271681488129,0.6742106551358408,156,320,401,65,3
32,tanh,0.2,8,relu,0.0,0.5,0.5631067961165048,0.6787330316742082,0.3225806451612903,0.43731778425655976,0.5902335456475584,0.6209199138953565,0.650426314349971,150,315,406,71,3
32,tanh,0.2,8,tanh,0.0,0.5,0.6463245492371706,0.669683257918552,0.36724565756823824,0.47435897435897434,0.6518046709129511,0.6580039035778613,0.6501354793766503,148,255,466,73,3
32,relu,0.2,8,tanh,0.0,0.5,0.6615811373092927,0.6561085972850679,0.37275064267352187,0.47540983606557374,0.6602972399150743,0.6588448672971803,0.6394354724098286,145,244,477,76,3
32,relu,0.3,8,tanh,0.0,0.5,0.6546463245492372,0.6561085972850679,0.3680203045685279,0.4715447154471545,0.6549893842887473,0.6553774609171525,0.6387355633579256,145,249,472,76,3
32,tanh,0.3,8,relu,0.0,0.5,0.6102635228848821,0.6606334841628959,0.34192037470725994,0.4506172839506173,0.6220806794055201,0.635448503523889,0.6384884999188769,146,281,440,75,3
64,tanh,0.3,16,tanh,0.1,0.5,0.6851595006934813,0.6515837104072398,0.3881401617250674,0.4864864864864865,0.6772823779193206,0.6683716055503606,0.637791644903484,144,227,494,77,3
64,tanh,0.2,8,relu,0.1,0.5,0.694868238557559,0.6470588235294118,0.3939393939393939,0.4897260273972603,0.6836518046709129,0.6709635310434854,0.6347402226556996,143,220,501,78,3
64,tanh,0.2,8,tanh,0.1,0.5,0.6851595006934813,0.6470588235294118,0.3864864864864865,0.48392554991539766,0.6762208067940552,0.6661091621114466,0.6337105239366805,143,227,494,78,3
32,relu,0.3,16,relu,0.0,0.5,0.680998613037448,0.6470588235294118,0.38337801608579086,0.48148148148148145,0.673036093418259,0.6640287182834299,0.6332743624532767,143,230,491,78,3
64,tanh,0.3,16,tanh,0.0,0.5,0.6893203883495146,0.6425339366515838,0.3879781420765027,0.4838160136286201,0.678343949044586,0.6659271625005492,0.6300677760789547,142,224,497,79,3
64,tanh,0.2,16,tanh,0.0,0.5,0.6823855755894591,0.6425339366515838,0.38274932614555257,0.4797297297297297,0.673036093418259,0.6624597561205214,0.6293379583574943,142,229,492,79,3
64,tanh,0.3,8,tanh,0.1,0.5,0.6782246879334258,0.6425339366515838,0.37967914438502676,0.4773109243697479,0.6698513800424628,0.6603793122925048,0.6289040941925008,142,232,489,79,3
64,tanh,0.2,8,tanh,0.0,0.5,0.6782246879334258,0.6425339366515838,0.37967914438502676,0.4773109243697479,0.6698513800424628,0.6603793122925048,0.6289040941925008,142,232,489,79,3
64,tanh,0.2,16,tanh,0.1,0.5,0.6990291262135923,0.6380090497737556,0.39385474860335196,0.48704663212435234,0.6847133757961783,0.668519087993674,0.6270209962899216,141,217,504,80,3
64,relu,0.2,16,tanh,0.0,0.5,0.608876560332871,0.6470588235294118,0.33647058823529413,0.44272445820433437,0.6178343949044586,0.6279676919311414,0.6261325936199723,143,282,439,78,3
64,tanh,0.3,8,tanh,0.0,0.5,0.6837725381414702,0.6380090497737556,0.3821138211382114,0.47796610169491527,0.673036093418259,0.660890793957613,0.6254011453576858,141,228,493,80,3
32,tanh,0.3,16,tanh,0.0,0.5,0.6601941747572816,0.6380090497737556,0.36528497409326427,0.4645799011532125,0.6549893842887473,0.6491016122655187,0.6229767127319377,141,245,476,80,3
64,relu,0.2,8,relu,0.0,0.5,0.651872399445215,0.6380090497737556,0.3596938775510204,0.4600326264274062,0.648619957537155,0.6449407246094854,0.622141940420679,141,251,470,80,3
64,relu,0.3,16,tanh,0.1,0.5,0.6421636615811374,0.6380090497737556,0.3533834586466165,0.45483870967741935,0.6411889596602972,0.6400863556774465,0.6211807910145701,141,258,463,80,3
64,relu,0.3,8,tanh,0.1,0.5,0.6796116504854369,0.6334841628959276,0.37735849056603776,0.47297297297297297,0.6687898089171974,0.6565479066906823,0.6208842718115047,140,231,490,81,3
32,relu,0.2,8,relu,0.0,0.5,0.6740638002773925,0.6334841628959276,0.37333333333333335,0.4697986577181208,0.6645435244161358,0.6537739815866601,0.6203098913650598,140,235,486,81,3
32,relu,0.2,8,tanh,0.1,0.5,0.7031900138696255,0.6289592760180995,0.3937677053824363,0.4843205574912892,0.6857749469214437,0.6660746449438626,0.6193016260510513,139,214,507,82,3
64,relu,0.2,16,tanh,0.1,0.5,0.651872399445215,0.6334841628959276,0.35805626598465473,0.45751633986928103,0.6475583864118896,0.6426782811705714,0.6180617832742084,140,251,470,81,3
32,tanh,0.2,16,tanh,0.1,0.5,0.6879334257975035,0.6289592760180995,0.38186813186813184,0.4752136752136752,0.6740976645435244,0.6584463509078016,0.6176722563558656,139,225,496,82,3
32,relu,0.2,16,tanh,0.0,0.5,0.6782246879334258,0.6289592760180995,0.3746630727762803,0.46959459459459457,0.6666666666666666,0.6535919819757627,0.6166574285385099,139,232,489,82,3
64,relu,0.3,8,relu,0.1,0.5,0.6352288488210819,0.6334841628959276,0.34739454094292804,0.44871794871794873,0.6348195329087049,0.6343565058585048,0.6164234667342569,140,263,458,81,3
32,tanh,0.2,16,tanh,0.0,0.5,0.6962552011095701,0.6244343891402715,0.3865546218487395,0.47750865051903113,0.6794055201698513,0.6603447951249208,0.6144708518209375,138,219,502,83,3
64,tanh,0.2,8,relu,0.0,0.5,0.6934812760055479,0.6244343891402715,0.38440111420612816,0.47586206896551725,0.6772823779193206,0.6589578325729097,0.6141752058561395,138,221,500,83,3
64,relu,0.2,8,relu,0.1,0.5,0.6823855755894591,0.6244343891402715,0.3760217983651226,0.46938775510204084,0.6687898089171974,0.6534099823648654,0.6130067048807138,138,229,492,83,3
32,tanh,0.3,16,relu,0.1,0.5,0.6740638002773925,0.6244343891402715,0.3699731903485255,0.46464646464646464,0.6624203821656051,0.6492490947088321,0.612144481880994,138,235,486,83,3
64,relu,0.3,8,tanh,0.0,0.5,0.7004160887656034,0.6199095022624435,0.3881019830028329,0.47735191637630664,0.6815286624203821,0.6601627955140235,0.6108314462970564,137,216,505,84,3
64,relu,0.3,16,tanh,0.0,0.5,0.6920943134535368,0.6199095022624435,0.3816155988857939,0.4724137931034483,0.6751592356687898,0.6560019078579902,0.6099429567313102,137,222,499,84,3
32,relu,0.3,8,relu,0.0,0.5,0.6907073509015257,0.6199095022624435,0.38055555555555554,0.47160068846815834,0.6740976645435244,0.6553084265819846,0.6097961363783752,137,223,498,84,3
32,tanh,0.2,8,relu,0.1,0.5,0.6768377253814147,0.6199095022624435,0.37027027027027026,0.46362098138747887,0.6634819532908705,0.6483736138219292,0.6083468417300514,137,233,488,84,3
64,tanh,0.3,8,relu,0.0,0.5,0.710124826629681,0.6153846153846154,0.39420289855072466,0.48056537102473496,0.6878980891719745,0.6627547210071483,0.6077981250492859,136,209,512,85,3
32,tanh,0.3,8,tanh,0.1,0.5,0.7073509015256588,0.6153846153846154,0.3919308357348703,0.4788732394366197,0.6857749469214437,0.6613677584551372,0.6074953657740932,136,211,510,85,3
64,relu,0.2,8,tanh,0.0,0.5,0.7031900138696255,0.6153846153846154,0.38857142857142857,0.4763572679509632,0.6825902335456475,0.6592873146271205,0.6070441480849248,136,214,507,85,3
32,tanh,0.3,16,tanh,0.1,0.5,0.6934812760055479,0.6153846153846154,0.38095238095238093,0.47058823529411764,0.6751592356687898,0.6544329456950817,0.6060044809559373,136,221,500,85,3
32,tanh,0.3,8,tanh,0.0,0.5,0.6934812760055479,0.6153846153846154,0.38095238095238093,0.47058823529411764,0.6751592356687898,0.6544329456950817,0.6060044809559373,136,221,500,85,3
64,tanh,0.2,16,relu,0.0,0.5,0.6879334257975035,0.6153846153846154,0.3767313019390582,0.46735395189003437,0.6709129511677282,0.6516590205910595,0.6054183452026551,136,225,496,85,3
32,tanh,0.2,16,relu,0.1,0.5,0.6865464632454924,0.6153846153846154,0.3756906077348066,0.4665523156089194,0.6698513800424628,0.650965539315054,0.6052726857972794,136,226,495,85,3
64,relu,0.3,16,relu,0.1,0.5,0.6726768377253814,0.6153846153846154,0.3655913978494624,0.45868465430016864,0.6592356687898089,0.6440307265549985,0.6038345556729522,136,236,485,85,3
64,relu,0.2,16,relu,0.1,0.5,0.7031900138696255,0.6063348416289592,0.3850574712643678,0.4710017574692443,0.6804670912951167,0.6547624277492924,0.5988695097415238,134,214,507,87,3
64,relu,0.2,8,tanh,0.1,0.5,0.7031900138696255,0.6063348416289592,0.3850574712643678,0.4710017574692443,0.6804670912951167,0.6547624277492924,0.5988695097415238,134,214,507,87,3
64,relu,0.3,16,relu,0.0,0.5,0.7018030513176144,0.6018099547511312,0.382183908045977,0.46748681898066785,0.678343949044586,0.6518065030343728,0.5946319777428108,133,215,506,88,3
64,relu,0.3,8,relu,0.0,0.5,0.6934812760055479,0.6018099547511312,0.3757062146892655,0.46260869565217394,0.6719745222929936,0.6476456153783395,0.5937440096226843,133,221,500,88,3
64,tanh,0.3,16,relu,0.0,0.5,0.6726768377253814,0.6018099547511312,0.3604336043360434,0.45084745762711864,0.6560509554140127,0.6372433962382563,0.5915793867046809,133,236,485,88,3
32,relu,0.2,16,tanh,0.1,0.5,0.7045769764216366,0.5972850678733032,0.3826086956521739,0.4664310954063604,0.6794055201698513,0.6509310221474699,0.5908420000529353,132,213,508,89,3
32,relu,0.3,16,tanh,0.1,0.5,0.6990291262135923,0.5927601809954751,0.3764367816091954,0.46045694200351495,0.6740976645435244,0.6458946536045337,0.5861569137453854,131,217,504,90,3
32,tanh,0.2,8,tanh,0.1,0.5,0.6962552011095701,0.5927601809954751,0.3742857142857143,0.45884413309982486,0.6719745222929936,0.6445076910525226,0.5858614141997351,131,219,502,90,3
32,relu,0.2,16,relu,0.0,0.5,0.6865464632454924,0.5927601809954751,0.36694677871148457,0.4532871972318339,0.6645435244161358,0.6396533221204838,0.5848385537934366,131,226,495,90,3
32,relu,0.3,16,tanh,0.0,0.5,0.7004160887656034,0.5882352941176471,0.37572254335260113,0.4585537918871252,0.6740976645435244,0.6443256914416252,0.5822153767506216,130,216,505,91,3
32,tanh,0.2,16,relu,0.0,0.5,0.6574202496532594,0.5927601809954751,0.34656084656084657,0.4373956594323873,0.6422505307855626,0.6250902153243673,0.5818678250488645,131,247,474,90,3
64,relu,0.2,16,relu,0.0,0.5,0.710124826629681,0.583710407239819,0.3816568047337278,0.46153846153846156,0.6804670912951167,0.64691761693475,0.5791720562528453,129,209,512,92,3
32,relu,0.3,16,relu,0.1,0.5,0.6255201109570042,0.5882352941176471,0.325,0.41867954911433175,0.6167728237791932,0.6068777025373256,0.5746782654809496,130,270,451,91,3
64,tanh,0.3,16,relu,0.1,0.5,0.7031900138696255,0.579185520361991,0.3742690058479532,0.4547069271758437,0.6740976645435244,0.6411877671158083,0.5743307991016068,128,214,507,93,3
64,tanh,0.2,16,relu,0.1,0.5,0.6962552011095701,0.5746606334841629,0.3670520231213873,0.4479717813051146,0.667728237791932,0.6354579172968664,0.5694997909199208,127,219,502,94,3
32,relu,0.3,8,relu,0.1,0.5,0.7281553398058253,0.5701357466063348,0.391304347826087,0.46408839779005523,0.6910828025477707,0.64914554320608,0.5688870382714892,126,196,525,95,3
32,relu,0.2,8,relu,0.1,0.5,0.7142857142857143,0.5701357466063348,0.3795180722891566,0.45569620253164556,0.6804670912951167,0.6422107304460245,0.5673476842080669,126,206,515,95,3
64,tanh,0.2,8,tanh,0.0,0.55,0.8571428571428571,0.416289592760181,0.4717948717948718,0.4423076923076923,0.7537154989384289,0.636716224951519,0.44607110536522304,92,103,618,129,3
64,tanh,0.2,8,tanh,0.1,0.55,0.8654646324549237,0.4117647058823529,0.48404255319148937,0.4449877750611247,0.7590233545647559,0.6386146691686383,0.4433233723152553,91,97,624,130,3
64,tanh,0.3,8,tanh,0.1,0.55,0.8585298196948682,0.4072398190045249,0.46875,0.4358353510895884,0.7526539278131635,0.6328848193496965,0.438007829905674,90,102,619,131,3
32,tanh,0.2,16,tanh,0.0,0.55,0.8737864077669902,0.40271493212669685,0.49444444444444446,0.44389027431421446,0.7632696390658175,0.6382506699468435,0.4364829914041793,89,91,630,132,3
64,tanh,0.3,16,tanh,0.1,0.55,0.8599167822468793,0.40271493212669685,0.46842105263157896,0.43309002433090027,0.7526539278131635,0.6313158571867881,0.43408941036420073,89,101,620,132,3
64,tanh,0.2,16,tanh,0.1,0.55,0.869625520110957,0.3891402714932127,0.4777777777777778,0.428927680798005,0.7569002123142251,0.6293828958020848,0.42328763678735126,86,94,627,135,3
64,tanh,0.2,16,tanh,0.0,0.55,0.8613037447988904,0.3891402714932127,0.46236559139784944,0.4226044226044226,0.7505307855626328,0.6252220081460516,0.4218635990858316,86,100,621,135,3
32,tanh,0.2,8,tanh,0.0,0.55,0.8515950069348127,0.3891402714932127,0.44559585492227977,0.41545893719806765,0.7430997876857749,0.6203676392140127,0.4202748906254527,86,107,614,135,3
32,tanh,0.2,8,tanh,0.1,0.55,0.8723994452149791,0.38009049773755654,0.4772727272727273,0.42317380352644834,0.7569002123142251,0.6262449714762679,0.4154599683583121,84,92,629,137,3
64,tanh,0.3,8,tanh,0.0,0.55,0.869625520110957,0.38009049773755654,0.47191011235955055,0.42105263157894735,0.7547770700636943,0.6248580089242568,0.4149717759572802,84,94,627,137,3
64,tanh,0.3,16,tanh,0.0,0.55,0.8723994452149791,0.3755656108597285,0.4742857142857143,0.41919191919191917,0.7558386411889597,0.6239825280373539,0.4112988471266027,83,92,629,138,3
32,tanh,0.3,16,tanh,0.1,0.55,0.8737864077669902,0.3665158371040724,0.47093023255813954,0.4122137404580153,0.7547770700636943,0.6201511224355313,0.40321693507109146,81,91,630,140,3
32,tanh,0.3,8,tanh,0.0,0.55,0.869625520110957,0.3665158371040724,0.46285714285714286,0.4090909090909091,0.7515923566878981,0.6180706786075146,0.4024828964296696,81,94,627,140,3
32,tanh,0.3,8,tanh,0.1,0.55,0.8890429958391124,0.36199095022624433,0.5,0.4199475065616798,0.7653927813163482,0.6255169730326784,0.40189461594944176,80,80,641,141,3
32,tanh,0.3,16,tanh,0.0,0.55,0.8682385575589459,0.3574660633484163,0.4540229885057471,0.4,0.7484076433121019,0.612852310453681,0.3939058285104879,79,95,626,142,3
64,tanh,0.2,8,relu,0.0,0.55,0.8959778085991679,0.334841628959276,0.4966442953020134,0.4,0.7643312101910829,0.6154097187792219,0.37821795971823374,74,75,646,147,3
32,relu,0.3,8,tanh,0.1,0.55,0.8377253814147018,0.3438914027149321,0.39378238341968913,0.3671497584541063,0.721868365180467,0.590808392064817,0.3765149002792037,76,117,604,145,3
32,relu,0.3,16,tanh,0.0,0.55,0.883495145631068,0.334841628959276,0.46835443037974683,0.39050131926121373,0.7547770700636943,0.609168387295172,0.3757716080448118,74,84,637,147,3
64,relu,0.3,16,tanh,0.0,0.55,0.8723994452149791,0.334841628959276,0.4457831325301205,0.38242894056847543,0.7462845010615711,0.6036205370871276,0.3737515881488689,74,92,629,147,3
32,relu,0.2,8,tanh,0.1,0.55,0.8904299583911235,0.33031674208144796,0.48026315789473684,0.3914209115281501,0.7590233545647559,0.6103733502362857,0.37292032000882575,73,79,642,148,3
64,relu,0.3,8,tanh,0.0,0.55,0.8848821081830791,0.3257918552036199,0.4645161290322581,0.3829787234042553,0.7537154989384289,0.6053369816933495,0.36766072681210576,72,83,638,149,3
64,relu,0.2,8,tanh,0.0,0.55,0.8848821081830791,0.3257918552036199,0.4645161290322581,0.3829787234042553,0.7537154989384289,0.6053369816933495,0.36766072681210576,72,83,638,149,3
64,relu,0.2,8,tanh,0.1,0.55,0.883495145631068,0.3257918552036199,0.46153846153846156,0.3819628647214854,0.7526539278131635,0.6046435004173439,0.36739884900935726,72,84,637,149,3
32,tanh,0.2,16,tanh,0.1,0.55,0.8807212205270458,0.3257918552036199,0.45569620253164556,0.37994722955145116,0.7505307855626328,0.6032565378653328,0.36688187796270705,72,86,635,149,3
64,tanh,0.2,8,relu,0.1,0.55,0.9015256588072122,0.3212669683257919,0.5,0.39118457300275483,0.7653927813163482,0.611396313566502,0.3668064716551296,71,71,650,150,3
32,relu,0.3,16,tanh,0.1,0.55,0.912621359223301,0.3167420814479638,0.5263157894736842,0.3954802259887006,0.772823779193206,0.6146817203356324,0.3650692605960272,70,63,658,151,3
64,tanh,0.2,16,relu,0.1,0.55,0.8876560332871013,0.3167420814479638,0.46357615894039733,0.3763440860215054,0.7537154989384289,0.6021990573675325,0.35980696320785804,70,81,640,151,3
64,relu,0.3,8,relu,0.0,0.55,0.8862690707350902,0.3167420814479638,0.4605263157894737,0.3753351206434316,0.7526539278131635,0.601505576091527,0.35954075486568193,70,82,639,151,3
32,relu,0.2,8,tanh,0.0,0.55,0.8862690707350902,0.3167420814479638,0.4605263157894737,0.3753351206434316,0.7526539278131635,0.601505576091527,0.35954075486568193,70,82,639,151,3
64,relu,0.2,16,tanh,0.0,0.55,0.8751733703190014,0.3167420814479638,0.4375,0.3674540682414698,0.7441613588110403,0.5959577258834826,0.3574934338933482,70,90,631,151,3
64,relu,0.2,16,relu,0.1,0.55,0.8959778085991679,0.31221719457013575,0.4791666666666667,0.3780821917808219,0.7590233545647559,0.6040975015846518,0.3572597997376695,69,75,646,152,3
32,tanh,0.3,8,relu,0.0,0.55,0.8876560332871013,0.31221719457013575,0.46,0.3719676549865229,0.7526539278131635,0.5999366139286185,0.35561049321894556,69,81,640,152,3
64,relu,0.3,8,tanh,0.1,0.55,0.9070735090152566,0.3031674208144796,0.5,0.37746478873239436,0.7653927813163482,0.6051204649148682,0.3512117408576575,67,67,654,154,3
64,tanh,0.3,8,relu,0.0,0.55,0.8876560332871013,0.3031674208144796,0.4527027027027027,0.36314363143631434,0.7505307855626328,0.5954117270507905,0.34720885447613026,67,81,640,154,3
32,tanh,0.2,8,relu,0.1,0.55,0.8807212205270458,0.3031674208144796,0.43790849673202614,0.3582887700534759,0.7452229299363057,0.5919443206707627,0.34590511335228635,67,86,635,154,3
32,tanh,0.3,16,relu,0.1,0.55,0.9223300970873787,0.2895927601809955,0.5333333333333333,0.375366568914956,0.7738853503184714,0.6059614286341871,0.3421814347845188,64,56,665,157,3
64,tanh,0.3,16,relu,0.0,0.55,0.897364771151179,0.29411764705882354,0.4676258992805755,0.3611111111111111,0.7558386411889597,0.5957412091050013,0.34072296963766996,65,74,647,156,3
64,tanh,0.2,16,relu,0.0,0.55,0.897364771151179,0.29411764705882354,0.4676258992805755,0.3611111111111111,0.7558386411889597,0.5957412091050013,0.34072296963766996,65,74,647,156,3
64,relu,0.3,16,tanh,0.1,0.55,0.9084604715672677,0.2895927601809955,0.49230769230769234,0.3646723646723647,0.7632696390658175,0.5990266158741316,0.3388877187917736,64,66,655,157,3
64,relu,0.2,8,relu,0.0,0.55,0.9001386962552012,0.2895927601809955,0.47058823529411764,0.3585434173669468,0.7569002123142251,0.5948657282180984,0.3370852448522352,64,72,649,157,3
64,relu,0.3,16,relu,0.1,0.55,0.8821081830790569,0.2895927601809955,0.42953020134228187,0.34594594594594597,0.7430997876857749,0.5858504716300262,0.33353993202455634,64,85,636,157,3
64,tanh,0.3,16,relu,0.1,0.55,0.9001386962552012,0.2850678733031674,0.4666666666666667,0.3539325842696629,0.7558386411889597,0.5926032847791842,0.33286805028209937,63,72,649,158,3
32,relu,0.3,8,tanh,0.0,0.55,0.8904299583911235,0.2850678733031674,0.44366197183098594,0.34710743801652894,0.7484076433121019,0.5877489158471454,0.33090524432011387,63,79,642,158,3
32,relu,0.2,16,tanh,0.1,0.55,0.8904299583911235,0.2850678733031674,0.44366197183098594,0.34710743801652894,0.7484076433121019,0.5877489158471454,0.33090524432011387,63,79,642,158,3
32,tanh,0.2,16,relu,0.1,0.55,0.8904299583911235,0.2850678733031674,0.44366197183098594,0.34710743801652894,0.7484076433121019,0.5877489158471454,0.33090524432011387,63,79,642,158,3
64,relu,0.2,16,relu,0.0,0.55,0.9029126213592233,0.28054298642533937,0.4696969696969697,0.35127478753541075,0.7569002123142251,0.5917278038922813,0.32923440351767025,62,70,651,159,3
32,relu,0.2,16,tanh,0.0,0.55,0.9098474341192788,0.27149321266968324,0.48,0.3468208092485549,0.7600849256900213,0.590670323394481,0.32230487319647794,60,65,656,161,3
64,relu,0.2,16,tanh,0.1,0.55,0.8987517337031901,0.27149321266968324,0.45112781954887216,0.3389830508474576,0.7515923566878981,0.5851224731864366,0.31990680034444496,60,73,648,161,3
64,tanh,0.3,8,relu,0.1,0.55,0.8987517337031901,0.27149321266968324,0.45112781954887216,0.3389830508474576,0.7515923566878981,0.5851224731864366,0.31990680034444496,60,73,648,161,3
64,relu,0.3,16,relu,0.0,0.55,0.9001386962552012,0.2669683257918552,0.45038167938931295,0.3352272727272727,0.7515923566878981,0.5835535110235281,0.3159633492355034,59,72,649,162,3
32,tanh,0.3,16,relu,0.0,0.55,0.9029126213592233,0.26244343891402716,0.453125,0.332378223495702,0.7526539278131635,0.5826780301366252,0.31231248352589724,58,70,651,163,3
32,relu,0.2,8,relu,0.1,0.55,0.9140083217753121,0.2579185520361991,0.4789915966386555,0.3352941176470588,0.7600849256900213,0.5859634369057556,0.3105483208966932,57,62,659,164,3
64,relu,0.2,8,relu,0.1,0.55,0.8932038834951457,0.26244343891402716,0.42962962962962964,0.3258426966292135,0.7452229299363057,0.5778236612045864,0.3103202370318304,58,77,644,163,3
32,relu,0.2,16,relu,0.0,0.55,0.912621359223301,0.25339366515837103,0.47058823529411764,0.32941176470588235,0.7579617834394905,0.583007512190836,0.30597900101041164,56,63,658,165,3
32,tanh,0.2,16,relu,0.0,0.55,0.9112343966712899,0.248868778280543,0.46218487394957986,0.3235294117647059,0.7558386411889597,0.5800515874759165,0.30140968112413,55,64,657,166,3
32,relu,0.3,8,relu,0.0,0.55,0.9278779472954231,0.2398190045248869,0.5047619047619047,0.32515337423312884,0.7664543524416136,0.583848475910155,0.2969991151053401,53,52,669,168,3
32,relu,0.3,8,relu,0.1,0.55,0.9375866851595007,0.2171945701357466,0.5161290322580645,0.3057324840764331,0.7685774946921444,0.5773906276476237,0.2783541647645109,48,45,676,173,3
32,tanh,0.3,8,relu,0.1,0.55,0.9292649098474342,0.19457013574660634,0.4574468085106383,0.273015873015873,0.7569002123142251,0.5619175227970202,0.2544244225584979,43,51,670,178,3
64,relu,0.3,8,relu,0.1,0.55,0.9348127600554785,0.19004524886877827,0.47191011235955055,0.2709677419354839,0.7600849256900213,0.5624290044621284,0.25164319134942664,42,47,674,179,3
32,relu,0.3,16,relu,0.0,0.55,0.9334257975034674,0.19004524886877827,0.4666666666666667,0.27009646302250806,0.7590233545647559,0.5617355231861229,0.2512453668547329,42,48,673,179,3
32,tanh,0.2,8,relu,0.0,0.55,0.9098474341192788,0.18552036199095023,0.3867924528301887,0.25076452599388377,0.7399150743099787,0.5476838980551145,0.24105631176900424,41,65,656,180,3
32,relu,0.2,16,relu,0.1,0.55,0.9625520110957004,0.167420814479638,0.578125,0.2596491228070175,0.7760084925690022,0.5649864127876693,0.23977093740782346,37,27,694,184,3
32,relu,0.2,8,relu,0.0,0.55,0.9375866851595007,0.1583710407239819,0.4375,0.23255813953488372,0.7547770700636943,0.5479788629417413,0.22187171694667407,35,45,676,186,3
32,relu,0.3,16,relu,0.1,0.55,0.9625520110957004,0.06334841628959276,0.34146341463414637,0.10687022900763359,0.7515923566878981,0.5129502136926466,0.13398753187863244,14,27,694,207,3
