idx_original,y_true,y_pred,y_prob,PAÍS,ETNIA.BN,EDAD,FUGAS.BN,ABUSOSUBS1,ABUSOSUBS2,CONVIVEN.1,CONVIVEN.2,CONVIVEN.3,CONVIVEN.4,CONVIVEN.5,CONVIVEN.6,AUTOEFIC.MEAN,AUTOEFIC.VAR,IMPULS.MEAN,IMPULS.MEDIAN,IMPULS.VAR,APOYO.MEAN,APOYO.MEDIAN,APOYO.VAR,MORAL.MEAN,MORAL.VAR,PORNO.T,GENERO_BIN_0,GENERO_BIN_1,GENERO_BIN_2,ORIENTSEX.BN_1,ORIENTSEX.BN_2,ORIENTSEX.BN_3
3542,0,0,0.2979397781299525,1,0.0,16.0,0.0,0,1,1.0,1.0,1.0,0.0,1.0,0,3.8,0.1599999999999999,2.0,2.0,0.0,3.142857142857143,3.0,0.6938775510204082,4.6,0.24,1.0,1,0,0,0,1,0
1007,0,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.0,0.8,2.125,2.0,0.359375,2.5714285714285716,2.0,1.1020408163265307,5.0,0.0,1.0,0,1,0,1,0,0
3290,1,1,0.509393451422437,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,0.0,0,3.8,0.1599999999999999,2.75,3.0,0.6875,4.0,4.0,0.0,3.813563563563563,0.5661613064515967,2.0,0,1,0,1,0,0
2065,0,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,4.0,0.0,2.125,2.0,0.609375,4.0,4.0,0.0,5.0,0.0,1.0,1,0,0,1,0,0
3486,1,1,0.509393451422437,1,0.0,17.0,0.0,3,2,0.0,1.0,0.0,0.0,1.0,0,2.8,0.5599999999999999,2.625,2.5,1.484375,3.5714285714285716,4.0,0.5306122448979592,4.4,0.24,5.0,0,1,0,1,0,0
2747,1,1,0.509393451422437,1,0.0,16.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0,2.8,0.5599999999999999,2.25,2.0,1.4375,1.4285714285714286,1.0,0.5306122448979592,1.6,0.24,5.0,1,0,0,1,0,0
2733,1,1,0.7824773413897281,1,0.0,17.0,0.0,2,0,1.0,1.0,1.0,0.0,1.0,1,3.4,0.24,2.75,3.0,0.9375,4.0,4.0,0.0,3.0,0.0,1.0,1,0,0,1,0,0
810,1,1,0.509393451422437,1,0.0,17.0,0.0,4,4,1.0,0.0,0.0,0.0,1.0,0,2.6,1.04,2.375,3.0,0.734375,4.0,4.0,0.0,3.2,0.5599999999999999,1.0,0,1,0,1,0,0
1560,1,1,0.509393451422437,1,0.0,14.0,1.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.6,1.4400000000000002,2.0,2.0,1.0,2.5714285714285716,3.0,1.3877551020408163,4.0,1.6,1.0,0,0,1,0,1,0
1844,0,1,0.509393451422437,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,3.0,1.2,2.75,3.0,1.4375,2.857142857142857,3.0,0.1224489795918367,2.0,0.8,3.0,0,0,1,0,0,1
1893,0,0,0.2979397781299525,1,0.0,15.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,0,3.2,0.5599999999999999,2.5,2.0,1.0,3.0,3.0,1.1428571428571428,3.8,0.5599999999999999,1.0,0,1,0,0,0,1
2641,0,1,0.509393451422437,1,0.0,16.0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.5,2.5,1.25,3.0,3.0,0.8571428571428571,4.6,0.6399999999999999,2.0,0,1,0,1,0,0
848,0,1,0.509393451422437,1,0.0,17.0,0.0,2,2,1.0,1.0,0.0,0.0,0.0,0,3.6,0.24,3.0,3.0,0.25,3.4285714285714284,4.0,0.5306122448979592,4.8,0.1599999999999999,3.0,1,0,0,1,0,0
980,1,1,0.509393451422437,1,0.0,15.0,1.0,0,1,1.0,1.0,0.0,0.0,0.0,0,1.6,0.24,2.125,2.0,1.109375,4.0,4.0,0.0,4.6,0.24,2.0,0,1,0,1,0,0
611,0,0,0.2979397781299525,1,0.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.0,0.0,2.25,2.5,1.1875,4.0,4.0,0.0,4.8,0.1599999999999999,2.0,1,0,0,1,0,0
1141,0,0,0.2979397781299525,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.6,0.24,2.5,3.0,0.5,3.0,3.0,1.1428571428571428,4.4,0.64,4.0,1,0,0,1,0,0
2354,1,0,0.2979397781299525,1,0.0,14.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,2.2,0.96,3.125,3.0,0.609375,3.7142857142857144,4.0,0.489795918367347,4.6,0.24,3.0,0,1,0,1,0,0
3437,0,0,0.2979397781299525,1,1.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,4.0,0.0,2.875,3.0,0.359375,3.857142857142857,4.0,0.1224489795918367,3.4,0.24,1.0,0,0,1,0,0,1
1309,0,1,0.509393451422437,1,0.0,15.0,0.0,2,0,1.0,0.0,1.0,0.0,1.0,0,3.0,0.8,2.5,2.5,1.75,3.4285714285714284,4.0,1.1020408163265307,3.8,1.36,2.0,0,1,0,1,0,0
1031,0,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,1,4.0,0.0,2.625,3.0,0.734375,4.0,4.0,0.0,3.8,2.1600000000000006,1.0,1,0,0,1,0,0
1312,1,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0,3.2,0.5599999999999999,3.125,3.0,0.859375,3.142857142857143,4.0,1.2653061224489794,4.4,0.24,1.0,1,0,0,1,0,0
3296,0,1,0.509393451422437,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,1,3.3979924717691348,0.2416221432630834,2.125,2.0,1.359375,3.7634297151435008,4.0,0.1483667140637986,5.0,0.0,1.0,0,1,0,1,0,0
1214,1,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,1,2.8,0.1599999999999999,2.75,3.0,0.6875,3.2857142857142856,3.0,0.489795918367347,2.8,0.5599999999999999,3.0,1,0,0,1,0,0
652,0,1,0.509393451422437,1,0.0,17.0,0.0,2,0,1.0,0.0,0.0,0.0,1.0,0,3.0,0.0,3.0,3.5,1.5,3.5714285714285716,4.0,0.2448979591836734,2.4,1.84,1.0,0,1,0,1,0,0
2494,0,1,0.509393451422437,2,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,3.6,0.24,1.75,1.0,0.9375,3.142857142857143,4.0,1.2653061224489797,5.0,0.0,1.0,0,1,0,1,0,0
132,1,1,0.509393451422437,1,1.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.5,3.0,0.5,3.142857142857143,3.0,0.6938775510204082,3.4,0.24,1.0,0,1,0,1,0,0
457,0,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.0,0.4,2.875,3.0,1.359375,2.7142857142857144,3.0,0.2040816326530612,4.8,0.1599999999999999,1.0,0,1,0,0,1,0
47,0,0,0.2979397781299525,1,1.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.75,2.5,0.6875,3.2857142857142856,4.0,0.7755102040816327,3.8,0.5599999999999999,1.0,0,1,0,1,0,0
1935,1,1,0.7824773413897281,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,2.4,0.64,2.125,2.0,1.109375,3.857142857142857,4.0,0.1224489795918367,4.4,0.6399999999999999,1.0,0,1,0,1,0,0
2535,0,0,0.2979397781299525,1,0.0,16.0,0.0,3,2,1.0,0.0,1.0,0.0,1.0,0,3.0,0.4,2.0,2.0,0.75,3.4285714285714284,4.0,0.5306122448979592,4.2,0.1599999999999999,5.0,1,0,0,1,0,0
2081,0,1,0.7824773413897281,1,0.0,17.0,0.0,4,4,1.0,1.0,0.0,0.0,1.0,0,3.2,0.1599999999999999,2.25,2.0,0.6875,2.857142857142857,4.0,1.836734693877551,5.0,0.0,1.0,0,1,0,0,1,0
1022,1,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,1,2.2,0.5599999999999999,3.0,3.0,0.5,2.0,2.0,0.2857142857142857,3.2967049425861203,2.5587254066478913,1.0,0,1,0,0,1,0
2184,1,1,0.509393451422437,1,0.0,15.0,0.0,3,2,1.0,1.0,0.0,0.0,1.0,0,3.4,0.24,1.875,2.0,0.609375,3.5714285714285716,4.0,0.5306122448979592,3.0,0.0,3.0,1,0,0,1,0,0
280,1,1,0.509393451422437,2,1.0,16.0,0.0,2,2,1.0,0.0,1.0,0.0,0.0,0,1.6,1.44,1.625,1.5,0.484375,4.0,4.0,0.0,5.0,0.0,1.0,0,1,0,1,0,0
580,0,1,0.509393451422437,1,0.0,15.0,0.0,3,2,1.0,1.0,0.0,0.0,1.0,0,3.4,0.24,2.5,2.0,0.5,3.857142857142857,4.0,0.1224489795918367,3.8,0.96,1.0,0,1,0,1,0,0
1800,1,1,0.509393451422437,1,0.0,15.0,1.0,0,1,1.0,0.0,1.0,0.0,0.0,0,2.2,0.96,2.5,2.5,1.25,3.142857142857143,4.0,1.2653061224489797,2.0,1.2,2.0,1,0,0,1,0,0
1392,0,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,0.0,1.0,0.0,0.0,0,3.0,0.4,2.375,2.0,1.234375,2.857142857142857,4.0,1.8367346938775508,5.0,0.0,1.0,0,1,0,1,0,0
37,0,1,0.509393451422437,1,0.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.914327144842929,0.0340170511477578,2.3991018454906787,2.4144439655172416,0.1341968291381966,3.261904393338928,3.344008006004503,0.1709657741508746,3.9506546817266353,0.0700784676330909,2.0,1,0,0,1,0,0
3701,0,0,0.2979397781299525,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,0.0,0,2.8,0.1599999999999999,2.5,3.0,0.5,2.4285714285714284,2.0,1.3877551020408163,3.8,0.1599999999999999,1.0,0,1,0,1,0,0
36,0,1,0.509393451422437,1,1.0,17.0,1.0,2,2,1.0,1.0,0.0,0.0,1.0,0,3.0,0.4,2.125,2.0,0.359375,2.5714285714285716,3.0,0.8163265306122449,4.4,0.24,3.0,1,0,0,1,0,0
1161,0,1,0.509393451422437,1,0.0,17.0,1.0,2,0,1.0,0.0,1.0,0.0,1.0,0,3.534233558389597,0.3362206293008611,2.0,2.0,0.5,3.899258675643735,4.0,0.0608928865983257,3.2,1.36,5.0,1,0,0,1,0,0
746,1,1,0.509393451422437,1,0.0,17.0,0.0,4,3,1.0,1.0,0.0,0.0,1.0,0,3.0,0.4,2.625,2.5,0.484375,3.2857142857142856,4.0,0.7755102040816327,4.2,0.5599999999999999,4.0,1,0,0,1,0,0
254,1,1,0.509393451422437,1,0.0,16.0,1.0,3,2,1.0,1.0,0.0,0.0,1.0,0,2.8,0.5599999999999999,2.0,2.0,0.75,3.857142857142857,4.0,0.1224489795918367,4.4,0.64,1.0,0,1,0,1,0,0
256,0,1,0.509393451422437,1,1.0,16.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.2,0.1599999999999999,1.875,2.0,0.609375,3.5714285714285716,4.0,0.5306122448979592,3.4,0.24,3.0,0,1,0,1,0,0
1559,0,0,0.2979397781299525,1,1.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,1,3.0,0.4,3.0,3.0,0.25,3.2857142857142856,4.0,1.0612244897959184,4.0,0.4,1.0,0,1,0,1,0,0
2770,0,0,0.2979397781299525,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.125,2.0,0.609375,3.2857142857142856,4.0,0.7755102040816327,4.4,0.24,1.0,1,0,0,1,0,0
418,0,1,0.509393451422437,1,0.0,15.0,0.0,3,3,1.0,0.0,0.0,0.0,0.0,1,3.0,0.4,2.625,3.0,0.234375,3.5714285714285716,4.0,0.2448979591836734,2.2,0.5599999999999999,4.0,1,0,0,1,0,0
1304,0,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.375,2.0,1.234375,3.142857142857143,3.0,0.4081632653061224,4.2,0.1599999999999999,4.0,1,0,0,0,1,0
2637,0,1,0.509393451422437,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,2.2,0.96,2.625,2.5,0.984375,3.2857142857142856,4.0,0.7755102040816327,3.2,0.5599999999999999,5.0,1,0,0,1,0,0
353,0,1,0.7824773413897281,1,0.0,14.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,0,2.4,0.24,2.75,2.5,1.1875,1.4285714285714286,1.0,0.2448979591836734,4.0,2.4,3.0,1,0,0,1,0,0
454,0,1,0.509393451422437,1,1.0,14.0,0.0,4,5,1.0,0.0,1.0,0.0,1.0,0,2.2,0.1599999999999999,2.0,2.0,0.5,2.7142857142857144,3.0,0.2040816326530612,3.8,0.1599999999999999,1.0,0,1,0,1,0,0
1095,0,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0,2.4,1.04,2.144218710810133,2.0,0.8571558342138914,3.857142857142857,4.0,0.1224489795918367,3.4024475524475526,2.642961024988997,1.0,1,0,0,1,0,0
3133,0,1,0.509393451422437,1,0.0,16.0,0.0,3,2,1.0,1.0,0.0,0.0,0.0,0,3.0,0.0,2.625,3.0,0.734375,4.0,4.0,0.0,4.0,0.4,1.0,0,1,0,1,0,0
30,0,1,0.509393451422437,1,0.0,17.0,1.0,2,2,1.0,1.0,0.0,0.0,0.0,0,3.2,0.1599999999999999,2.5,2.5,0.25,2.4285714285714284,2.0,1.3877551020408163,4.6,0.24,4.0,1,0,0,0,1,0
616,1,1,0.7824773413897281,1,1.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.914327144842929,0.0340170511477578,2.875,3.0,0.359375,3.857142857142857,4.0,0.1224489795918367,3.6,1.04,2.0,0,1,0,1,0,0
1136,1,1,0.509393451422437,1,0.0,17.0,0.0,4,4,1.0,1.0,0.0,0.0,1.0,0,3.2,0.5599999999999999,2.5,2.5,0.75,3.2857142857142856,4.0,0.7755102040816327,4.4,0.6399999999999999,5.0,1,0,0,1,0,0
846,1,1,0.509393451422437,1,0.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.4,0.64,2.25,2.0,0.9375,3.2857142857142856,4.0,1.3469387755102038,3.8,0.5599999999999999,2.0,1,0,0,1,0,0
1777,0,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.0,0.8,2.125,2.0,0.359375,3.0,3.0,0.8571428571428571,5.0,0.0,1.0,0,1,0,1,0,0
2754,0,0,0.2979397781299525,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,0.0,0,3.6,0.24,2.644218710810133,2.0768748432405317,1.2129371234037585,4.0,4.0,0.0,4.8,0.1599999999999999,2.0,1,0,0,1,0,0
3623,0,1,0.509393451422437,1,0.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.2,0.1599999999999999,2.0,2.0,0.75,3.7142857142857144,4.0,0.2040816326530612,4.0,0.4,1.0,0,1,0,1,0,0
408,0,0,0.2979397781299525,1,1.0,14.0,0.0,4,2,1.0,1.0,0.0,0.0,0.0,0,3.4,0.24,2.625,2.5,0.484375,3.4285714285714284,4.0,0.5306122448979592,4.2,0.5599999999999999,5.0,1,0,0,1,0,0
2060,1,1,0.509393451422437,2,1.0,15.0,1.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.2,0.96,3.0,3.0,0.25,4.0,4.0,0.0,4.2,0.1599999999999999,1.0,0,1,0,1,0,0
265,1,1,0.7824773413897281,2,1.0,16.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,0,3.8,0.1599999999999999,2.25,2.0,1.4375,3.2857142857142856,3.0,0.489795918367347,3.6,2.24,1.0,0,1,0,0,0,1
3348,1,1,0.509393451422437,1,0.0,14.0,0.0,2,0,1.0,1.0,0.0,0.0,0.0,0,3.0,0.4,2.25,1.5,1.9375,2.857142857142857,3.0,0.6938775510204082,4.4,0.24,1.0,0,1,0,1,0,0
2151,0,0,0.2979397781299525,1,0.0,15.0,0.0,3,0,1.0,1.0,0.0,0.0,1.0,0,3.2,0.5599999999999999,2.25,2.0,0.9375,3.2857142857142856,3.0,0.489795918367347,3.8,0.5599999999999999,1.0,0,1,0,1,0,0
104,1,1,0.509393451422437,1,0.0,14.0,0.0,3,3,1.0,0.0,1.0,0.0,1.0,0,4.0,0.0,2.0,2.0,0.5,4.0,4.0,0.0,3.2,1.7600000000000002,5.0,1,0,0,1,0,0
2561,0,1,0.509393451422437,1,1.0,15.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1,2.0,1.6,2.5,2.5,0.75,2.5714642500356786,3.0,1.1020714056275434,2.8,3.3600000000000003,1.0,0,1,0,1,0,0
1324,0,0,0.2979397781299525,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,3.4,0.64,2.25,2.0,1.4375,4.0,4.0,0.0,4.0,0.4,1.0,0,1,0,0,1,0
3107,0,0,0.2979397781299525,1,0.0,15.0,0.0,0,1,1.0,1.0,1.0,1.0,1.0,0,2.2,0.5599999999999999,2.75,3.0,0.9375,2.5714285714285716,3.0,0.5306122448979592,4.0,0.0,2.0,0,1,0,1,0,0
3675,0,1,0.509393451422437,1,1.0,16.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.8,0.1599999999999999,2.125,1.5,1.609375,4.0,4.0,0.0,3.4,1.84,5.0,1,0,0,1,0,0
2324,0,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,3.6,0.24,2.0,1.5,1.25,3.5714285714285716,4.0,1.1020408163265307,4.4,1.44,1.0,1,0,0,1,0,0
708,1,1,0.509393451422437,2,1.0,16.0,0.0,4,2,1.0,1.0,0.0,0.0,1.0,0,3.8,0.1599999999999999,2.25,2.0,0.4375,2.5714285714285716,3.0,1.959183673469388,4.2,2.560000000000001,2.0,0,1,0,1,0,0
1960,1,1,0.509393451422437,1,1.0,14.0,0.0,0,1,0.0,1.0,0.0,0.0,1.0,1,2.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,1.0,1,0,0,0,0,1
3021,1,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,1.2,0.16,2.125,1.5,1.609375,2.142857142857143,2.0,1.2653061224489797,3.6,1.84,1.0,0,0,1,0,1,0
2817,0,1,0.509393451422437,1,0.0,16.0,0.0,3,2,1.0,0.0,0.0,0.0,0.0,0,3.0,0.4,2.125,2.0,0.609375,2.7142857142857144,3.0,1.6326530612244896,4.2,0.1599999999999999,3.0,1,0,0,1,0,0
2003,0,0,0.2979397781299525,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.4,0.64,2.5,2.5,0.75,3.7142857142857144,4.0,0.489795918367347,4.6,0.24,1.0,0,1,0,1,0,0
2759,0,1,0.509393451422437,1,0.0,17.0,0.0,4,4,1.0,0.0,0.0,0.0,0.0,0,3.2,0.5599999999999999,1.625,1.5,0.484375,3.2857142857142856,3.0,0.489795918367347,4.0,0.4,4.0,1,0,0,1,0,0
3218,1,1,0.509393451422437,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,0.0,0,2.4,1.0400000000000005,3.0,3.5,1.25,2.857142857142857,3.0,1.5510204081632657,3.8,0.1599999999999999,1.0,0,1,0,1,0,0
267,1,1,0.509393451422437,1,1.0,16.0,0.0,2,2,0.0,1.0,0.0,0.0,0.0,0,3.4,1.4400000000000002,2.0,2.0,0.25,3.857142857142857,4.0,0.1224489795918367,4.8,0.1599999999999999,1.0,0,1,0,1,0,0
615,1,1,0.509393451422437,1,0.0,17.0,0.0,4,2,1.0,1.0,0.0,0.0,1.0,0,2.6,0.64,2.75,2.5,0.6875,3.7142857142857144,4.0,0.2040816326530612,3.6,2.24,2.0,0,1,0,1,0,0
984,0,0,0.2979397781299525,1,0.0,16.0,0.0,2,2,0.0,0.0,1.0,1.0,1.0,0,2.4,0.24,2.375,2.0,0.734375,2.857142857142857,3.0,0.4081632653061224,3.0,0.4,1.0,1,0,0,1,0,0
1897,0,0,0.2979397781299525,1,0.0,16.0,0.0,2,3,1.0,1.0,0.0,0.0,0.0,0,2.0,1.2,2.5,2.5,1.25,4.0,4.0,0.0,3.4,2.24,1.0,0,1,0,1,0,0
1275,0,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,3.2,0.5599999999999999,2.20059375,2.0,0.3804774677734374,3.0,4.0,1.7142857142857142,3.6,0.64,2.0,1,0,0,1,0,0
537,0,0,0.2979397781299525,1,0.0,15.0,0.0,2,2,1.0,0.0,0.0,0.0,0.0,1,4.0,0.0,1.875,2.0,0.359375,2.5714285714285716,3.0,0.816326530612245,3.2,1.36,2.0,1,0,0,1,0,0
95,1,1,0.509393451422437,1,1.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.8,0.1599999999999999,2.875,3.0,1.359375,3.142857142857143,3.0,0.6938775510204082,4.8,0.1599999999999999,1.0,0,1,0,1,0,0
2142,1,0,0.2979397781299525,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.6,0.24,2.5,2.5,0.75,3.4285714285714284,4.0,0.5306122448979592,3.6,2.24,1.0,0,1,0,1,0,0
2485,0,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.375,2.0,0.234375,3.142857142857143,3.0,0.4081632653061224,4.0,0.4,1.0,0,1,0,1,0,0
2969,1,1,0.509393451422437,2,0.0,14.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,0,3.0,0.0,1.75,2.0,0.4375,3.5714285714285716,4.0,0.5306122448979592,4.2,0.1599999999999999,1.0,1,0,0,1,0,0
3471,1,1,0.509393451422437,1,0.0,17.0,0.0,3,0,1.0,1.0,0.0,0.0,1.0,0,3.2,0.1599999999999999,2.75,3.0,1.6875,3.5714285714285716,4.0,0.2448979591836734,3.4,1.44,1.0,1,0,0,1,0,0
3665,1,0,0.2979397781299525,1,0.0,17.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.2,0.1599999999999999,2.5,2.0,1.5,4.0,4.0,0.0,3.6,2.24,2.0,1,0,0,1,0,0
3294,0,1,0.509393451422437,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.2,0.5599999999999999,2.375,2.5,0.984375,3.5714285714285716,4.0,0.5306122448979592,4.0,0.4,2.0,0,1,0,1,0,0
2111,0,1,0.7824773413897281,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.0,0.0,2.375,2.0,0.734375,3.857142857142857,4.0,0.1224489795918367,4.2,0.1599999999999999,1.0,0,1,0,1,0,0
2957,0,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.6,0.24,2.625,2.5,1.484375,4.0,4.0,0.0,4.6,0.6399999999999999,1.0,1,0,0,1,0,0
2399,1,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.0,0.4,2.75,3.0,1.4375,3.142857142857143,4.0,0.979591836734694,4.0,0.4,1.0,0,1,0,1,0,0
241,1,1,0.7824773413897281,1,1.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.8,0.5599999999999999,1.875,1.5,0.859375,4.0,4.0,0.0,5.0,0.0,1.0,0,1,0,1,0,0
447,0,1,0.509393451422437,1,1.0,15.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,1,2.0,0.4,2.875,3.0,1.109375,3.4285714285714284,4.0,0.5306122448979592,4.2,0.5599999999999999,2.0,0,1,0,1,0,0
2654,0,1,0.509393451422437,1,0.0,15.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,2.4,0.24,2.375,2.0,0.234375,2.857142857142857,4.0,1.836734693877551,4.8,0.1599999999999999,1.0,0,1,0,1,0,0
2691,1,1,0.509393451422437,1,0.0,17.0,0.0,3,2,1.0,1.0,0.0,0.0,0.0,0,3.2,0.5599999999999999,2.25,2.0,0.6875,3.5714285714285716,4.0,0.5306122448979592,3.8,0.5599999999999999,3.0,1,0,0,0,1,0
2729,0,0,0.2979397781299525,1,0.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,1,2.8,0.5599999999999999,2.0,2.0,0.75,3.5340075861091624,4.0,0.3556681340469307,2.0,1.6,1.0,0,1,0,1,0,0
1355,1,1,0.509393451422437,1,0.0,15.0,0.0,2,2,1.0,0.0,1.0,0.0,1.0,0,3.2,0.1599999999999999,2.375,2.0,0.984375,3.0,3.0,0.0,2.8,0.96,1.0,1,0,0,1,0,0
2873,1,1,0.509393451422437,1,0.0,17.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,3.6,0.24,2.375,3.0,1.234375,3.857142857142857,4.0,0.1224489795918367,3.4,1.04,5.0,1,0,0,1,0,0
1155,1,1,0.509393451422437,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,3.4,0.24,2.5,2.0,0.5,4.0,4.0,0.0,4.8,0.1599999999999999,1.0,0,1,0,1,0,0
2920,1,1,0.7824773413897281,1,0.0,17.0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0,2.6,0.64,2.25,2.5,1.1875,3.5714285714285716,4.0,0.2448979591836734,4.2,0.1599999999999999,4.0,1,0,0,1,0,0
2812,1,1,0.509393451422437,1,1.0,15.0,0.0,0,1,0.0,0.0,1.0,0.0,0.0,0,4.0,0.0,2.0,1.5,1.25,3.857142857142857,4.0,0.1224489795918367,3.0,0.4,5.0,1,0,0,1,0,0
2301,0,0,0.2979397781299525,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,3.2,0.1599999999999999,1.875,1.5,0.859375,3.142857142857143,4.0,1.2653061224489797,4.4,0.24,4.0,0,1,0,1,0,0
1725,1,1,0.509393451422437,1,0.0,17.0,0.0,2,2,1.0,0.0,0.0,0.0,0.0,0,3.2,0.5599999999999999,2.125,2.0,1.109375,4.0,4.0,0.0,3.8,0.1599999999999999,1.0,0,1,0,0,1,0
1457,1,1,0.7824773413897281,1,0.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.6,1.04,2.0,2.0,1.0,3.4285714285714284,4.0,1.1020408163265307,4.6,0.6399999999999999,1.0,0,1,0,0,0,1
536,1,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.2,0.96,2.625,2.5,1.484375,2.4285714285714284,2.0,0.5306122448979592,4.6,0.24,1.0,0,1,0,1,0,0
2714,0,1,0.509393451422437,1,0.0,17.0,0.0,2,2,1.0,1.0,0.0,0.0,0.0,0,3.2,0.5599999999999999,2.75,3.0,1.1875,4.0,4.0,0.0,4.6,0.6399999999999999,1.0,0,1,0,1,0,0
2027,0,1,0.509393451422437,1,0.0,14.0,0.0,0,1,1.0,1.0,1.0,1.0,1.0,0,2.8,0.96,2.5,2.5,1.25,3.857142857142857,4.0,0.1224489795918367,4.2,0.5599999999999999,1.0,0,1,0,1,0,0
