idx_original,y_true,y_pred,y_prob,PAÍS,ETNIA.BN,EDAD,FUGAS.BN,ABUSOSUBS1,ABUSOSUBS2,CONVIVEN.1,CONVIVEN.2,CONVIVEN.3,CONVIVEN.4,CONVIVEN.5,CONVIVEN.6,AUTOEFIC.MEAN,AUTOEFIC.VAR,IMPULS.MEAN,IMPULS.MEDIAN,IMPULS.VAR,APOYO.MEAN,APOYO.MEDIAN,APOYO.VAR,MORAL.MEAN,MORAL.VAR,PORNO.T,GENERO_BIN_0,GENERO_BIN_1,GENERO_BIN_2,ORIENTSEX.BN_1,ORIENTSEX.BN_2,ORIENTSEX.BN_3
61,1,1,0.6746783256530762,1,1.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.2,1.36,2.375,2.5,0.984375,2.7142857142857144,4.0,2.2040816326530615,1.8,2.5600000000000005,1.0,0,1,0,1,0,0
62,0,1,0.5577384233474731,1,0.0,14.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,1,3.6,0.24,2.25,2.5,0.6875,3.2857142857142856,4.0,1.0612244897959184,3.4,0.64,1.0,0,1,0,0,1,0
67,0,1,0.5639786720275879,2,1.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,1,3.6,0.64,2.625,2.5,0.484375,3.4285714285714284,4.0,0.5306122448979592,4.2,2.56,4.0,1,0,0,1,0,0
86,0,1,0.6157258152961731,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.4,0.64,2.25,2.5,1.1875,4.0,4.0,0.0,4.2,0.1599999999999999,1.0,0,1,0,1,0,0
88,0,1,0.53803950548172,1,1.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,3.4,0.24,2.25,2.5,0.6875,4.0,4.0,0.0,2.2,2.56,3.0,1,0,0,1,0,0
94,0,1,0.6365344524383545,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.4,0.24,2.5,2.0,1.0,2.5714285714285716,3.0,0.2448979591836734,3.8,0.1599999999999999,2.0,0,0,1,0,0,1
103,0,1,0.5297883152961731,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.4,0.64,2.625,2.0,1.234375,2.2857142857142856,1.0,2.2040816326530615,2.4,2.24,1.0,0,1,0,1,0,0
112,0,0,0.4509305953979492,1,0.0,16.0,0.0,3,3,1.0,1.0,0.0,0.0,1.0,0,3.4,0.24,2.5,2.5,0.75,4.0,4.0,0.0,4.6,0.24,1.0,0,1,0,1,0,0
115,0,1,0.625993013381958,1,1.0,15.0,0.0,2,0,0.0,0.0,1.0,1.0,0.0,0,2.8,0.1599999999999999,2.375,2.5,1.484375,3.7142857142857144,4.0,0.2040816326530612,4.2,0.5599999999999999,4.0,1,0,0,1,0,0
123,1,1,0.6545738577842712,1,0.0,17.0,0.0,3,2,1.0,1.0,0.0,0.0,1.0,0,3.2,0.1599999999999999,2.875,3.0,1.359375,3.857142857142857,4.0,0.1224489795918367,5.0,0.0,1.0,0,1,0,1,0,0
124,0,1,0.5788971185684204,1,0.0,15.0,1.0,5,5,1.0,0.0,0.0,0.0,0.0,0,3.6,0.24,1.75,2.0,0.4375,3.142857142857143,3.0,0.4081632653061224,4.2,0.1599999999999999,4.0,0,1,0,1,0,0
125,0,1,0.6064475774765015,1,1.0,16.0,0.0,1,1,0.0,1.0,0.0,0.0,0.0,0,2.6,1.4400000000000002,1.875,2.0,0.609375,3.857142857142857,4.0,0.1224489795918367,3.8,1.36,1.0,0,1,0,1,0,0
131,0,1,0.7684036493301392,2,1.0,15.0,0.0,0,1,0.0,0.0,1.0,1.0,1.0,0,2.6,0.24,1.875,2.0,0.359375,2.857142857142857,3.0,1.2653061224489797,3.0,0.0,1.0,1,0,0,1,0,0
135,0,1,0.7692418694496155,2,1.0,15.0,0.0,0,1,0.0,1.0,0.0,0.0,0.0,0,2.8,1.36,3.0,3.0,1.0,3.857142857142857,4.0,0.1224489795918367,3.4,0.64,1.0,1,0,0,1,0,0
140,0,1,0.7193986773490906,1,1.0,16.0,0.0,2,0,1.0,0.0,0.0,0.0,1.0,0,3.4,0.24,2.25,2.0,1.4375,3.0,4.0,1.7142857142857142,4.0,0.0,4.0,1,0,0,1,0,0
152,1,0,0.4943407773971557,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.6,0.64,2.125,2.0,1.109375,2.857142857142857,3.0,0.4081632653061224,4.4,0.64,1.0,0,1,0,0,1,0
153,1,1,0.796669065952301,2,1.0,14.0,1.0,3,4,0.0,1.0,0.0,0.0,0.0,0,3.0,0.0,2.0,2.0,0.0,3.5714285714285716,4.0,0.5306122448979593,3.6,0.24,4.0,1,0,0,1,0,0
155,0,1,0.5546776652336121,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,3.6,0.24,1.9689612015018776,2.0,0.6946662520892042,3.7142857142857144,4.0,0.2040816326530612,4.0,0.8,1.0,1,0,0,1,0,0
158,0,0,0.4946773648262024,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.4,1.04,2.75,2.5,1.1875,3.2857142857142856,3.0,0.489795918367347,4.2135635635635635,1.3553104556007458,2.0,1,0,0,1,0,0
161,0,0,0.403297483921051,2,1.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,1,3.4,0.24,2.5,2.0,1.0,4.0,4.0,0.0,4.2,0.96,4.0,1,0,0,1,0,0
165,0,0,0.4994999170303345,1,0.0,14.0,0.0,0,1,1.0,1.0,1.0,0.0,1.0,0,3.6,0.24,2.125,2.0,1.109375,4.0,4.0,0.0,4.2,0.5599999999999999,4.0,1,0,0,1,0,0
171,0,1,0.524472713470459,1,1.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.6,0.6400000000000002,2.0,1.5,1.5,4.0,4.0,0.0,1.0,0.0,1.0,1,0,0,0,1,0
175,0,1,0.5014306306838989,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,2.4,0.24,3.0,3.0,0.25,2.7142857142857144,4.0,2.204081632653061,4.0,0.0,2.0,0,1,0,0,1,0
178,0,1,0.6619905829429626,1,0.0,16.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.2,0.1599999999999999,2.875,3.0,0.359375,3.0,3.0,0.0,4.4,0.24,2.0,0,1,0,0,1,0
183,0,1,0.514233410358429,1,0.0,17.0,0.0,3,2,1.0,0.0,1.0,0.0,1.0,0,3.8,0.1599999999999999,2.375,2.0,1.234375,4.0,4.0,0.0,4.0,0.4,4.0,1,0,0,1,0,0
185,1,1,0.7196403741836548,1,0.0,16.0,0.0,2,2,1.0,0.0,0.0,0.0,1.0,0,3.0,0.8,2.5,2.5,0.75,3.5714285714285716,4.0,0.2448979591836734,4.0,0.4,1.0,0,1,0,1,0,0
190,0,1,0.6111602783203125,1,0.0,16.0,0.0,3,2,1.0,1.0,0.0,0.0,1.0,0,2.6,1.84,2.5,2.0,1.5,3.7142857142857144,4.0,0.489795918367347,3.6,0.64,4.0,1,0,0,1,0,0
194,0,1,0.6067575216293335,1,0.0,17.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,2.8,0.5599999999999999,2.75,3.0,0.6875,3.142857142857143,4.0,1.2653061224489797,4.4,0.6399999999999999,2.0,1,0,0,1,0,0
202,0,1,0.7485126852989197,2,0.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.4,0.24,2.375,2.0,1.234375,3.5714285714285716,4.0,0.2448979591836734,4.0,0.8,1.0,0,1,0,0,1,0
203,0,1,0.6499654054641724,1,0.0,16.0,1.0,3,3,0.0,1.0,0.0,0.0,0.0,0,2.2,0.5599999999999999,2.0,2.0,0.5,3.4285714285714284,3.0,0.2448979591836734,3.8,0.96,3.0,0,1,0,1,0,0
209,0,1,0.6930567622184753,2,1.0,16.0,1.0,3,2,1.0,0.0,0.0,0.0,1.0,0,3.2,0.5599999999999999,1.75,2.0,0.4375,3.857142857142857,4.0,0.1224489795918367,4.0,1.2,2.0,0,1,0,1,0,0
210,0,1,0.6701880097389221,1,0.0,17.0,0.0,3,3,0.0,1.0,0.0,0.0,0.0,0,2.6,0.24,2.375,2.5,0.484375,3.4285714285714284,3.0,0.2448979591836734,4.2,0.1599999999999999,5.0,1,0,0,1,0,0
215,0,1,0.7539314031600952,1,0.0,17.0,0.0,3,3,1.0,0.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.5,2.5,0.25,3.142857142857143,3.0,0.6938775510204082,2.0,0.4,1.0,0,1,0,1,0,0
226,0,0,0.4656589925289154,1,0.0,17.0,0.0,5,4,1.0,0.0,0.0,0.0,1.0,0,1.8,0.56,2.519218710810133,2.5768748432405317,1.2333668011062917,3.5714285714285716,4.0,1.1020408163265307,3.4,2.6399999999999997,5.0,1,0,0,1,0,0
234,0,0,0.4714612960815429,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.0,0.0,2.875,3.0,0.609375,3.142857142857143,3.0,0.6938775510204082,2.8,1.36,2.0,0,1,0,0,1,0
243,0,1,0.600679874420166,1,0.0,15.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,1.8,1.36,2.25,2.0,0.6875,2.4285714285714284,3.0,1.1020408163265307,4.6,0.6399999999999999,4.0,0,1,0,0,1,0
250,0,1,0.503000795841217,1,0.0,16.0,0.0,3,2,1.0,1.0,0.0,0.0,1.0,0,2.8,0.5599999999999999,2.0,2.0,0.5,3.142857142857143,4.0,1.2653061224489797,3.8,0.1599999999999999,5.0,1,0,0,1,0,0
251,1,1,0.5934387445449829,1,0.0,16.0,0.0,3,3,1.0,1.0,0.0,0.0,1.0,0,4.0,0.0,2.875,3.0,0.359375,4.0,4.0,0.0,2.4,1.44,5.0,1,0,0,1,0,0
252,0,0,0.4532550275325775,1,0.0,16.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.6,0.64,2.125,2.0,0.609375,2.7142857142857144,4.0,2.204081632653061,1.2,0.16,4.0,1,0,0,1,0,0
256,1,1,0.6247437000274658,1,1.0,16.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.2,0.1599999999999999,1.875,2.0,0.609375,3.5714285714285716,4.0,0.5306122448979592,3.4,0.24,3.0,0,1,0,1,0,0
260,0,0,0.4959200620651245,1,0.0,17.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.2,0.5599999999999999,1.875,2.0,0.859375,3.142857142857143,3.0,0.1224489795918367,2.8,0.96,1.0,0,1,0,1,0,0
263,1,1,0.6055637001991272,1,1.0,17.0,0.0,3,3,1.0,1.0,1.0,1.0,1.0,1,4.0,0.0,1.875,2.0,0.859375,3.7142857142857144,4.0,0.2040816326530612,4.8,0.1599999999999999,3.0,1,0,0,1,0,0
265,1,1,0.6057819128036499,2,1.0,16.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,0,3.8,0.1599999999999999,2.25,2.0,1.4375,3.2857142857142856,3.0,0.489795918367347,3.6,2.24,1.0,0,1,0,0,0,1
269,0,1,0.5316667556762695,1,0.0,16.0,0.0,4,2,1.0,1.0,0.0,0.0,1.0,0,3.6,0.24,1.625,1.5,0.484375,3.142857142857143,3.0,0.6938775510204082,5.0,0.0,1.0,0,1,0,1,0,0
272,1,1,0.6706210374832153,1,0.0,16.0,0.0,4,3,1.0,1.0,1.0,0.0,1.0,1,2.4,0.6400000000000002,2.644218710810133,2.5768748432405317,1.4629371234037587,3.5714285714285716,4.0,0.2448979591836734,3.8,0.1599999999999999,1.0,0,1,0,0,1,0
273,0,1,0.6892797946929932,1,0.0,16.0,1.0,3,0,1.0,1.0,0.0,0.0,0.0,0,3.2,0.5599999999999999,2.25,2.0,0.4375,3.142857142857143,3.0,0.6938775510204082,4.6,0.24,1.0,0,1,0,1,0,0
274,0,1,0.5625903010368347,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,2.2,0.1599999999999999,2.5,2.5,0.75,3.0,3.0,0.5714285714285714,4.0,0.4,1.0,0,1,0,1,0,0
276,0,1,0.8259713649749756,1,0.0,17.0,0.0,2,2,1.0,0.0,1.0,0.0,1.0,0,3.0,0.0,2.25,2.5,0.6875,3.857142857142857,4.0,0.1224489795918367,4.4,0.6399999999999999,1.0,0,1,0,1,0,0
277,1,1,0.6706137657165527,1,0.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,2.6,0.24,2.5,2.5,0.25,3.7142857142857144,4.0,0.2040816326530612,4.0,0.4,2.0,0,1,0,1,0,0
280,0,1,0.7368566989898682,2,1.0,16.0,0.0,2,2,1.0,0.0,1.0,0.0,0.0,0,1.6,1.44,1.625,1.5,0.484375,4.0,4.0,0.0,5.0,0.0,1.0,0,1,0,1,0,0
284,1,1,0.7896062731742859,1,1.0,15.0,1.0,2,2,1.0,0.0,0.0,0.0,1.0,0,2.0,1.6,2.125,2.0,0.109375,2.4285714285714284,2.0,0.2448979591836734,4.2,0.5599999999999999,4.0,1,0,0,1,0,0
295,0,0,0.486501544713974,1,0.0,15.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.875,3.0,0.609375,3.142857142857143,3.0,0.6938775510204082,4.4,0.64,1.0,0,1,0,1,0,0
303,0,0,0.4616436660289764,1,0.0,16.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,3.197992471769134,0.1608191319707372,2.625,3.0,0.734375,3.7142857142857144,4.0,0.2040816326530612,4.0,1.6,4.0,1,0,0,1,0,0
305,0,1,0.6927026510238647,2,1.0,16.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,0,3.0,1.6,2.875,3.0,0.359375,2.142857142857143,1.0,1.8367346938775508,3.0,0.0,3.0,1,0,0,1,0,0
315,0,1,0.537719190120697,1,0.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.625,3.0,0.734375,3.5714285714285716,4.0,0.2448979591836734,4.8,0.1599999999999999,2.0,1,0,0,1,0,0
316,0,1,0.5804387331008911,1,0.0,17.0,0.0,2,0,1.0,0.0,0.0,0.0,0.0,0,3.0,0.4,2.375,3.0,0.734375,3.2857142857142856,3.0,0.2040816326530612,3.0,0.4,3.0,1,0,0,1,0,0
323,0,1,0.5894089937210083,1,0.0,17.0,0.0,2,2,0.0,1.0,0.0,0.0,0.0,0,2.2,0.5599999999999999,2.125,2.0,1.109375,2.4285714285714284,2.0,0.816326530612245,4.0,0.8,3.0,1,0,0,0,0,1
327,0,1,0.6022775769233704,1,0.0,17.0,0.0,3,2,0.0,1.0,0.0,0.0,0.0,0,3.6,0.24,1.875,1.5,0.859375,4.0,4.0,0.0,4.0,0.4,2.0,1,0,0,1,0,0
330,0,1,0.5086437463760376,1,0.0,17.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,1,3.2,0.5599999999999999,2.5,2.5,0.25,3.7142857142857144,4.0,0.2040816326530612,4.6,0.24,1.0,0,1,0,1,0,0
331,1,1,0.7700387835502625,1,0.0,17.0,0.0,2,0,1.0,1.0,0.0,0.0,1.0,0,3.4,0.24,2.25,2.5,0.6875,3.2857142857142856,3.0,0.489795918367347,4.0,0.4,5.0,1,0,0,1,0,0
332,0,1,0.7241159677505493,1,1.0,14.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0,3.2,1.36,1.875,1.0,1.359375,3.2857142857142856,4.0,1.0612244897959184,1.8,2.5600000000000005,1.0,1,0,0,1,0,0
336,0,1,0.5960349440574646,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.8,0.5599999999999999,2.75,2.5,1.1875,3.0,3.0,0.0,4.6,0.24,1.0,0,1,0,1,0,0
341,0,1,0.6528148651123047,1,0.0,15.0,1.0,3,2,0.0,0.0,0.0,0.0,0.0,1,3.6,0.6400000000000002,3.0,3.5,1.5,4.0,4.0,0.0,3.4,3.8400000000000007,1.0,0,1,0,1,0,0
348,1,1,0.6632158160209656,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,1.8,0.16,2.75,3.0,0.9375,1.1428571428571428,1.0,0.1224489795918367,3.0,0.0,1.0,1,0,0,1,0,0
357,0,0,0.3773757219314575,1,0.0,14.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1,3.552048253329983,0.3067395760388433,2.0,1.5,1.25,3.5714285714285716,4.0,1.1020408163265307,3.4,1.4400000000000002,1.0,1,0,0,1,0,0
359,0,1,0.66465824842453,1,0.0,14.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,0,2.6,1.04,2.875,3.0,0.859375,2.5714285714285716,2.0,0.5306122448979592,3.4,1.84,4.0,1,0,0,1,0,0
363,0,1,0.5342820286750793,1,1.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.0,0.4,2.0,2.0,1.0,3.142857142857143,3.0,0.4081632653061224,4.6,0.24,1.0,0,1,0,1,0,0
366,0,1,0.5694566369056702,2,1.0,14.0,0.0,3,3,1.0,0.0,0.0,0.0,0.0,1,2.2,0.96,2.125,2.0,1.109375,4.0,4.0,0.0,3.8,0.5599999999999999,2.0,0,1,0,1,0,0
371,1,1,0.5850744247436523,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.8,0.1599999999999999,2.625,3.0,0.484375,3.7142857142857144,4.0,0.489795918367347,4.0,0.4,4.0,1,0,0,1,0,0
379,1,1,0.5172433257102966,1,0.0,14.0,1.0,4,3,0.0,0.0,1.0,1.0,1.0,0,3.6,0.24,2.375,2.0,0.734375,3.7142857142857144,4.0,0.2040816326530612,2.8,2.56,5.0,1,0,0,1,0,0
387,0,1,0.5062735080718994,1,0.0,16.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,1,3.2,0.1599999999999999,1.875,1.0,1.609375,3.5714285714285716,4.0,0.5306122448979592,4.2,2.56,1.0,0,1,0,0,1,0
392,0,1,0.6165255308151245,1,0.0,14.0,0.0,0,1,1.0,0.0,0.0,0.0,0.0,0,2.2,0.1599999999999999,3.0,3.0,0.75,3.2857142857142856,4.0,1.346938775510204,3.6,0.24,1.0,1,0,0,1,0,0
396,1,1,0.5640323162078857,2,1.0,15.0,1.0,0,1,1.0,0.0,0.0,0.0,0.0,1,3.2,0.1599999999999999,2.375,2.5,0.484375,2.142857142857143,2.0,1.2653061224489797,3.8,0.1599999999999999,1.0,1,0,0,1,0,0
404,0,1,0.5878636837005615,1,1.0,15.0,0.0,3,3,1.0,0.0,1.0,0.0,1.0,0,2.0,0.4,2.5,2.5,1.25,1.4285714285714286,1.0,0.5306122448979591,4.0,0.8,2.0,0,1,0,0,1,0
413,1,1,0.6927412748336792,2,1.0,15.0,1.0,2,2,0.0,1.0,0.0,0.0,0.0,0,2.8,0.96,2.75,3.0,0.9375,2.7142857142857144,4.0,2.2040816326530615,3.0,0.0,1.0,0,1,0,1,0,0
416,0,1,0.755490243434906,2,1.0,16.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,1,2.6,0.24,2.519218710810133,2.5768748432405317,0.7333668011062916,2.2857142857142856,2.0,1.6326530612244896,4.4,0.6399999999999999,2.0,1,0,0,1,0,0
430,1,1,0.542640745639801,1,1.0,17.0,0.0,4,3,1.0,0.0,0.0,0.0,0.0,0,3.0,0.0,2.75,3.0,0.1875,2.857142857142857,3.0,0.1224489795918367,3.8,2.16,2.0,0,1,0,1,0,0
438,0,1,0.6336320042610168,2,1.0,17.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,3.2,0.96,4.0,4.0,0.0,3.2857142857142856,4.0,1.346938775510204,5.0,0.0,1.0,0,1,0,0,0,1
443,1,1,0.5965641140937805,1,1.0,14.0,1.0,4,4,0.0,0.0,0.0,0.0,0.0,1,1.8,0.56,2.375,2.0,1.234375,1.5714285714285714,1.0,0.5306122448979591,2.4,2.24,2.0,1,0,0,0,1,0
452,1,1,0.6913849711418152,1,0.0,16.0,0.0,2,0,1.0,0.0,0.0,0.0,1.0,0,3.6,0.24,2.5,2.0,0.5,2.857142857142857,3.0,0.6938775510204082,4.4,0.6399999999999999,2.0,1,0,0,1,0,0
458,1,1,0.7161303758621216,1,0.0,15.0,0.0,0,1,1.0,1.0,1.0,0.0,0.0,0,2.6,0.64,2.5,2.5,1.25,2.4285714285714284,2.0,1.9591836734693877,5.0,0.0,1.0,1,0,0,0,1,0
460,0,1,0.568718671798706,1,0.0,15.0,0.0,4,4,1.0,0.0,0.0,0.0,0.0,0,3.0,0.0,2.75,3.0,1.4375,3.5714285714285716,4.0,1.1020408163265307,4.4,0.6399999999999999,1.0,0,1,0,0,1,0
461,1,1,0.7336180806159973,2,1.0,15.0,0.0,2,2,1.0,1.0,0.0,0.0,1.0,0,3.8,0.1599999999999999,2.875,3.0,0.359375,3.0,4.0,1.7142857142857142,3.0,1.6,3.0,1,0,0,1,0,0
467,0,1,0.5047628879547119,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,2.2,0.5599999999999999,2.875,3.0,1.109375,2.7142857142857144,2.0,1.3469387755102038,4.4967049425861205,0.4066335444412015,1.0,0,0,1,0,1,0
469,0,1,0.6066046357154846,1,1.0,15.0,0.0,0,1,1.0,0.0,0.0,0.0,1.0,0,2.6,1.0400000000000005,2.0,2.0,0.75,2.0,1.0,1.4285714285714286,4.6,0.6399999999999999,4.0,1,0,0,1,0,0
490,0,1,0.5633682608604431,1,0.0,15.0,0.0,0,1,1.0,1.0,0.0,0.0,0.0,0,3.4,0.24,2.25,2.0,1.4375,4.0,4.0,0.0,4.6,0.6399999999999999,5.0,1,0,0,1,0,0
491,0,1,0.7563868761062622,1,0.0,14.0,0.0,0,1,1.0,1.0,0.0,0.0,1.0,0,2.8,0.1599999999999999,2.875,3.0,1.109375,3.5714285714285716,4.0,0.2448979591836734,3.8,0.1599999999999999,1.0,1,0,0,1,0,0
494,0,1,0.8745964169502258,1,0.0,16.0,0.0,4,4,1.0,1.0,0.0,0.0,0.0,1,2.0,1.2,1.75,1.5,0.9375,3.7142857142857144,4.0,0.489795918367347,3.8,0.1599999999999999,4.0,1,0,0,1,0,0
504,0,1,0.525128960609436,1,0.0,16.0,0.0,2,3,1.0,1.0,0.0,0.0,0.0,0,2.752048253329982,0.5500167813668152,2.625,3.0,0.234375,3.5714285714285716,4.0,0.2448979591836734,4.2,0.1599999999999999,1.0,0,1,0,1,0,0
507,0,0,0.4040029048919678,1,0.0,16.0,0.0,3,2,0.0,0.0,0.0,0.0,1.0,1,2.4,0.24,2.5,3.0,0.5,2.5714285714285716,3.0,0.5306122448979592,4.4,0.24,5.0,1,0,0,1,0,0
508,0,1,0.5095658898353577,1,0.0,16.0,0.0,3,2,1.0,1.0,0.0,0.0,1.0,0,2.2,0.5599999999999999,2.625,2.5,0.984375,3.5714285714285716,4.0,0.5306122448979592,4.2,2.56,1.0,0,1,0,0,1,0
517,0,0,0.4707900583744049,2,1.0,17.0,1.0,3,2,1.0,0.0,0.0,0.0,1.0,1,1.6,0.24,2.75,2.5,1.1875,2.4285714285714284,2.0,1.9591836734693877,3.8,0.1599999999999999,4.0,1,0,0,0,1,0
