threshold,accuracy,balanced_accuracy,precision_ppv,recall_sensitivity,specificity,npv,f1_positive,TP,FP,TN,FN,support
0.5,0.6029723991507431,0.6819812930172363,0.2975206611570248,0.8089887640449438,0.5549738219895288,0.925764192139738,0.4350453172205438,144,340,424,34,942
