PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22
-0.72611153,-0.6824377,0.36519098,-0.36335325,0.16524325,-0.42117405,-0.2039847,-0.22001897,-0.2541112,-0.108290605,0.17408071,0.11144832,-0.10897762,-0.09420966,0.37585077,0.19708763,-0.08772298,-0.04434941,0.22906898,-0.034649517,0.08412011,-0.16042168
0.6495214,-0.43656638,0.5275364,1.1169366,0.68016994,0.48967785,-0.32133144,0.34946486,-0.6158331,-0.37540457,0.08774695,-0.19809212,0.3043568,-0.3213631,-0.1539115,0.046041172,0.00954842,0.058580603,-0.26565158,0.051499788,0.07814554,-0.09701414
-0.7320622,0.5833543,-0.084078066,-0.0057043596,-0.2095043,-0.25497565,0.06775846,-0.02847417,-0.10013873,-0.15677567,-0.03424299,-0.00866132,-0.027559724,-0.057678945,0.05929034,-0.11188927,-0.05210446,0.2659224,0.07792991,0.069729365,-0.0032915773,-0.011393043
-0.5876611,-0.3708631,0.11412095,0.5923227,0.23879479,-1.0583719,0.6574827,-0.30331922,0.32334474,0.1710447,-1.1754775,0.6336206,0.094012514,0.0030729666,-0.18728964,0.027696243,-0.2627404,0.019589826,0.063276246,-0.009805563,0.5501173,0.008560469
0.8959849,-0.06951043,-0.8736146,0.513761,-0.37404573,0.39662084,-0.5183002,0.45486918,-0.16605224,0.15672483,0.016249765,0.5100751,-0.45416006,0.06207699,0.011370403,-0.18459457,0.23362505,0.1342803,-0.17749241,-0.091967985,-0.040137395,0.02516408
0.6966,0.54949105,0.08816385,-0.16504736,0.4122613,0.13116662,-0.1768505,-0.026433114,0.008155618,-0.011090214,0.02531579,0.30491853,-0.014153101,-0.08203622,0.19950998,-0.08661789,-0.008727996,-0.04697406,0.11804266,-0.17718428,-0.011941952,-0.019618005
-0.93968713,0.5403563,-0.20662399,-0.023023149,-0.03996591,-0.146708,0.02589836,0.1080521,0.107453436,0.33007717,0.097570084,-0.37628803,0.0054312833,-0.077926345,0.023918454,-0.13566184,0.10421307,0.11642135,0.028680174,0.0937626,0.010290775,-0.12098494
0.65583205,0.6170197,0.1537912,-0.09119578,0.08642074,-0.033059396,-0.025550537,0.16918877,-0.04107721,0.056452714,0.05828092,0.25466293,-0.061468758,-0.1424521,0.039080333,-0.0868765,0.44205195,-0.023414413,-0.22879663,0.06260894,0.05556003,-0.12605837
-0.8712582,-0.094764605,0.11126914,-0.7198636,-0.11374607,0.13160962,-0.2677558,0.07785534,0.0051688626,0.16233972,0.02777565,-0.27004865,0.106409185,0.11806,0.04345105,-0.10344777,-0.2651195,-0.23182389,-0.05301706,-0.21764176,-0.04518629,0.24842139
-0.9577839,-0.2910196,0.32578275,-0.011583873,-0.5088938,0.58436114,-0.36248872,0.046006795,-0.079634786,0.23151134,-0.0070186057,-0.26527786,-0.3525399,0.23139232,0.08699904,-0.46029395,0.051620975,0.1275739,-0.06658701,0.07674544,-0.033453684,0.08890225
-0.96334064,-0.457712,0.06307171,-0.67493373,0.47440556,0.5917533,0.31065023,0.64489764,0.1846681,0.07464319,-0.6426959,-0.34836528,-0.03662944,-0.37369022,-0.18308307,0.17173396,-0.002832036,0.09018336,0.053327303,-0.09976405,-0.2265848,0.029724931
0.7086477,-0.31441897,0.46981618,0.97685665,0.45716098,-0.28346774,0.07209696,0.10894983,-0.1272956,0.6420151,-0.08700513,0.92627156,-0.20890763,0.5550346,-0.28946254,0.06438251,0.05535,-0.16831602,-0.059056547,0.21302098,-0.1801412,-0.27616024
0.67607874,0.0066131377,0.43915445,-0.72768784,-0.19064891,0.11687041,-0.0660706,0.16778368,-0.05104013,0.11722379,0.07714857,0.15591535,0.06126518,0.09725084,-0.20673138,0.03272824,-0.29546413,-0.07729814,-0.20392562,0.06756996,0.0063800947,-0.046662673
0.64956564,-0.9286995,0.42252004,-0.25047973,0.7395162,0.076121114,0.70643437,0.13200745,-0.29889598,0.06549546,0.33097667,0.083307385,-0.071733646,-0.12823145,0.15151846,0.23509389,-0.28942007,-0.14171265,0.32370538,0.05829664,0.03558631,-0.1213754
0.71538854,-0.89996845,0.5832414,-0.16642049,0.619145,-0.3418254,0.54197896,0.4479973,-0.4569316,0.043299414,-0.21185309,0.070231766,0.3446215,0.55776423,0.24357405,0.17212714,-0.16068457,-0.05773396,0.08199912,-0.091586806,-0.15075308,-0.16271995
-0.66612375,0.1042931,-1.3808604,-0.016864201,-0.48272988,-0.3483578,-0.14958303,0.52939296,0.029611077,0.38267535,0.12266706,-0.22315747,-0.004747502,-0.08078126,-0.1381182,-0.031299617,-0.100049496,0.14363363,0.19717476,0.09801552,-0.021202972,-0.05592716
-0.6433668,0.48844796,-0.0961628,0.18046865,-0.47967544,-0.32319957,0.5460437,-0.30542552,-0.08619747,-0.23602165,0.024882682,0.22471322,-0.048380975,-0.1360921,0.49604923,-0.013746519,0.11384751,0.031929594,0.3885564,-0.0002651445,-0.031313885,-0.063555494
0.5995178,-0.17886756,0.27254996,-0.6915106,0.19527614,0.46447545,-0.12886596,-0.46584448,0.05757472,0.0808389,0.02331795,-0.007861385,0.08786154,0.14909188,-0.055023916,0.19350223,0.16209558,0.07904734,-0.18738087,-0.017446874,0.01713516,-0.037046432
-0.94676036,-0.9656109,0.32274237,-0.50429314,0.9749136,-0.06079869,-0.63886184,0.38605946,1.0775161,-0.039015353,-0.10489226,0.20134903,-0.25288758,-0.26559764,-0.062383506,0.70918894,0.24948306,-0.21264033,0.24756122,0.15126523,-0.15439291,-0.114240564
0.6441005,-0.21291001,0.4548619,-0.5852766,-0.3474451,0.14006732,0.06028764,-0.22689198,0.319636,-0.1030902,-0.74517196,-0.2153767,-0.078096285,-0.35804144,-0.13268067,0.1488945,0.124046534,-0.037208997,-0.079457246,0.12763289,-0.18898068,-0.03557584
