threshold,accuracy,balanced_accuracy,precision_ppv,recall_sensitivity,specificity,npv,f1_positive,TP,FP,TN,FN,support
0.5,0.4447983014861996,0.6074990115538373,0.28611898016997167,0.9140271493212669,0.30097087378640774,0.9194915254237288,0.43581445523193096,202,504,217,19,942
