mean_predicted_score,n,positives_observed,observed_prevalence,predicted_positive_rate,calibration_error_observed_minus_predicted,abs_calibration_error
0.2510121457489878,162,44,0.2716049382716049,0.0,0.020592792522617143,0.020592792522617143
0.5456885456885456,780,421,0.5397435897435897,1.0,-0.005944955944955921,0.005944955944955921
