u1,a1,d1,u2,a2,d2,threshold,accuracy,balanced_accuracy,recall_sensitivity,specificity,precision_ppv,npv,f1_positive,TP,FP,TN,FN
64,relu,0.3,16,relu,0.05,0.5,0.5923566878980892,0.6560459438790517,0.7584269662921348,0.5536649214659686,0.28361344537815125,0.907725321888412,0.41284403669724773,135,341,423,43
64,relu,0.3,16,relu,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,relu,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,relu,0.0,0.25,0.19745222929936307,0.5052356020942408,1.0,0.010471204188481676,0.1905781584582441,1.0,0.32014388489208634,178,756,8,0
64,relu,0.3,16,relu,0.0,0.3,0.2664543524416136,0.5456203306076828,0.9943820224719101,0.0968586387434555,0.2041522491349481,0.9866666666666667,0.33875598086124403,177,690,74,1
64,relu,0.3,16,relu,0.0,0.35,0.3991507430997877,0.612344843814342,0.9550561797752809,0.2696335078534031,0.23351648351648352,0.9626168224299065,0.37527593818984545,170,558,206,8
64,relu,0.3,16,relu,0.0,0.4,0.5084925690021231,0.6452806047414554,0.8651685393258427,0.42539267015706805,0.2596964586846543,0.9312320916905444,0.39948119325551235,154,439,325,24
64,relu,0.3,16,relu,0.0,0.5,0.692144373673036,0.6874007294546738,0.6797752808988764,0.6950261780104712,0.3418079096045198,0.9030612244897959,0.4548872180451128,121,233,531,57
64,relu,0.3,16,linear,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.1,0.3,0.1910828025477707,0.5013089005235603,1.0,0.002617801047120419,0.18936170212765957,1.0,0.3184257602862254,178,762,2,0
64,relu,0.3,16,linear,0.1,0.35,0.20382165605095542,0.5070077651626567,0.9943820224719101,0.01963350785340314,0.19114470842332612,0.9375,0.32065217391304346,177,749,15,1
64,relu,0.3,16,linear,0.1,0.4,0.262208067940552,0.5343843755515031,0.9719101123595506,0.0968586387434555,0.20046349942062572,0.9367088607594937,0.3323727185398655,173,690,74,5
64,relu,0.3,16,linear,0.1,0.5,0.49363057324840764,0.5887184540267074,0.7415730337078652,0.43586387434554974,0.2344582593250444,0.8786279683377308,0.3562753036437247,132,431,333,46
64,relu,0.3,16,linear,0.05,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.05,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.05,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.05,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.05,0.35,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.05,0.4,0.1932059447983015,0.5026178010471204,1.0,0.005235602094240838,0.18976545842217485,1.0,0.31899641577060933,178,760,4,0
64,relu,0.3,16,linear,0.05,0.5,0.5806794055201698,0.6639287605153243,0.797752808988764,0.5301047120418848,0.2834331337325349,0.9183673469387755,0.4182621502209131,142,359,405,36
64,relu,0.3,16,linear,0.0,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.0,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,linear,0.0,0.25,0.1942675159235669,0.5032722513089005,1.0,0.006544502617801047,0.18996798292422626,1.0,0.31928251121076234,178,759,5,0
64,relu,0.3,16,linear,0.0,0.3,0.23991507430997877,0.5292590740631802,0.9943820224719101,0.06413612565445026,0.1984304932735426,0.98,0.33084112149532713,177,715,49,1
64,relu,0.3,16,linear,0.0,0.35,0.3237791932059448,0.5723424907347491,0.9719101123595506,0.17277486910994763,0.21490683229813665,0.9635036496350365,0.35198372329603256,173,632,132,5
64,relu,0.3,16,linear,0.0,0.4,0.4416135881104034,0.6255956232719572,0.9213483146067416,0.3298429319371728,0.24260355029585798,0.9473684210526315,0.3840749414519906,164,512,252,14
64,relu,0.3,16,linear,0.0,0.5,0.6836518046709129,0.6950923583740221,0.7134831460674157,0.6767015706806283,0.339572192513369,0.9102112676056338,0.4601449275362319,127,247,517,51
64,relu,0.3,16,tanh,0.1,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,tanh,0.1,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,tanh,0.1,0.25,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,tanh,0.1,0.3,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,tanh,0.1,0.35,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,tanh,0.1,0.4,0.22505307855626328,0.5200967703982587,0.9943820224719101,0.04581151832460733,0.19536423841059603,0.9722222222222222,0.32656826568265684,177,729,35,1
64,relu,0.3,16,tanh,0.1,0.5,0.5997876857749469,0.6390817106888641,0.702247191011236,0.5759162303664922,0.27839643652561247,0.8924949290060852,0.39872408293460926,125,324,440,53
64,relu,0.3,16,tanh,0.05,0.15,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,tanh,0.05,0.2,0.18895966029723993,0.5,1.0,0.0,0.18895966029723993,0.0,0.31785714285714284,178,764,0,0
64,relu,0.3,16,tanh,0.05,0.25,0.20276008492569003,0.5085078534031413,1.0,0.017015706806282723,0.1916038751345533,1.0,0.3215898825654923,178,751,13,0
64,relu,0.3,16,tanh,0.05,0.3,0.2802547770700637,0.5519736455085593,0.9887640449438202,0.11518324607329843,0.20657276995305165,0.9777777777777777,0.341747572815534,176,676,88,2
64,relu,0.3,16,tanh,0.05,0.35,0.3885350318471338,0.5971821871874816,0.9325842696629213,0.2617801047120419,0.2273972602739726,0.9433962264150944,0.3656387665198238,166,564,200,12
64,relu,0.3,16,tanh,0.05,0.4,0.5148619957537155,0.6470527678098712,0.8595505617977528,0.43455497382198954,0.26153846153846155,0.9299719887955182,0.40104849279161203,153,432,332,25
64,relu,0.3,16,tanh,0.05,0.5,0.678343949044586,0.6875110300605918,0.702247191011236,0.6727748691099477,0.3333333333333333,0.9065255731922398,0.45207956600361665,125,250,514,53
64,relu,0.3,16,tanh,0.0,0.15,0.19851380042462846,0.5058900523560209,1.0,0.011780104712041885,0.1907824222936763,1.0,0.32043204320432045,178,755,9,0
64,relu,0.3,16,tanh,0.0,0.2,0.24734607218683652,0.5316856873933761,0.9887640449438202,0.07460732984293193,0.19932049830124576,0.9661016949152542,0.33176248821866167,176,707,57,2
64,relu,0.3,16,tanh,0.0,0.25,0.3067940552016985,0.5618712865462674,0.9719101123595506,0.1518324607329843,0.21071863580998781,0.9586776859504132,0.34634634634634637,173,648,116,5
