,PAÍS,ETNIA.BN,EDAD,FUGAS.BN,ABUSOSUBS1,ABUSOSUBS2,CONVIVEN.1,CONVIVEN.2,CONVIVEN.3,CONVIVEN.4,CONVIVEN_H,CONVIVEN_0,AUTOEFIC.MEAN,AUTOEFIC.VAR,IMPULS.MEAN,IMPULS.MEDIAN,IMPULS.VAR,APOYO.MEAN,APOYO.MEDIAN,APOYO.VAR,MORAL.MEAN,MORAL.VAR,PORNO.T,GENERO.BN0,ORIENTSEX.BN0,GENERO.BN1,ORIENTSEX.BN1
0,True,False,16.0,False,4,4,1.0,1.0,0.0,0.0,True,True,3.6,0.24,2.375,2.5,1.484375,4.0,4.0,0.0,5.0,0.0,1.0,False,True,True,False
1,True,False,16.0,False,3,2,1.0,1.0,0.0,0.0,True,False,2.7906218655967905,0.1566005438582548,2.375,2.0,0.734375,3.4285714285714284,4.0,0.5306122448979593,2.8,0.5599999999999999,4.0,True,True,False,False
2,True,False,17.0,False,3,3,1.0,1.0,0.0,0.0,False,False,2.4,1.4400000000000002,2.625,2.5,1.484375,3.2857142857142856,4.0,0.7755102040816327,4.2,0.96,3.0,False,True,True,False
3,True,False,16.0,False,3,3,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.25,2.0,0.9375,3.2857142857142856,4.0,0.7755102040816327,4.0,0.4,4.0,True,True,False,False
4,True,False,17.0,False,3,3,1.0,1.0,0.0,0.0,True,False,3.4,0.24,2.0,2.0,0.75,3.5714285714285716,4.0,0.5306122448979592,4.4,1.44,2.0,False,True,True,False
5,True,False,15.0,False,3,2,0.0,1.0,0.0,0.0,False,False,3.3906218655967906,0.2478543051421063,2.875,3.0,1.359375,2.857142857142857,3.0,1.5510204081632657,3.0,1.2,4.0,True,True,False,False
6,True,False,16.0,False,0,1,1.0,1.0,0.0,0.0,True,False,2.2,0.5599999999999999,2.25,2.0,0.4375,3.7142857142857144,4.0,0.2040816326530612,3.8572001001753065,0.1959674459103831,2.0,True,False,False,True
7,True,False,17.0,False,3,2,1.0,1.0,0.0,0.0,True,False,1.8,0.56,2.5,2.5,1.25,3.5714285714285716,4.0,0.2448979591836734,4.4,0.64,1.0,False,True,True,False
8,True,True,17.0,False,5,4,1.0,0.0,0.0,0.0,False,False,2.2,2.16,1.375,1.0,0.984375,3.5714285714285716,4.0,1.1020408163265307,1.8,2.5600000000000005,2.0,True,False,False,True
9,True,False,17.0,False,4,4,1.0,1.0,1.0,0.0,True,False,4.0,0.0,2.25,2.5,1.1875,3.857142857142857,4.0,0.1224489795918367,4.2,0.5599999999999999,5.0,True,True,False,False
10,True,False,16.0,False,4,4,1.0,1.0,0.0,0.0,False,False,3.8,0.1599999999999999,2.75,3.0,0.9375,3.857142857142857,4.0,0.1224489795918367,3.6,1.84,1.0,True,True,False,False
11,True,False,16.0,False,2,2,1.0,1.0,0.0,0.0,True,False,2.8,0.96,2.75,3.0,1.4375,3.2857142857142856,4.0,0.7755102040816327,3.8,0.5599999999999999,1.0,False,True,True,False
12,True,False,16.0,False,2,0,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.375,2.0,1.234375,3.0,3.0,0.8571428571428571,4.4,0.24,5.0,True,True,False,False
13,False,False,17.0,False,2,2,1.0,0.0,0.0,0.0,True,False,3.2,0.5599999999999999,2.25,2.0,0.4375,3.7142857142857144,4.0,0.2040816326530612,4.6,0.6399999999999999,4.0,True,True,False,False
14,True,False,16.0,True,3,3,1.0,1.0,0.0,0.0,True,True,2.0,0.4,2.375,2.5,0.984375,2.142857142857143,2.0,0.6938775510204082,4.6,0.24,1.0,False,True,True,False
15,True,False,16.0,False,2,0,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.1001628664495113,1.9006514657980456,1.1199024658086558,3.7142857142857144,4.0,0.489795918367347,4.0,0.4,1.0,False,True,True,False
16,True,False,16.0,True,4,5,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.75,3.0,1.1875,3.857142857142857,4.0,0.1224489795918367,4.8,0.1599999999999999,3.0,False,False,True,True
17,True,False,17.0,False,4,4,1.0,1.0,0.0,0.0,False,False,4.0,0.0,2.625,2.5,1.484375,4.0,4.0,0.0,5.0,0.0,4.0,True,True,False,False
18,True,False,17.0,False,5,5,0.0,0.0,0.0,0.0,False,True,4.0,0.0,1.875,1.0,1.359375,4.0,4.0,0.0,5.0,0.0,5.0,True,True,False,False
19,False,True,17.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.2,0.1599999999999999,2.25,2.0,1.4375,3.857142857142857,4.0,0.1224489795918367,4.0,0.4,1.0,True,True,False,False
20,True,False,17.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.25,2.0,0.4375,3.5714285714285716,4.0,0.2448979591836734,4.6,0.24,1.0,True,True,False,False
21,True,True,17.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.0,0.4,1.75,2.0,0.4375,4.0,4.0,0.0,4.2,1.36,1.0,False,True,True,False
22,True,False,17.0,False,2,2,1.0,1.0,0.0,0.0,True,False,3.2,0.1599999999999999,2.375,2.5,0.484375,3.5714285714285716,4.0,0.2448979591836734,4.2,0.5599999999999999,5.0,False,True,True,False
23,False,True,15.0,True,2,2,1.0,0.0,1.0,0.0,False,False,2.8,0.1599999999999999,2.375,2.5,0.984375,1.5714285714285714,1.0,0.5306122448979591,4.2,0.5599999999999999,1.0,True,True,False,False
24,True,False,17.0,False,0,1,1.0,0.0,0.0,1.0,True,False,1.6,0.24,2.75,3.0,0.9375,1.1428571428571428,1.0,0.1224489795918367,4.0,0.4,2.0,True,True,False,False
25,True,False,17.0,False,0,1,1.0,0.0,1.0,0.0,True,False,2.8,0.5599999999999999,2.25,2.0,0.4375,3.2857142857142856,3.0,0.489795918367347,5.0,0.0,3.0,False,True,True,False
26,True,False,17.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.2,1.36,2.5,2.0,1.5,3.7142857142857144,4.0,0.2040816326530612,3.8,0.1599999999999999,2.0,True,True,False,False
27,True,False,17.0,False,3,2,1.0,1.0,0.0,0.0,True,False,3.4,0.24,2.25,2.0,0.1875,3.0,3.0,0.5714285714285714,3.4,0.24,5.0,True,True,False,False
28,True,False,17.0,False,2,2,1.0,0.0,0.0,0.0,True,False,3.4,0.24,1.75,2.0,0.4375,4.0,4.0,0.0,4.4,0.24,2.0,False,True,True,False
29,True,False,17.0,True,2,2,1.0,1.0,0.0,0.0,False,False,3.2,0.1599999999999999,2.5,2.5,0.25,2.4285714285714284,2.0,1.3877551020408163,4.6,0.24,4.0,True,False,False,True
30,True,False,16.0,False,4,3,1.0,0.0,0.0,0.0,False,False,2.8,0.96,2.375,2.0,1.234375,2.7142857142857144,3.0,1.6326530612244898,4.8,0.1599999999999999,4.0,True,True,False,False
31,True,False,14.0,True,3,3,0.0,1.0,0.0,0.0,False,False,1.4,0.24,2.5,2.5,0.75,1.5714285714285714,1.0,1.1020408163265307,3.8,2.56,1.0,False,True,True,False
32,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.4,0.24,2.625,3.0,0.734375,3.199113620929983,3.0,0.2985657776620186,4.2,0.96,2.0,True,True,False,False
33,True,False,16.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.2,0.5599999999999999,3.25,3.0,0.4375,3.5714285714285716,4.0,1.1020408163265307,4.8,0.1599999999999999,1.0,False,True,True,False
34,True,False,15.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.2,0.5599999999999999,3.0,3.0,0.75,3.2857142857142856,3.0,0.489795918367347,2.8,1.7600000000000002,1.0,False,True,True,False
35,True,True,17.0,True,2,2,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.125,2.0,0.359375,2.5714285714285716,3.0,0.8163265306122449,4.4,0.24,3.0,True,True,False,False
36,True,False,17.0,False,0,1,1.0,1.0,0.0,0.0,False,False,2.914327144842929,0.0340170511477578,2.3991018454906787,2.4144439655172416,0.1341968291381966,3.261904393338928,3.344008006004503,0.1709657741508746,3.9506546817266353,0.0700784676330909,2.0,True,True,False,False
37,True,False,17.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.8,0.1599999999999999,1.8901670662917665,2.0,0.5948371190122519,3.142857142857143,4.0,1.836734693877551,4.6,0.24,1.0,True,True,False,False
38,True,True,17.0,False,2,2,1.0,1.0,0.0,0.0,True,False,2.8,0.1599999999999999,2.625,3.0,1.234375,3.857142857142857,4.0,0.1224489795918367,3.8,0.5599999999999999,5.0,True,True,False,False
39,True,False,16.0,True,3,3,1.0,1.0,0.0,0.0,True,False,2.6,0.24,2.5,2.5,0.25,3.2857142857142856,4.0,0.7755102040816327,2.6,1.04,3.0,True,True,False,False
40,True,False,17.0,False,2,2,1.0,1.0,0.0,0.0,True,False,2.4,0.24,2.5,2.5,0.75,3.4285714285714284,4.0,0.816326530612245,4.2,0.5599999999999999,5.0,True,True,False,False
41,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,2.8,1.36,3.375,3.5,0.484375,2.142857142857143,1.0,1.8367346938775508,2.6,1.84,5.0,True,True,False,False
42,False,True,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.0,1.2,2.0,2.0,0.5,2.7142857142857144,3.0,0.7755102040816327,4.4,0.24,2.0,True,True,False,False
43,True,False,14.0,True,4,3,1.0,1.0,0.0,0.0,True,False,1.6,0.64,2.75,2.5,1.1875,2.5714285714285716,3.0,1.3877551020408163,4.6,0.24,4.0,False,True,True,False
44,False,True,14.0,False,0,1,1.0,0.0,0.0,0.0,False,False,2.8,0.5599999999999999,2.875,3.0,0.359375,2.4285714285714284,3.0,0.5306122448979592,2.8,0.5599999999999999,5.0,True,True,False,False
45,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,True,False,2.8,0.1599999999999999,2.75,2.5,0.6875,3.2857142857142856,4.0,0.7755102040816327,3.8,0.5599999999999999,1.0,False,True,True,False
46,True,True,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.197992471769134,0.1608191319707372,2.25,2.0,0.1875,2.5714285714285716,3.0,0.816326530612245,3.4,0.24,4.0,True,True,False,False
47,True,False,14.0,False,2,0,1.0,1.0,0.0,0.0,True,False,4.0,0.0,2.375,2.0,0.234375,4.0,4.0,0.0,3.2,3.3600000000000003,1.0,True,True,False,False
48,True,False,15.0,True,3,2,1.0,1.0,1.0,1.0,True,True,3.4,0.64,2.375,2.0,1.734375,2.857142857142857,3.0,0.9795918367346936,1.8,0.56,1.0,False,False,True,True
49,True,True,14.0,False,2,0,1.0,1.0,0.0,0.0,True,True,2.8,0.5599999999999999,2.125,2.0,1.109375,3.0,4.0,1.4285714285714286,3.6,1.84,4.0,False,True,True,False
50,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,2.8,0.1599999999999999,2.375,2.5,0.484375,3.5714285714285716,4.0,0.2448979591836734,4.2,0.1599999999999999,1.0,False,True,True,False
51,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.0,0.4,2.625,2.0,1.234375,3.5714285714285716,4.0,0.2448979591836734,4.4,0.24,1.0,False,True,True,False
52,True,False,14.0,False,0,1,0.0,0.0,0.0,0.0,False,True,2.8,1.36,1.75,1.5,0.6875,3.857142857142857,4.0,0.1224489795918367,4.6,0.6399999999999999,5.0,True,True,False,False
53,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.0,0.4,2.0,1.5,1.25,2.857142857142857,3.0,0.6938775510204082,5.0,0.0,1.0,False,False,True,True
54,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,4.0,0.0,2.5,2.5,1.75,1.8571428571428572,2.0,0.979591836734694,1.0,0.0,1.0,False,False,True,True
55,False,False,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.2,0.1599999999999999,2.5,2.0,0.5,3.2857142857142856,4.0,0.7755102040816327,3.8,0.1599999999999999,2.0,True,True,False,False
56,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,4.0,0.0,2.0,1.0,1.75,3.5714285714285716,4.0,1.1020408163265307,3.2,1.36,2.0,True,True,False,False
57,True,True,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,2.2,0.1599999999999999,2.0,2.0,0.75,2.0,2.0,1.1428571428571428,3.0,0.4,1.0,False,False,True,True
58,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.0,0.8,2.875,3.0,1.109375,3.7142857142857144,4.0,0.2040816326530612,3.8,0.5599999999999999,1.0,False,True,True,False
59,True,True,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,2.2,1.36,2.375,2.5,0.984375,2.7142857142857144,4.0,2.2040816326530615,1.8,2.5600000000000005,1.0,False,True,True,False
60,True,False,14.0,False,0,1,0.0,0.0,0.0,0.0,False,True,3.6,0.24,2.25,2.5,0.6875,3.2857142857142856,4.0,1.0612244897959184,3.4,0.64,1.0,False,False,True,True
61,True,False,14.0,False,2,2,1.0,0.0,0.0,0.0,False,False,2.4,1.8400000000000003,2.5,3.0,0.5,3.142857142857143,3.0,0.6938775510204082,3.6,2.24,1.0,False,True,True,False
62,True,True,14.0,False,1,1,1.0,0.0,0.0,0.0,False,False,3.4,0.64,2.3991018454906787,2.4144439655172416,0.1341968291381966,3.261904393338928,3.344008006004503,0.1709657741508746,3.9506546817266353,0.0700784676330909,1.0,False,True,True,False
63,True,False,14.0,False,2,2,1.0,0.0,0.0,0.0,False,False,3.8,0.1599999999999999,2.5,2.5,0.25,3.142857142857143,4.0,1.8367346938775508,5.0,0.0,2.0,False,True,True,False
64,True,True,14.0,False,0,1,0.0,0.0,1.0,1.0,True,False,2.8,0.1599999999999999,2.25,2.0,0.9375,3.5714285714285716,4.0,0.5306122448979592,3.4,1.04,1.0,False,True,True,False
65,False,True,14.0,False,0,1,1.0,1.0,0.0,0.0,True,True,3.6,0.64,2.625,2.5,0.484375,3.4285714285714284,4.0,0.5306122448979592,4.2,2.56,4.0,True,True,False,False
66,True,False,15.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.0,0.0,2.0,2.0,0.0,3.857142857142857,4.0,0.1224489795918367,3.6,0.64,5.0,True,True,False,False
67,True,True,14.0,False,0,1,1.0,0.0,0.0,0.0,True,False,3.8,0.1599999999999999,2.5,2.5,0.75,3.0,4.0,1.4285714285714286,3.8,0.5599999999999999,3.0,True,True,False,False
68,True,False,15.0,False,2,2,1.0,1.0,0.0,0.0,False,False,3.2,0.5599999999999999,1.75,2.0,0.4375,3.857142857142857,4.0,0.1224489795918367,5.0,0.0,2.0,False,True,True,False
69,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.8,0.1599999999999999,1.75,2.0,0.4375,3.7142857142857144,4.0,0.489795918367347,3.8,0.5599999999999999,2.0,True,True,False,False
70,True,False,15.0,False,0,1,0.0,0.0,1.0,1.0,True,False,2.4,0.24,3.0,3.0,0.5,2.4285714285714284,2.0,0.2448979591836734,3.0,0.0,5.0,True,True,False,False
71,True,True,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,2.0,1.2,3.25,3.5,0.6875,2.7142857142857144,3.0,1.0612244897959184,2.8,1.7600000000000002,5.0,True,True,False,False
72,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.6,0.24,2.75,3.0,0.1875,3.2857142857142856,3.0,0.2040816326530612,3.0,1.2,1.0,True,True,False,False
73,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.6,0.24,2.375,2.0,0.234375,3.2857142857142856,3.0,0.489795918367347,3.6,1.04,1.0,True,True,False,False
74,True,False,14.0,True,2,2,1.0,0.0,0.0,0.0,True,True,2.6,0.24,2.75,3.0,0.9375,2.4285714285714284,2.0,0.2448979591836734,3.8,0.1599999999999999,1.0,False,False,True,True
75,True,False,14.0,False,2,0,0.0,1.0,0.0,0.0,True,False,2.2,0.5599999999999999,2.625,3.0,1.234375,3.7142857142857144,4.0,0.2040816326530612,3.8,0.1599999999999999,1.0,False,True,True,False
76,True,True,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.8,0.1599999999999999,2.25,2.0,0.4375,3.0,4.0,1.7142857142857142,3.4,1.8400000000000003,4.0,True,True,False,False
77,True,False,15.0,False,4,4,1.0,1.0,0.0,0.0,False,False,2.8,0.1599999999999999,2.125,2.0,1.359375,3.857142857142857,4.0,0.1224489795918367,4.4,0.24,2.0,False,True,True,False
78,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.4,0.24,2.25,1.5,1.9375,3.857142857142857,4.0,0.1224489795918367,4.4,0.24,1.0,False,True,True,False
79,True,False,14.0,False,2,2,1.0,1.0,0.0,0.0,True,False,2.4,0.64,2.125,2.0,0.859375,3.142857142857143,3.0,0.6938775510204082,4.6,0.24,2.0,False,True,True,False
80,False,True,14.0,False,0,1,1.0,0.0,0.0,0.0,True,False,3.1342335583895973,0.2036074760125391,3.112149824912456,3.0,0.6137434327703497,2.4285714285714284,2.0,1.3877551020408163,3.6,0.64,1.0,False,True,True,False
81,True,True,15.0,False,0,1,1.0,0.0,0.0,0.0,True,False,4.0,0.0,1.875,1.5,1.109375,3.857142857142857,4.0,0.1224489795918367,3.4,0.64,3.0,True,True,False,False
82,True,False,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.4,0.64,2.25,2.5,1.1875,4.0,4.0,0.0,4.2,0.1599999999999999,1.0,False,True,True,False
83,True,False,15.0,False,3,2,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.25,2.0,1.4375,3.5714285714285716,4.0,0.2448979591836734,4.4,0.24,3.0,True,True,False,False
84,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.4,0.24,2.25,2.5,0.6875,4.0,4.0,0.0,2.2,2.56,3.0,True,True,False,False
85,True,False,14.0,True,5,5,1.0,0.0,0.0,1.0,True,False,2.8,1.36,2.0,1.5,1.25,2.7142857142857144,4.0,2.2040816326530615,5.0,0.0,5.0,True,True,False,False
86,True,False,15.0,True,3,3,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.25,2.0,0.4375,3.7142857142857144,4.0,0.2040816326530612,4.4,0.24,3.0,True,True,False,False
87,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.0,0.4,2.75,3.0,0.1875,3.857142857142857,4.0,0.1224489795918367,3.0,0.0,1.0,True,True,False,False
88,True,False,15.0,False,2,2,1.0,1.0,0.0,0.0,True,False,2.6,0.64,1.875,1.5,1.109375,3.5714285714285716,4.0,0.5306122448979592,4.2,0.5599999999999999,2.0,False,True,True,False
89,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,True,False,2.8,0.5599999999999999,1.875,2.0,0.609375,2.4285714285714284,3.0,1.673469387755102,4.2,0.5599999999999999,1.0,False,True,True,False
90,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.8,0.1599999999999999,2.875,3.0,1.359375,3.142857142857143,3.0,0.6938775510204082,4.8,0.1599999999999999,1.0,False,True,True,False
91,True,False,14.0,True,2,2,1.0,1.0,0.0,0.0,True,False,3.4,0.24,3.375,4.0,0.734375,2.857142857142857,3.0,0.6938775510204082,1.0,0.0,5.0,True,True,False,False
92,True,False,14.0,False,0,1,1.0,0.0,0.0,0.0,True,False,2.8,0.96,2.0,2.0,1.0,3.5714285714285716,4.0,0.5306122448979592,3.6,1.84,1.0,True,True,False,False
93,True,False,14.0,True,3,3,1.0,1.0,0.0,0.0,True,False,3.0,0.0,2.25,2.5,0.6875,2.5714285714285716,3.0,0.816326530612245,4.0,0.4,1.0,False,False,True,True
94,True,False,14.0,False,3,3,1.0,1.0,0.0,0.0,True,False,3.5979924717691345,0.2424251545554298,2.125,1.0,2.109375,2.7142857142857144,3.0,1.6326530612244898,4.0,0.8,1.0,False,True,True,False
95,True,True,14.0,False,0,1,1.0,1.0,0.0,0.0,True,False,2.6,0.24,2.375,2.5,0.984375,2.857142857142857,3.0,1.2653061224489797,3.8,0.5599999999999999,1.0,False,True,True,False
96,True,False,16.0,False,2,0,1.0,1.0,0.0,0.0,False,False,3.0,1.6,2.5280172413793105,2.112068965517241,1.4774775193222351,3.5714285714285716,4.0,1.1020408163265307,5.0,0.0,1.0,False,True,True,False
97,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.0,0.4,2.375,2.0,0.734375,3.5714285714285716,4.0,0.5306122448979592,3.6,0.64,2.0,False,True,True,False
98,True,False,15.0,False,0,1,1.0,1.0,0.0,0.0,False,False,2.4,0.64,2.625,2.0,1.234375,2.2857142857142856,1.0,2.2040816326530615,2.4,2.24,1.0,False,True,True,False
99,True,False,14.0,False,3,3,1.0,0.0,1.0,0.0,True,False,4.0,0.0,2.0,2.0,0.5,4.0,4.0,0.0,3.2,1.7600000000000002,5.0,True,True,False,False
100,True,False,14.0,False,3,2,1.0,1.0,0.0,0.0,True,False,2.8,0.1599999999999999,2.625,2.5,0.484375,2.0,2.0,0.8571428571428571,2.2,0.1599999999999999,4.0,True,True,False,False
101,True,False,17.0,False,0,1,0.0,1.0,0.0,0.0,False,False,3.8,0.1599999999999999,2.625,3.0,1.234375,1.7142857142857142,1.0,1.0612244897959182,3.4,1.04,1.0,False,True,True,False
102,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,False,False,3.0,0.4,2.375,2.0,0.984375,3.857142857142857,4.0,0.1224489795918367,3.4,3.8400000000000007,2.0,True,True,False,False
103,True,True,15.0,False,2,0,1.0,1.0,0.0,0.0,False,False,2.8,0.1599999999999999,2.5,3.0,0.5,3.4285714285714284,4.0,0.5306122448979592,3.057200100175306,0.527487606190874,1.0,False,True,True,False
104,True,False,15.0,False,3,4,1.0,1.0,0.0,0.0,True,False,2.6,0.24,2.625,2.5,0.984375,2.7142857142857144,3.0,0.2040816326530612,3.8,1.36,5.0,True,True,False,False
105,True,False,17.0,True,5,4,1.0,1.0,1.0,0.0,False,False,3.2394309957574245,0.1504468154027183,2.125,2.0,0.359375,3.0491440008577864,3.344008006004503,0.8716336540647178,3.6,1.04,2.0,False,True,True,False
106,True,False,15.0,False,2,2,1.0,0.0,0.0,0.0,True,False,2.6,0.24,2.75,3.0,0.9375,2.142857142857143,2.0,0.4081632653061224,3.613563563563564,0.2515867318770221,2.0,False,False,True,True
107,True,False,16.0,False,3,3,1.0,1.0,0.0,0.0,True,False,3.4,0.24,2.5,2.5,0.75,4.0,4.0,0.0,4.6,0.24,1.0,False,True,True,False
108,True,True,15.0,False,3,2,1.0,1.0,0.0,0.0,True,False,3.2,0.1599999999999999,2.25,2.0,0.1875,3.5714285714285716,4.0,0.2448979591836734,4.0,2.4,1.0,False,False,True,True
109,True,False,17.0,False,4,2,1.0,1.0,0.0,0.0,False,False,3.6,0.24,2.75,3.0,0.4375,3.5714285714285716,4.0,0.5306122448979592,3.2,1.36,5.0,True,True,False,False
110,True,True,15.0,False,2,0,0.0,0.0,1.0,1.0,False,False,2.8,0.1599999999999999,2.375,2.5,1.484375,3.7142857142857144,4.0,0.2040816326530612,4.2,0.5599999999999999,4.0,True,True,False,False
111,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,True,False,2.914327144842929,0.0340170511477578,2.125,2.0,0.609375,3.857142857142857,4.0,0.1224489795918367,4.6,0.24,3.0,True,True,False,False
112,True,False,17.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.8,0.1599999999999999,2.25,2.5,0.6875,3.0,3.0,0.2857142857142857,2.8,0.5599999999999999,1.0,True,True,False,False
113,True,False,16.0,False,2,0,1.0,1.0,1.0,0.0,True,True,2.6,0.64,1.875,1.0,1.609375,3.5714285714285716,4.0,0.5306122448979592,5.0,0.0,1.0,False,True,True,False
114,True,False,17.0,False,2,2,0.0,1.0,0.0,1.0,True,False,3.4,0.24,2.625,2.0,1.234375,4.0,4.0,0.0,4.2,0.5599999999999999,2.0,False,False,True,True
115,False,True,15.0,False,0,1,0.0,1.0,0.0,0.0,True,False,3.6,0.24,2.25,1.5,1.9375,2.7142857142857144,3.0,1.6326530612244898,4.4,0.24,1.0,False,False,True,True
116,True,False,17.0,False,2,2,1.0,1.0,0.0,0.0,True,True,3.4,0.24,2.625,2.0,1.234375,3.2857142857142856,4.0,0.7755102040816327,4.8,0.1599999999999999,5.0,True,True,False,False
117,True,False,17.0,False,4,4,0.0,1.0,0.0,0.0,False,False,3.0,1.2,2.25,2.5,0.6875,4.0,4.0,0.0,4.0,0.0,5.0,True,True,False,False
118,True,False,17.0,False,3,2,1.0,1.0,0.0,0.0,True,False,3.2,0.1599999999999999,2.875,3.0,1.359375,3.857142857142857,4.0,0.1224489795918367,5.0,0.0,1.0,False,True,True,False
119,True,False,15.0,True,5,5,1.0,0.0,0.0,0.0,False,False,3.6,0.24,1.75,2.0,0.4375,3.142857142857143,3.0,0.4081632653061224,4.2,0.1599999999999999,4.0,False,True,True,False
120,True,True,16.0,False,1,1,0.0,1.0,0.0,0.0,False,False,2.6,1.4400000000000002,1.875,2.0,0.609375,3.857142857142857,4.0,0.1224489795918367,3.8,1.36,1.0,False,True,True,False
121,False,True,16.0,False,0,1,1.0,1.0,0.0,0.0,True,False,3.0,0.0,2.125,2.0,0.109375,3.0,3.0,0.0,4.0,0.0,2.0,True,True,False,False
122,True,False,16.0,False,0,1,1.0,0.0,0.0,0.0,False,False,3.0,0.8,3.0069982504373907,3.0,0.7363463276895097,4.0,4.0,0.0,4.202447552447553,0.159044941072913,1.0,False,True,True,False
123,True,True,14.0,False,0,1,0.0,1.0,0.0,0.0,False,False,4.0,0.0,1.375,1.0,0.484375,4.0,4.0,0.0,2.2,2.56,5.0,True,True,False,False
124,True,False,14.0,False,0,1,0.0,0.0,0.0,0.0,False,True,3.4,0.64,2.0,1.5,1.25,3.7142857142857144,4.0,0.489795918367347,4.4,0.6399999999999999,1.0,True,True,False,False
125,False,True,15.0,False,0,1,0.0,0.0,1.0,1.0,True,False,2.6,0.24,1.875,2.0,0.359375,2.857142857142857,3.0,1.2653061224489797,3.0,0.0,1.0,True,True,False,False
126,True,True,15.0,False,0,1,1.0,1.0,0.0,0.0,True,False,2.8,0.1599999999999999,2.5,3.0,0.5,3.142857142857143,3.0,0.6938775510204082,3.4,0.24,1.0,False,True,True,False
127,True,False,16.0,False,2,2,1.0,0.0,0.0,0.0,False,False,3.0,0.0,2.0,2.0,0.5,1.7142857142857142,2.0,0.489795918367347,3.8,0.1599999999999999,3.0,True,True,False,False
128,True,True,15.0,False,1,1,1.0,0.0,0.0,0.0,True,False,2.914327144842929,0.0340170511477578,2.3991018454906787,2.4144439655172416,0.1341968291381966,3.261904393338928,3.344008006004503,0.1709657741508746,3.9506546817266353,0.0700784676330909,1.0,False,True,True,False
129,False,True,15.0,False,0,1,0.0,1.0,0.0,0.0,False,False,2.8,1.36,3.0,3.0,1.0,3.857142857142857,4.0,0.1224489795918367,3.4,0.64,1.0,True,True,False,False
130,True,True,16.0,False,0,1,1.0,0.0,0.0,0.0,False,False,2.8,2.16,2.25,2.5,1.1875,2.7142857142857144,4.0,2.2040816326530615,3.4,3.8400000000000007,2.0,True,True,False,False
131,True,False,17.0,False,3,3,0.0,0.0,1.0,0.0,False,False,2.2,0.5599999999999999,2.5,2.5,0.75,2.857142857142857,2.0,0.979591836734694,4.8,0.1599999999999999,5.0,True,True,False,False
132,True,False,16.0,False,2,0,1.0,0.0,0.0,0.0,False,False,2.2,2.16,2.25,2.0,0.4375,3.7142857142857144,4.0,0.489795918367347,4.8,0.1599999999999999,1.0,False,False,True,True
133,True,False,16.0,False,0,1,1.0,0.0,0.0,0.0,False,False,3.0,0.4,2.875,2.5,0.859375,2.5714285714285716,3.0,1.3877551020408163,4.2,0.5599999999999999,4.0,True,True,False,False
