outcome,fold_id,ccp_alpha,selected_threshold,threshold_status,tune_TP,tune_FP,tune_TN,tune_FN,tune_recall_sensitivity,tune_specificity,tune_precision_ppv,tune_npv,tune_balanced_accuracy,tune_f1_positive,tune_accuracy,tune_roc_auc,tune_pr_auc_average_precision,tune_positive_support,tune_negative_support,tune_support
victimization,1,0.0008745711288923574,0.045,target_met,255.0,252.0,53.0,43.0,0.8557046979865772,0.1737704918032787,0.5029585798816568,0.5520833333333334,0.514737594894928,0.6335403726708074,0.5107794361525705,0.6117504675981957,0.5650974551901103,298.0,305.0,603.0
victimization,1,0.0008885495262877638,0.045,target_met,257.0,252.0,53.0,41.0,0.8624161073825504,0.1737704918032787,0.5049115913555993,0.5638297872340425,0.5180932995929145,0.6369268897149939,0.5140961857379768,0.6148036087578392,0.5659966856933515,298.0,305.0,603.0
victimization,1,0.0009397050894343254,0.045,target_met,257.0,252.0,53.0,41.0,0.8624161073825504,0.1737704918032787,0.5049115913555993,0.5638297872340425,0.5180932995929145,0.6369268897149939,0.5140961857379768,0.6264165474749698,0.5822432762916463,298.0,305.0,603.0
victimization,1,0.0009572377627747932,0.045,target_met,257.0,253.0,52.0,41.0,0.8624161073825504,0.17049180327868851,0.503921568627451,0.5591397849462365,0.5164539553306194,0.636138613861386,0.5124378109452736,0.6262955220596326,0.5813932384475131,298.0,305.0,603.0
victimization,1,0.0009953288876597569,0.062,target_met,256.0,248.0,57.0,42.0,0.8590604026845637,0.18688524590163935,0.5079365079365079,0.5757575757575758,0.5229728242931015,0.6384039900249375,0.5190713101160862,0.6320497304433932,0.5893319940793124,298.0,305.0,603.0
victimization,1,0.0010094896440968509,0.062,target_met,258.0,250.0,55.0,40.0,0.8657718120805369,0.18032786885245902,0.5078740157480315,0.5789473684210527,0.5230498404664979,0.6401985111662531,0.5190713101160862,0.6424909230938498,0.603473731914249,298.0,305.0,603.0
victimization,1,0.0010367931754808465,0.075,target_met,255.0,237.0,68.0,43.0,0.8557046979865772,0.22295081967213115,0.5182926829268293,0.6126126126126126,0.5393277588293541,0.6455696202531646,0.5356550580431177,0.6401364286500164,0.6024211763213823,298.0,305.0,603.0
victimization,1,0.0010593530533987638,0.075,target_met,257.0,239.0,66.0,41.0,0.8624161073825504,0.21639344262295082,0.5181451612903226,0.616822429906542,0.5394047750027506,0.6473551637279596,0.5356550580431177,0.6455330619430081,0.6073456614837299,298.0,305.0,603.0
victimization,1,0.0010797433819860318,0.076,target_met,254.0,238.0,67.0,44.0,0.8523489932885906,0.21967213114754097,0.516260162601626,0.6036036036036037,0.5360105622180658,0.6430379746835443,0.5323383084577115,0.6405270106722413,0.604694529141384,298.0,305.0,603.0
victimization,1,0.0010898428774225011,0.081,target_met,255.0,254.0,51.0,43.0,0.8557046979865772,0.16721311475409836,0.5009823182711198,0.5425531914893617,0.5114589063703378,0.6319702602230484,0.5074626865671642,0.6383540543514137,0.6072409783202768,298.0,305.0,603.0
victimization,1,0.001107617672570118,0.09,target_met,256.0,248.0,57.0,42.0,0.8590604026845637,0.18688524590163935,0.5079365079365079,0.5757575757575758,0.5229728242931015,0.6384039900249375,0.5190713101160862,0.644333810100121,0.6110264174040336,298.0,305.0,603.0
victimization,1,0.0011203319502074687,0.09,target_met,256.0,248.0,57.0,42.0,0.8590604026845637,0.18688524590163935,0.5079365079365079,0.5757575757575758,0.5229728242931015,0.6384039900249375,0.5190713101160862,0.6473814501045221,0.6154231379563005,298.0,305.0,603.0
victimization,1,0.0011439022574604688,0.09,target_met,256.0,249.0,56.0,42.0,0.8590604026845637,0.18360655737704917,0.5069306930693069,0.5714285714285714,0.5213334800308065,0.6376089663760897,0.5174129353233831,0.6455220596325228,0.619119486115467,298.0,305.0,603.0
victimization,1,0.0011680906305240968,0.09,target_met,257.0,249.0,56.0,41.0,0.8624161073825504,0.18360655737704917,0.5079051383399209,0.5773195876288659,0.5230113323797998,0.6393034825870646,0.5190713101160862,0.6443008031686654,0.6169669116577904,298.0,305.0,603.0
victimization,1,0.0011863128080864913,0.1,target_met,254.0,232.0,73.0,44.0,0.8523489932885906,0.23934426229508196,0.522633744855967,0.6239316239316239,0.5458466277918362,0.6479591836734694,0.5422885572139303,0.6461876994168776,0.615730318740304,298.0,305.0,603.0
victimization,1,0.0012023610885546136,0.1,target_met,254.0,232.0,73.0,44.0,0.8523489932885906,0.23934426229508196,0.522633744855967,0.6239316239316239,0.5458466277918362,0.6479591836734694,0.5422885572139303,0.6441137638904171,0.6126208141060898,298.0,305.0,603.0
victimization,1,0.0012375901181296285,0.1,target_met,254.0,233.0,72.0,44.0,0.8523489932885906,0.2360655737704918,0.5215605749486653,0.6206896551724138,0.5442072835295412,0.6471337579617835,0.5406301824212272,0.6462977225217295,0.6184608747063356,298.0,305.0,603.0
victimization,1,0.0012488037204584064,0.11800000000000001,target_met,254.0,228.0,77.0,44.0,0.8523489932885906,0.25245901639344265,0.5269709543568465,0.6363636363636364,0.5524040048410166,0.6512820512820514,0.548922056384743,0.6425184288700626,0.6036814824748852,298.0,305.0,603.0
victimization,1,0.0012707864935394256,0.11800000000000001,target_met,261.0,240.0,65.0,37.0,0.8758389261744967,0.21311475409836064,0.5209580838323353,0.6372549019607843,0.5444768401364286,0.653316645807259,0.5406301824212272,0.6468368357355045,0.6085735680151638,298.0,305.0,603.0
victimization,1,0.001305139300985822,0.125,target_met,259.0,249.0,56.0,39.0,0.8691275167785235,0.18360655737704917,0.5098425196850394,0.5894736842105263,0.5263670370777863,0.6426799007444168,0.5223880597014925,0.6517218615909341,0.6157229099501338,298.0,305.0,603.0
victimization,1,0.0013455182482262262,0.155,target_met,254.0,237.0,68.0,44.0,0.8523489932885906,0.22295081967213115,0.5173116089613035,0.6071428571428571,0.5376499064803608,0.6438529784537389,0.5339966832504146,0.6518208823853009,0.6164169607634157,298.0,305.0,603.0
victimization,1,0.001386797407146916,0.155,target_met,254.0,239.0,66.0,44.0,0.8523489932885906,0.21639344262295082,0.5152129817444219,0.6,0.5343712179557707,0.6422250316055625,0.5306799336650083,0.644718890967103,0.6114362460419309,298.0,305.0,603.0
victimization,1,0.0014179111231022907,0.155,target_met,254.0,239.0,66.0,44.0,0.8523489932885906,0.21639344262295082,0.5152129817444219,0.6,0.5343712179557707,0.6422250316055625,0.5306799336650083,0.6423038838156012,0.6070819611984191,298.0,305.0,603.0
victimization,1,0.0014405654975537402,0.155,target_met,254.0,239.0,66.0,44.0,0.8523489932885906,0.21639344262295082,0.5152129817444219,0.6,0.5343712179557707,0.6422250316055625,0.5306799336650083,0.6459456485862031,0.6064544050185441,298.0,305.0,603.0
victimization,1,0.0015284712942776094,0.155,target_met,255.0,241.0,64.0,43.0,0.8557046979865772,0.2098360655737705,0.5141129032258065,0.5981308411214953,0.5327703817801739,0.6423173803526449,0.5290215588723052,0.6462317086588183,0.6068855693610655,298.0,305.0,603.0
