idx_original,y_pred,y_prob,V.SUM.TOTAL,P.SUM.TOTAL
823,0,0.4130201825123013,4.0,2.0
825,1,0.6311756861465865,0.0,0.0
829,1,0.56237282816214,3.0,1.0
833,0,0.497062404334147,0.0,0.0
835,0,0.4390693100716415,3.0,0.0
836,1,0.5361704793438493,1.0,0.0
840,1,0.7162889044530726,3.0,0.0
843,1,0.5046495974410008,0.0,0.0
845,1,0.5587497475191985,2.0,1.0
846,0,0.3823772835625788,0.0,0.0
850,0,0.4508534972719084,3.0,0.0
853,1,0.8820898242459447,8.0,0.0
856,1,0.7796428727021918,0.0,0.0
858,0,0.4709903614476455,0.0,0.0
864,0,0.230665956409611,2.0,0.0
866,1,0.8095970915422166,1.0,0.0
867,0,0.1634911561296321,4.0,1.0
875,0,0.3030085783266778,2.0,0.0
885,1,0.6566447395540891,1.0,0.0
886,0,0.4275445523633337,0.0,0.0
889,1,0.5085534917099775,4.0,0.0
890,0,0.275809239633312,3.0,0.0
895,0,0.4981513815510636,2.0,1.0
896,1,0.5655727192038494,0.0,0.0
897,1,0.7475440407549386,0.0,0.0
901,0,0.3444584928052657,2.0,0.0
904,0,0.4815869253872731,2.0,0.0
905,0,0.4524267002753649,3.0,1.0
916,0,0.3579964463852599,4.0,0.0
921,0,0.4917664286759386,11.0,6.0
923,0,0.4099464448574743,0.0,0.0
929,1,0.8655098696958304,0.0,0.0
932,0,0.4960840068811942,4.0,0.0
933,0,0.471936361510839,0.0,0.0
934,0,0.4470861377438902,0.0,0.0
939,0,0.2947260680520798,0.0,0.0
942,1,0.510358525336283,0.0,0.0
944,1,0.5881326519012252,1.0,0.0
946,0,0.1992142158109841,1.0,0.0
949,1,0.5082272767814684,0.0,0.0
956,0,0.4990672437345018,0.0,0.0
958,1,0.7166831495894301,0.0,0.0
960,1,0.7479130221132299,2.0,0.0
961,1,0.5732642391768242,2.0,0.0
964,1,0.6428040324307526,0.0,0.0
970,1,0.8716552047393731,1.0,0.0
972,1,0.7205546966746288,1.0,0.0
973,1,0.7572037444636592,1.0,1.0
976,0,0.1971756350752025,0.0,0.0
978,1,0.5198595415225117,0.0,1.0
982,1,0.5525805580019313,1.0,0.0
987,1,0.5151851517102606,1.0,3.0
994,1,0.660629696542734,0.0,0.0
1000,0,0.4736977996089238,1.0,0.0
1001,0,0.4495648870738433,0.0,0.0
1002,0,0.449313309078359,2.0,0.0
1011,1,0.6463423230436306,5.0,0.0
1022,0,0.4165574021242983,0.0,0.0
1023,1,0.5915355199141095,4.0,2.0
1032,1,0.5277877453147344,7.0,0.0
1034,0,0.2791082589084281,3.0,0.0
1037,0,0.2727541615629817,0.0,0.0
1039,1,0.8404541893054202,0.0,0.0
1042,0,0.3437896465887302,0.0,0.0
1044,1,0.5834200814674477,0.0,0.0
1046,1,0.5457913709102291,1.0,0.0
1059,0,0.3961404303684192,0.0,0.0
1060,1,0.8189717754535718,0.0,0.0
1061,1,0.5436651929297943,1.0,0.0
1062,0,0.4476977982512757,0.0,0.0
1064,0,0.2897896559824944,2.0,0.0
