umap_1,umap_2,umap_3,cluster
-8.225636,4.675181,3.5483794,0
22.916801,-13.88848,0.7383048,2
-8.221394,4.69343,3.5206034,0
-8.222992,4.667109,3.5524065,0
-8.221321,4.678978,3.5376625,0
17.4959,6.129688,4.858772,3
-8.222423,4.675704,3.5423317,0
-8.225128,4.6664634,3.5595682,0
16.38105,5.639856,5.255568,3
10.072272,-6.1405144,-6.5671687,1
-8.229112,4.658327,3.5722497,0
-8.225647,4.655068,3.5686538,0
18.101591,0.043705147,22.754335,7
14.247714,3.688287,2.6049314,3
19.07335,0.00010883447,24.126204,7
14.244219,3.6789672,2.5937269,3
4.326799,-4.1292944,18.682985,8
16.412848,6.3340116,4.0411925,3
16.404165,6.491597,3.79264,3
18.101036,0.04378121,22.753399,7
-8.220088,4.66437,3.5591538,0
19.077446,0.0041540354,24.124775,7
-8.225178,4.643132,3.5860589,0
-8.222744,4.6633215,3.5617335,0
18.934002,6.6230283,4.546166,3
17.021526,6.0810094,4.9613023,3
-8.220203,4.659688,3.573454,0
26.050886,7.268397,-15.36169,4
16.410748,6.336745,4.038306,3
-8.210921,4.6207776,3.617295,0
12.591698,15.000377,-9.152654,6
14.846693,7.8890347,5.479975,3
15.980976,18.459589,7.5506716,5
-8.2198715,4.6308775,3.5999582,0
-8.218281,4.647963,3.5921094,0
-8.220711,4.63862,3.5966022,0
-8.221592,4.611652,3.6160538,0
-8.218352,4.6197634,3.613154,0
12.585286,15.003787,-9.147604,6
16.8389,4.6962175,4.583624,3
17.158543,5.6852465,4.609918,3
-8.217855,4.6178513,3.610304,0
