V.SUM.TOTAL,P.SUM.TOTAL,PAÍS,ETNIA.BN,EDAD,GENERO_BIN_0,GENERO_BIN_1,ORIENTSEX.BN_1,ORIENTSEX.BN_2,INTERSECT,idx_original
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1597
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3347
0.0,0.0,2,1.0,15.0,1,0,1,0,0,3237
0.0,0.0,1,0.0,15.0,1,0,1,0,0,456
1.0,3.0,1,0.0,14.0,1,0,1,0,1,2735
0.0,1.0,1,1.0,16.0,1,0,1,0,0,3374
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2475
5.0,0.0,1,1.0,15.0,0,1,1,0,0,2454
1.0,0.0,1,0.0,14.0,0,1,1,0,0,2928
2.0,1.0,1,0.0,15.0,1,0,1,0,1,1168
1.0,0.0,1,0.0,14.0,0,1,1,0,0,2177
1.0,1.0,1,0.0,17.0,0,1,1,0,1,1516
1.0,0.0,1,0.0,14.0,0,1,1,0,0,3722
1.0,0.0,1,0.0,16.0,0,1,1,0,0,3443
2.0,0.0,1,1.0,16.0,1,0,1,0,0,463
0.0,1.0,1,1.0,17.0,1,0,1,0,0,1970
13.0,8.0,1,0.0,14.0,0,1,0,1,1,3244
2.0,2.0,2,1.0,15.0,1,0,1,0,1,2977
2.0,2.0,1,0.0,14.0,1,0,1,0,1,100
7.0,2.0,1,1.0,17.0,0,1,0,1,1,1804
13.0,5.0,1,0.0,15.0,1,0,0,1,1,2450
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1925
9.0,1.0,2,1.0,16.0,1,0,0,1,1,2925
0.0,0.0,1,0.0,17.0,1,0,1,0,0,140
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2918
0.0,0.0,1,0.0,16.0,0,1,1,0,0,3454
1.0,0.0,2,1.0,16.0,1,0,1,0,0,1262
0.0,1.0,1,0.0,15.0,1,0,1,0,0,2116
1.0,0.0,1,0.0,15.0,0,1,1,0,0,3666
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1368
0.0,0.0,1,0.0,14.0,1,0,1,0,0,873
2.0,1.0,1,1.0,15.0,1,0,1,0,1,2255
6.0,0.0,1,0.0,16.0,0,1,1,0,0,1178
2.0,0.0,1,1.0,16.0,1,0,1,0,0,910
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3016
0.0,0.0,1,1.0,16.0,0,1,1,0,0,3597
2.0,2.0,1,1.0,17.0,1,0,1,0,1,1945
2.0,0.0,2,1.0,15.0,0,1,1,0,0,228
3.0,4.0,1,0.0,15.0,0,1,1,0,1,3669
0.0,0.0,1,0.0,14.0,1,0,1,0,0,959
7.0,0.0,1,0.0,15.0,0,1,0,1,0,2073
2.0,3.0,1,0.0,15.0,1,0,1,0,1,3708
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2170
0.0,2.0,1,0.0,15.0,0,1,1,0,0,3634
2.0,0.0,1,0.0,16.0,0,1,1,0,0,852
8.0,0.0,1,0.0,16.0,0,1,1,0,0,3156
2.0,0.0,2,0.0,14.0,1,0,1,0,0,3677
3.0,0.0,1,0.0,14.0,0,1,1,0,0,2140
3.0,0.0,1,0.0,16.0,0,1,1,0,0,1700
0.0,0.0,1,0.0,17.0,0,1,0,1,0,792
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2748
0.0,0.0,2,1.0,17.0,0,1,1,0,0,2610
2.0,1.0,1,0.0,14.0,0,1,1,0,1,61
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3012
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2975
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2049
0.0,0.0,1,0.0,16.0,0,1,1,0,0,486
1.0,0.0,1,0.0,15.0,1,0,1,0,0,86
1.0,1.0,1,0.0,17.0,0,1,1,0,1,606
0.0,0.0,1,0.0,16.0,1,0,1,0,0,654
1.0,1.0,1,0.0,16.0,0,1,1,0,1,683
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1496
1.0,0.0,1,0.0,17.0,0,1,1,0,0,1786
0.0,0.0,1,1.0,15.0,1,0,1,0,0,276
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2603
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3745
1.0,0.0,1,0.0,15.0,1,0,1,0,0,378
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2746
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1303
6.0,0.0,1,0.0,17.0,0,1,1,0,0,3459
2.0,1.0,1,1.0,16.0,1,0,1,0,1,1009
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1916
2.0,0.0,2,1.0,16.0,0,1,1,0,0,273
2.0,1.0,1,0.0,15.0,0,1,0,1,1,407
1.0,1.0,1,0.0,16.0,1,0,1,0,1,577
1.0,0.0,1,0.0,17.0,1,0,1,0,0,190
4.0,1.0,1,0.0,15.0,0,1,0,1,1,1698
1.0,1.0,1,1.0,15.0,1,0,1,0,1,111
0.0,0.0,1,1.0,15.0,0,1,1,0,0,2412
1.0,0.0,1,0.0,17.0,0,1,1,0,0,530
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1068
3.0,0.0,1,0.0,17.0,1,0,1,0,0,1018
12.0,4.0,1,1.0,15.0,0,1,0,1,1,1208
6.0,2.0,2,1.0,17.0,0,1,1,0,1,723
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1633
1.0,0.0,1,0.0,14.0,1,0,1,0,0,3732
2.0,0.0,1,0.0,17.0,0,1,0,1,0,2510
3.0,0.0,1,0.0,14.0,0,1,1,0,0,3028
2.0,0.0,1,0.0,15.0,1,0,0,1,0,783
0.0,0.0,1,0.0,17.0,0,1,1,0,0,766
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1787
0.0,0.0,1,1.0,15.0,1,0,1,0,0,1253
0.0,0.0,1,0.0,17.0,1,0,0,1,0,730
3.0,0.0,1,1.0,17.0,1,0,1,0,0,1276
10.0,3.0,1,0.0,16.0,0,1,0,1,1,267
4.0,2.0,1,0.0,17.0,1,0,1,0,1,219
1.0,2.0,1,0.0,14.0,0,1,1,0,1,2246
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1902
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3743
1.0,1.0,1,1.0,16.0,0,1,1,0,1,2708
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2646
0.0,0.0,1,0.0,16.0,0,1,0,1,0,172
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3479
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3193
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1166
0.0,0.0,1,0.0,15.0,1,0,0,1,0,2106
3.0,0.0,1,0.0,14.0,1,0,1,0,0,2732
0.0,0.0,1,1.0,15.0,1,0,1,0,0,2728
0.0,0.0,1,0.0,16.0,0,1,0,1,0,3221
0.0,0.0,1,0.0,15.0,1,0,1,0,0,467
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3506
2.0,0.0,1,0.0,16.0,0,1,1,0,0,818
4.0,3.0,1,0.0,17.0,0,1,1,0,1,185
0.0,2.0,1,0.0,15.0,0,1,1,0,0,3639
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1581
0.0,0.0,2,1.0,15.0,0,1,0,1,0,115
8.0,2.0,1,1.0,15.0,0,1,0,1,1,2843
2.0,1.0,1,0.0,16.0,1,0,1,0,1,2606
0.0,0.0,1,1.0,16.0,0,1,1,0,0,3504
2.0,0.0,1,0.0,15.0,1,0,0,1,0,460
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1383
1.0,0.0,1,0.0,17.0,0,1,0,1,0,791
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2083
0.0,0.0,2,1.0,16.0,0,1,1,0,0,2494
9.0,0.0,1,1.0,14.0,0,1,1,0,0,1452
0.0,0.0,2,1.0,15.0,0,1,1,0,0,1463
2.0,0.0,1,0.0,17.0,0,1,1,0,0,535
1.0,0.0,2,1.0,15.0,0,1,1,0,0,230
0.0,0.0,1,0.0,17.0,1,0,1,0,0,300
0.0,2.0,1,0.0,14.0,0,1,1,0,0,383
4.0,3.0,1,0.0,14.0,1,0,1,0,1,365
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1485
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1773
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1389
2.0,0.0,1,0.0,16.0,0,1,1,0,0,2640
1.0,0.0,1,0.0,16.0,1,0,1,0,0,2585
6.0,0.0,1,0.0,14.0,0,1,1,0,0,2828
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1982
1.0,0.0,1,0.0,16.0,0,1,1,0,0,2372
1.0,0.0,2,1.0,17.0,1,0,1,0,0,3408
8.0,1.0,1,0.0,15.0,0,1,1,0,1,1185
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3033
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3162
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1332
1.0,0.0,1,0.0,15.0,0,1,0,1,0,3602
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2188
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1558
4.0,2.0,1,0.0,15.0,0,1,1,0,1,2271
1.0,6.0,1,0.0,15.0,1,0,1,0,1,1302
0.0,0.0,1,0.0,15.0,0,1,1,0,0,912
0.0,0.0,1,0.0,16.0,0,1,1,0,0,3560
1.0,2.0,1,0.0,15.0,0,1,1,0,1,2181
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3717
9.0,0.0,1,0.0,14.0,1,0,1,0,0,2168
1.0,1.0,1,0.0,15.0,0,1,1,0,1,2079
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2104
0.0,0.0,2,1.0,16.0,1,0,1,0,0,1100
2.0,2.0,1,1.0,14.0,0,1,1,0,1,59
0.0,0.0,1,1.0,16.0,1,0,1,0,0,1782
0.0,0.0,1,0.0,15.0,1,0,1,0,0,512
0.0,0.0,2,1.0,14.0,1,0,1,0,0,42
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2608
1.0,0.0,1,0.0,15.0,1,0,1,0,0,1768
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2437
4.0,0.0,1,0.0,16.0,0,1,1,0,0,2127
2.0,0.0,1,0.0,17.0,1,0,1,0,0,757
2.0,0.0,1,0.0,15.0,0,1,1,0,0,3059
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1892
0.0,0.0,1,0.0,16.0,1,0,1,0,0,332
1.0,0.0,1,0.0,17.0,1,0,1,0,0,1014
0.0,0.0,1,0.0,17.0,1,0,0,1,0,711
4.0,0.0,2,1.0,15.0,0,1,1,0,0,1305
5.0,0.0,1,0.0,17.0,0,1,1,0,0,3258
4.0,2.0,2,0.0,17.0,1,0,1,0,1,1800
0.0,0.0,1,0.0,16.0,1,0,1,0,0,761
2.0,0.0,1,0.0,15.0,0,1,1,0,0,3094
13.0,1.0,1,1.0,14.0,0,1,0,1,1,1295
1.0,0.0,1,1.0,17.0,0,1,0,1,0,736
0.0,1.0,1,0.0,14.0,1,0,1,0,0,2416
3.0,1.0,1,0.0,15.0,1,0,1,0,1,3351
1.0,0.0,1,0.0,17.0,0,1,0,1,0,1372
0.0,0.0,1,1.0,17.0,0,1,1,0,0,2529
0.0,2.0,1,0.0,17.0,0,1,1,0,0,1619
0.0,0.0,2,0.0,16.0,1,0,1,0,0,2676
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1279
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1595
0.0,0.0,1,0.0,16.0,0,1,1,0,0,479
11.0,6.0,2,1.0,16.0,0,1,1,0,1,871
4.0,0.0,1,1.0,16.0,0,1,1,0,0,1287
5.0,0.0,1,1.0,17.0,1,0,0,1,0,3428
5.0,0.0,1,0.0,15.0,0,1,1,0,0,892
6.0,0.0,1,0.0,15.0,0,1,1,0,0,3027
1.0,1.0,1,0.0,16.0,0,1,1,0,1,3469
0.0,0.0,1,1.0,14.0,0,1,1,0,0,324
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3493
0.0,0.0,1,0.0,15.0,1,0,1,0,0,941
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2536
2.0,0.0,1,1.0,14.0,1,0,1,0,0,1354
3.0,2.0,1,0.0,14.0,0,1,1,0,1,1836
0.0,0.0,1,0.0,17.0,0,1,1,0,0,3477
1.0,0.0,1,0.0,15.0,0,1,1,0,0,2469
1.0,0.0,1,0.0,16.0,0,1,1,0,0,266
4.0,0.0,1,0.0,17.0,1,0,1,0,0,197
0.0,0.0,1,0.0,14.0,1,0,1,0,0,408
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3752
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3686
1.0,0.0,1,0.0,14.0,1,0,1,0,0,3234
2.0,0.0,1,0.0,16.0,1,0,1,0,0,691
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3650
8.0,4.0,1,0.0,17.0,1,0,1,0,1,2800
3.0,1.0,2,1.0,15.0,0,1,1,0,1,405
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1813
0.0,1.0,1,0.0,15.0,0,1,1,0,0,1631
8.0,1.0,1,1.0,16.0,0,1,0,1,1,1632
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1015
0.0,1.0,1,0.0,14.0,1,0,1,0,0,2240
0.0,0.0,1,0.0,14.0,1,0,1,0,0,32
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2521
2.0,0.0,1,0.0,16.0,0,1,1,0,0,3065
3.0,0.0,2,1.0,17.0,0,1,0,1,0,790
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1119
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2162
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2791
0.0,0.0,1,0.0,16.0,1,0,1,0,0,811
0.0,0.0,1,1.0,17.0,1,0,1,0,0,2553
0.0,0.0,1,0.0,17.0,1,0,1,0,0,315
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2033
1.0,0.0,1,0.0,16.0,0,1,1,0,0,3486
0.0,0.0,1,0.0,15.0,1,0,1,0,0,675
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1709
0.0,0.0,1,1.0,17.0,0,1,1,0,0,2626
2.0,0.0,1,0.0,14.0,1,0,1,0,0,2229
0.0,0.0,1,0.0,16.0,1,0,1,0,0,472
5.0,2.0,1,1.0,15.0,0,1,1,0,1,3705
0.0,0.0,1,0.0,14.0,1,0,1,0,0,73
17.0,17.0,1,0.0,15.0,1,0,1,0,1,1685
0.0,0.0,1,0.0,17.0,1,0,1,0,0,716
0.0,0.0,2,1.0,15.0,1,0,1,0,0,3172
2.0,1.0,2,1.0,14.0,0,1,1,0,1,2670
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1943
1.0,0.0,1,0.0,14.0,0,1,1,0,0,3533
2.0,1.0,1,0.0,17.0,1,0,0,1,1,270
6.0,0.0,1,0.0,17.0,0,1,0,1,0,114
2.0,0.0,1,1.0,15.0,0,1,1,0,0,89
6.0,1.0,1,0.0,15.0,0,1,1,0,1,488
0.0,0.0,1,0.0,17.0,0,1,1,0,0,587
1.0,0.0,1,0.0,14.0,1,0,1,0,0,2169
0.0,0.0,1,0.0,16.0,0,1,1,0,0,183
0.0,0.0,1,1.0,17.0,0,1,0,1,0,1392
0.0,0.0,1,0.0,17.0,0,1,1,0,0,4
0.0,0.0,1,0.0,15.0,1,0,1,0,0,235
11.0,0.0,2,1.0,15.0,0,1,1,0,0,2133
0.0,0.0,1,1.0,16.0,1,0,1,0,0,2965
4.0,0.0,1,0.0,15.0,0,1,0,1,0,1122
4.0,0.0,1,0.0,15.0,0,1,0,1,0,2909
1.0,0.0,1,0.0,16.0,1,0,1,0,0,919
2.0,0.0,1,0.0,15.0,0,1,1,0,0,2480
0.0,0.0,1,0.0,16.0,0,1,1,0,0,3604
1.0,0.0,1,0.0,14.0,1,0,1,0,0,3712
1.0,2.0,2,1.0,15.0,0,1,0,1,1,3646
1.0,3.0,1,0.0,17.0,1,0,1,0,1,3262
1.0,0.0,1,0.0,15.0,1,0,1,0,0,1922
0.0,0.0,2,0.0,17.0,0,1,1,0,0,3288
0.0,0.0,2,1.0,15.0,0,1,1,0,0,3053
0.0,0.0,1,1.0,17.0,0,1,1,0,0,570
11.0,0.0,1,0.0,15.0,0,1,1,0,0,2486
0.0,0.0,1,1.0,14.0,0,1,1,0,0,1296
1.0,0.0,2,1.0,16.0,1,0,1,0,0,808
0.0,2.0,1,0.0,16.0,1,0,1,0,0,1337
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1369
1.0,0.0,1,1.0,16.0,1,0,1,0,0,1789
1.0,0.0,2,1.0,15.0,0,1,1,0,0,2679
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2415
0.0,0.0,2,1.0,16.0,1,0,1,0,0,2312
1.0,0.0,2,0.0,15.0,1,0,0,1,0,404
2.0,2.0,1,0.0,16.0,0,1,1,0,1,492
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2114
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2110
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3565
0.0,0.0,1,0.0,17.0,1,0,1,0,0,17
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2053
0.0,0.0,1,0.0,16.0,1,0,1,0,0,243
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1013
0.0,0.0,1,1.0,15.0,0,1,1,0,0,126
0.0,0.0,1,0.0,16.0,1,0,1,0,0,471
0.0,0.0,1,0.0,14.0,1,0,1,0,0,145
0.0,1.0,2,1.0,16.0,1,0,1,0,0,3625
0.0,0.0,1,0.0,17.0,0,1,1,0,0,3507
0.0,0.0,1,0.0,14.0,1,0,1,0,0,899
0.0,0.0,1,0.0,17.0,1,0,1,0,0,574
0.0,0.0,1,1.0,14.0,0,1,1,0,0,3694
0.0,0.0,1,1.0,14.0,1,0,1,0,0,1844
0.0,0.0,1,0.0,16.0,0,1,0,1,0,3476
3.0,0.0,1,0.0,15.0,0,1,1,0,0,842
0.0,0.0,1,0.0,16.0,1,0,1,0,0,676
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3437
1.0,0.0,1,0.0,14.0,1,0,1,0,0,1826
1.0,0.0,1,0.0,15.0,1,0,1,0,0,1085
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2195
0.0,0.0,1,0.0,16.0,1,0,1,0,0,12
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3425
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1347
0.0,0.0,1,0.0,16.0,0,1,1,0,0,623
3.0,0.0,1,0.0,15.0,0,1,0,1,0,2743
5.0,1.0,1,0.0,17.0,1,0,1,0,1,3441
1.0,0.0,1,0.0,14.0,0,1,1,0,0,3031
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3488
1.0,0.0,1,0.0,14.0,0,1,1,0,0,3698
8.0,1.0,1,0.0,16.0,0,1,0,1,1,1546
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2736
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1749
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3416
1.0,0.0,1,0.0,16.0,0,1,1,0,0,679
3.0,0.0,1,0.0,16.0,0,1,1,0,0,3379
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1893
0.0,0.0,1,1.0,15.0,0,1,0,1,0,2002
2.0,0.0,1,0.0,17.0,0,1,1,0,0,534
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1708
1.0,0.0,1,0.0,17.0,0,1,0,1,0,282
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2387
3.0,0.0,1,1.0,16.0,1,0,1,0,0,3213
1.0,0.0,1,0.0,15.0,0,1,1,0,0,2914
7.0,1.0,1,0.0,16.0,0,1,0,1,1,3219
0.0,0.0,1,0.0,17.0,1,0,1,0,0,3060
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2258
1.0,0.0,1,0.0,14.0,1,0,1,0,0,3727
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1814
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2077
1.0,0.0,1,1.0,16.0,1,0,1,0,0,763
1.0,1.0,1,0.0,14.0,0,1,1,0,1,3741
6.0,0.0,1,1.0,16.0,1,0,1,0,0,3330
1.0,0.0,1,0.0,16.0,0,1,0,1,0,1584
6.0,1.0,1,0.0,15.0,0,1,0,1,1,3273
1.0,2.0,1,0.0,14.0,1,0,1,0,1,2137
0.0,0.0,1,1.0,15.0,1,0,1,0,0,2641
4.0,0.0,1,0.0,17.0,0,1,1,0,0,3373
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1054
0.0,0.0,1,1.0,16.0,1,0,1,0,0,1757
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2565
0.0,0.0,1,1.0,15.0,0,1,1,0,0,2405
1.0,0.0,1,0.0,16.0,1,0,1,0,0,688
5.0,0.0,1,0.0,16.0,0,1,0,1,0,2403
2.0,0.0,1,0.0,17.0,0,1,1,0,0,1070
1.0,0.0,1,0.0,16.0,1,0,1,0,0,2109
0.0,0.0,2,1.0,15.0,1,0,1,0,0,168
1.0,0.0,1,1.0,15.0,0,1,1,0,0,1329
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2019
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1483
13.0,2.0,1,0.0,16.0,0,1,1,0,1,261
1.0,0.0,1,0.0,14.0,0,1,1,0,0,2793
8.0,1.0,2,1.0,15.0,0,1,0,1,1,2070
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3548
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1242
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1589
0.0,0.0,1,0.0,15.0,1,0,1,0,0,984
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2774
0.0,0.0,2,1.0,15.0,1,0,1,0,0,2801
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1212
5.0,2.0,1,1.0,14.0,0,1,1,0,1,509
2.0,3.0,1,0.0,16.0,1,0,1,0,1,1547
2.0,0.0,1,0.0,17.0,0,1,1,0,0,2554
2.0,0.0,1,0.0,16.0,0,1,1,0,0,1776
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1629
2.0,1.0,1,0.0,17.0,0,1,1,0,1,1270
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2199
5.0,1.0,1,1.0,17.0,1,0,1,0,1,3307
1.0,0.0,1,0.0,14.0,1,0,1,0,0,2665
1.0,0.0,1,0.0,16.0,1,0,0,1,0,239
0.0,0.0,1,0.0,14.0,1,0,1,0,0,957
0.0,0.0,1,0.0,16.0,0,1,1,0,0,188
11.0,1.0,1,1.0,17.0,0,1,1,0,1,277
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2117
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3721
4.0,1.0,1,0.0,16.0,1,0,1,0,1,820
5.0,1.0,1,0.0,14.0,0,1,1,0,1,3699
0.0,0.0,1,0.0,16.0,1,0,1,0,0,931
2.0,0.0,2,1.0,14.0,1,0,1,0,0,1438
0.0,0.0,1,0.0,14.0,1,0,0,1,0,2238
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1760
4.0,1.0,2,1.0,14.0,0,1,1,0,1,3240
5.0,1.0,1,0.0,16.0,0,1,1,0,1,2632
1.0,0.0,1,0.0,17.0,1,0,1,0,0,2969
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1376
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3246
2.0,0.0,1,0.0,15.0,1,0,1,0,0,1066
1.0,1.0,1,0.0,14.0,1,0,1,0,1,997
3.0,1.0,1,1.0,14.0,0,1,1,0,1,1406
0.0,0.0,1,0.0,15.0,0,1,1,0,0,775
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2272
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3022
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2749
0.0,0.0,1,0.0,17.0,0,1,0,1,0,797
0.0,0.0,1,0.0,15.0,0,1,1,0,0,839
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3
0.0,0.0,1,1.0,14.0,1,0,1,0,0,71
9.0,8.0,1,0.0,15.0,1,0,1,0,1,2254
1.0,0.0,1,0.0,16.0,0,1,1,0,0,2353
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2295
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1264
1.0,0.0,1,0.0,15.0,1,0,1,0,0,2297
8.0,2.0,1,0.0,15.0,1,0,0,1,1,514
2.0,0.0,1,0.0,17.0,1,0,1,0,0,24
0.0,0.0,1,0.0,16.0,1,0,1,0,0,567
4.0,1.0,1,1.0,15.0,1,0,1,0,1,3356
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2206
1.0,1.0,1,1.0,14.0,0,1,0,1,1,57
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2282
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1839
5.0,2.0,1,1.0,14.0,0,1,1,0,1,1855
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2721
3.0,0.0,1,0.0,15.0,0,1,0,1,0,1113
5.0,1.0,1,0.0,16.0,1,0,1,0,1,3113
0.0,1.0,1,0.0,17.0,0,1,1,0,0,3439
1.0,0.0,1,1.0,15.0,1,0,1,0,0,1441
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2356
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2745
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1116
1.0,0.0,1,0.0,15.0,1,0,1,0,0,3364
1.0,0.0,1,0.0,15.0,1,0,0,1,0,1385
0.0,0.0,2,1.0,16.0,1,0,1,0,0,297
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2316
0.0,0.0,1,0.0,16.0,1,0,1,0,0,191
3.0,0.0,1,0.0,14.0,0,1,0,1,0,2788
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1810
2.0,1.0,1,0.0,15.0,1,0,1,0,1,773
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2064
4.0,0.0,1,0.0,16.0,0,1,1,0,0,3372
0.0,0.0,1,0.0,17.0,1,0,1,0,0,594
2.0,0.0,1,0.0,15.0,0,1,1,0,0,2285
1.0,0.0,1,0.0,15.0,0,1,1,0,0,2499
1.0,0.0,1,0.0,15.0,0,1,1,0,0,2663
5.0,2.0,1,0.0,17.0,0,1,1,0,1,734
4.0,0.0,1,0.0,17.0,0,1,1,0,0,7
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2370
8.0,0.0,1,0.0,17.0,0,1,0,1,0,1615
1.0,0.0,1,1.0,16.0,0,1,1,0,0,3341
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2885
7.0,0.0,1,1.0,16.0,1,0,1,0,0,2999
0.0,0.0,1,1.0,15.0,1,0,1,0,0,2834
0.0,0.0,1,0.0,17.0,0,1,1,0,0,3384
0.0,0.0,1,0.0,14.0,1,0,1,0,0,883
1.0,0.0,1,0.0,15.0,0,1,0,1,0,2421
0.0,0.0,1,0.0,16.0,0,1,1,0,0,1942
0.0,0.0,1,1.0,14.0,0,1,1,0,0,1630
0.0,1.0,1,0.0,15.0,1,0,1,0,0,1143
0.0,0.0,1,1.0,15.0,1,0,1,0,0,2906
3.0,1.0,2,0.0,15.0,0,1,0,1,1,3342
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3554
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2602
3.0,0.0,1,0.0,17.0,0,1,1,0,0,1602
1.0,0.0,1,0.0,14.0,0,1,0,1,0,862
0.0,0.0,1,0.0,16.0,0,1,1,0,0,3101
