V.SUM.TOTAL,P.SUM.TOTAL,PAÍS,ETNIA.BN,EDAD,GENERO_BIN_0,GENERO_BIN_1,ORIENTSEX.BN_1,ORIENTSEX.BN_2,INTERSECT,idx_original
1.0,4.0,1,0.0,17.0,0,1,1,0,1,263
0.0,0.0,1,1.0,16.0,0,1,1,0,0,2026
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2624
0.0,0.0,1,0.0,16.0,0,1,1,0,0,663
0.0,0.0,1,0.0,15.0,0,1,1,0,0,772
1.0,0.0,1,0.0,17.0,0,1,1,0,0,253
1.0,0.0,1,0.0,16.0,0,1,1,0,0,481
0.0,0.0,1,0.0,17.0,1,0,1,0,0,3388
8.0,1.0,1,0.0,14.0,0,1,1,0,1,2248
2.0,0.0,1,1.0,15.0,1,0,1,0,0,1082
0.0,1.0,1,0.0,14.0,0,1,1,0,0,2308
5.0,1.0,1,0.0,15.0,1,0,1,0,1,70
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2338
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3013
5.0,1.0,1,0.0,14.0,0,1,0,1,1,922
12.0,3.0,1,0.0,14.0,0,1,1,0,1,3032
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3723
0.0,0.0,1,1.0,14.0,1,0,1,0,0,500
8.0,2.0,1,0.0,15.0,0,1,0,1,1,3697
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1038
1.0,0.0,1,0.0,15.0,0,1,1,0,0,2471
1.0,2.0,1,0.0,16.0,1,0,1,0,1,556
1.0,0.0,1,0.0,14.0,1,0,1,0,0,2138
1.0,1.0,1,0.0,16.0,0,1,0,1,1,3061
0.0,0.0,1,0.0,17.0,0,1,0,1,0,3296
0.0,0.0,1,1.0,14.0,1,0,1,0,0,1281
1.0,0.0,1,0.0,16.0,0,1,1,0,0,3540
4.0,2.0,1,0.0,16.0,0,1,1,0,1,14
1.0,0.0,2,0.0,16.0,1,0,1,0,0,3427
0.0,0.0,1,0.0,14.0,0,1,0,1,0,988
4.0,1.0,1,0.0,15.0,0,1,1,0,1,2161
0.0,0.0,1,0.0,16.0,0,1,1,0,0,660
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1494
0.0,1.0,1,0.0,14.0,1,0,1,0,0,2242
3.0,0.0,1,0.0,15.0,0,1,1,0,0,2936
1.0,0.0,1,0.0,14.0,1,0,1,0,0,1352
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3083
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1713
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2874
0.0,0.0,1,1.0,16.0,0,1,0,1,0,805
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3450
1.0,0.0,1,0.0,14.0,1,0,1,0,0,3653
4.0,0.0,1,0.0,15.0,1,0,1,0,0,2348
1.0,3.0,1,0.0,17.0,1,0,1,0,1,3256
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3678
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1416
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1706
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1157
1.0,0.0,1,0.0,17.0,0,1,1,0,0,3375
2.0,0.0,1,0.0,16.0,0,1,1,0,0,113
4.0,2.0,1,0.0,16.0,1,0,1,0,1,1591
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2158
3.0,1.0,1,0.0,15.0,0,1,1,0,1,2126
1.0,0.0,1,0.0,17.0,0,1,1,0,0,1273
19.0,3.0,1,1.0,17.0,0,1,0,1,1,1730
6.0,0.0,1,1.0,16.0,1,0,1,0,0,2223
0.0,0.0,1,1.0,15.0,1,0,1,0,0,3000
5.0,0.0,1,1.0,16.0,0,1,1,0,0,259
1.0,0.0,1,1.0,16.0,0,1,1,0,0,1960
1.0,0.0,1,0.0,16.0,1,0,1,0,0,184
1.0,0.0,1,0.0,17.0,0,1,1,0,0,2354
1.0,0.0,1,0.0,15.0,0,1,1,0,0,2145
12.0,0.0,1,0.0,16.0,1,0,0,1,0,3131
1.0,0.0,1,0.0,15.0,1,0,1,0,0,1410
3.0,2.0,1,0.0,16.0,0,1,0,1,1,2630
0.0,0.0,1,0.0,16.0,1,0,0,1,0,2031
2.0,0.0,1,0.0,16.0,1,0,1,0,0,592
7.0,1.0,1,0.0,17.0,1,0,1,0,1,18
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2011
4.0,0.0,1,0.0,15.0,1,0,0,1,0,2500
0.0,0.0,1,0.0,15.0,0,1,1,0,0,287
0.0,0.0,2,0.0,15.0,0,1,1,0,0,2428
2.0,0.0,1,1.0,14.0,0,1,1,0,0,1921
1.0,0.0,1,0.0,16.0,1,0,1,0,0,2911
3.0,1.0,2,0.0,16.0,0,1,1,0,1,3058
0.0,0.0,1,1.0,14.0,0,1,1,0,0,62
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2856
1.0,0.0,1,0.0,14.0,0,1,0,1,0,366
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3591
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1913
0.0,0.0,1,0.0,15.0,0,1,0,1,0,2451
1.0,0.0,1,1.0,14.0,1,0,1,0,0,2266
0.0,0.0,1,0.0,16.0,1,0,1,0,0,936
7.0,1.0,1,0.0,15.0,0,1,1,0,1,573
5.0,0.0,1,0.0,17.0,0,1,1,0,0,974
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1599
0.0,0.0,1,1.0,15.0,1,0,1,0,0,1049
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1503
2.0,0.0,1,0.0,16.0,1,0,1,0,0,1106
10.0,1.0,2,0.0,16.0,0,1,1,0,1,3389
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3523
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2028
13.0,1.0,1,0.0,15.0,0,1,0,1,1,1190
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1132
1.0,0.0,1,0.0,15.0,1,0,1,0,0,2314
0.0,0.0,1,0.0,16.0,0,1,1,0,0,107
1.0,0.0,1,0.0,17.0,1,0,1,0,0,1076
1.0,0.0,1,0.0,15.0,1,0,1,0,0,2281
5.0,0.0,1,0.0,16.0,0,1,0,1,0,747
21.0,1.0,1,1.0,16.0,0,1,0,1,1,379
1.0,0.0,1,0.0,15.0,0,1,1,0,0,3495
0.0,0.0,1,1.0,16.0,0,1,0,1,0,3358
1.0,1.0,1,0.0,17.0,0,1,1,0,1,559
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1965
3.0,0.0,1,0.0,15.0,0,1,1,0,0,431
1.0,1.0,1,0.0,16.0,1,0,1,0,1,248
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2761
1.0,1.0,1,0.0,16.0,0,1,1,0,1,2105
0.0,0.0,2,0.0,14.0,1,0,1,0,0,3690
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3242
6.0,0.0,1,0.0,15.0,1,0,0,1,0,3123
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2124
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2623
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1414
1.0,1.0,2,0.0,14.0,1,0,1,0,1,1939
3.0,0.0,1,0.0,14.0,0,1,0,1,0,2263
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2818
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2046
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2583
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2327
3.0,1.0,1,0.0,15.0,0,1,1,0,1,3051
0.0,0.0,1,0.0,16.0,0,1,1,0,0,658
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2582
0.0,3.0,1,1.0,14.0,1,0,1,0,0,123
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2292
1.0,0.0,1,0.0,15.0,0,1,0,1,0,3337
1.0,0.0,1,0.0,14.0,1,0,1,0,0,1646
0.0,0.0,1,0.0,17.0,1,0,1,0,0,20
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1897
0.0,1.0,1,0.0,16.0,1,0,1,0,0,3405
1.0,0.0,1,0.0,14.0,0,1,0,1,0,60
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3623
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1045
0.0,0.0,1,0.0,14.0,0,1,1,0,0,154
1.0,0.0,1,0.0,16.0,0,1,1,0,0,2118
0.0,0.0,1,0.0,15.0,1,0,1,0,0,401
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2330
3.0,0.0,1,0.0,17.0,1,0,1,0,0,2698
2.0,0.0,1,0.0,15.0,0,1,1,0,0,2139
0.0,0.0,2,1.0,14.0,1,0,1,0,0,884
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3396
2.0,0.0,1,1.0,15.0,0,1,1,0,0,2947
7.0,7.0,1,1.0,14.0,1,0,1,0,1,1359
5.0,0.0,1,0.0,16.0,0,1,1,0,0,179
1.0,0.0,1,0.0,16.0,1,0,1,0,0,2578
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3714
0.0,0.0,1,0.0,17.0,1,0,1,0,0,3312
0.0,0.0,1,0.0,14.0,1,0,1,0,0,468
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1036
0.0,0.0,1,1.0,15.0,1,0,1,0,0,1346
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2298
3.0,0.0,2,1.0,17.0,1,0,1,0,0,3371
2.0,1.0,1,0.0,14.0,0,1,1,0,1,515
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2860
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3169
1.0,0.0,1,0.0,16.0,1,0,1,0,0,3037
4.0,0.0,1,1.0,16.0,0,1,1,0,0,1848
0.0,0.0,1,0.0,14.0,0,1,1,0,0,983
2.0,0.0,1,1.0,14.0,0,1,1,0,0,1377
3.0,0.0,1,0.0,16.0,0,1,1,0,0,2036
3.0,0.0,1,0.0,17.0,0,1,1,0,0,417
2.0,0.0,1,0.0,17.0,0,1,1,0,0,1475
1.0,0.0,2,1.0,15.0,1,0,1,0,0,296
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2231
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2584
0.0,0.0,1,0.0,14.0,0,1,0,1,0,2890
0.0,0.0,1,1.0,17.0,0,1,1,0,0,1963
0.0,1.0,1,1.0,15.0,1,0,1,0,0,2457
10.0,2.0,1,0.0,14.0,0,1,1,0,1,1181
6.0,0.0,1,0.0,16.0,0,1,0,1,0,1788
1.0,0.0,1,0.0,17.0,0,1,1,0,0,1598
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1579
0.0,0.0,1,0.0,14.0,0,1,1,0,0,891
8.0,0.0,2,1.0,17.0,0,1,0,1,0,3266
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2533
3.0,0.0,1,0.0,17.0,1,0,1,0,0,416
2.0,0.0,1,0.0,15.0,1,0,1,0,0,1006
1.0,1.0,1,0.0,16.0,1,0,1,0,1,2045
1.0,0.0,1,0.0,15.0,1,0,1,0,0,3078
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1720
0.0,0.0,1,1.0,17.0,0,1,1,0,0,3280
0.0,1.0,1,0.0,14.0,0,1,1,0,0,3089
0.0,0.0,1,1.0,15.0,1,0,1,0,0,2955
0.0,0.0,1,1.0,15.0,1,0,1,0,0,1151
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1737
1.0,0.0,1,0.0,16.0,1,0,1,0,0,819
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2786
1.0,2.0,1,1.0,14.0,1,0,1,0,1,2256
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3498
11.0,8.0,1,0.0,14.0,1,0,1,0,1,350
1.0,0.0,1,0.0,14.0,0,1,1,0,0,212
0.0,0.0,1,0.0,15.0,0,1,1,0,0,552
3.0,2.0,1,1.0,14.0,0,1,1,0,1,965
0.0,0.0,1,0.0,15.0,1,0,0,1,0,657
1.0,0.0,1,0.0,16.0,1,0,1,0,0,3455
19.0,4.0,1,1.0,17.0,1,0,0,1,1,8
2.0,1.0,2,0.0,14.0,1,0,1,0,1,2313
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1739
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1808
0.0,0.0,1,0.0,14.0,0,1,1,0,0,347
0.0,0.0,2,1.0,14.0,1,0,1,0,0,1293
8.0,1.0,1,0.0,14.0,0,1,0,1,1,2189
0.0,0.0,1,0.0,17.0,0,1,1,0,0,1601
4.0,3.0,1,0.0,14.0,0,1,1,0,1,43
1.0,0.0,1,0.0,15.0,0,1,1,0,0,1236
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2160
1.0,0.0,1,0.0,16.0,0,1,1,0,0,693
2.0,1.0,1,0.0,14.0,1,0,0,1,1,1456
0.0,0.0,1,1.0,14.0,0,1,1,0,0,3681
0.0,0.0,1,0.0,17.0,0,1,0,1,0,3398
1.0,0.0,1,0.0,16.0,0,1,1,0,0,550
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2600
3.0,0.0,1,0.0,14.0,1,0,1,0,0,1909
1.0,0.0,1,0.0,14.0,0,1,0,1,0,1999
2.0,0.0,1,0.0,15.0,1,0,1,0,0,2894
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3434
4.0,0.0,1,0.0,14.0,0,1,1,0,0,2937
13.0,3.0,2,0.0,16.0,0,1,1,0,1,2816
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2148
3.0,1.0,1,0.0,16.0,0,1,1,0,1,1394
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1004
2.0,2.0,1,0.0,16.0,0,1,1,0,1,2566
0.0,0.0,1,0.0,14.0,1,0,1,0,0,358
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3580
6.0,1.0,2,1.0,16.0,0,1,0,1,1,822
3.0,0.0,1,0.0,17.0,0,1,1,0,0,2323
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3095
2.0,0.0,1,0.0,15.0,0,1,1,0,0,1983
0.0,0.0,1,0.0,16.0,0,1,1,0,0,849
3.0,0.0,1,0.0,17.0,0,1,0,1,0,3259
1.0,2.0,1,0.0,15.0,1,0,1,0,1,1920
0.0,0.0,2,1.0,17.0,1,0,1,0,0,827
6.0,0.0,1,0.0,16.0,0,1,0,1,0,579
3.0,1.0,1,1.0,17.0,1,0,1,0,1,35
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1252
6.0,0.0,1,1.0,16.0,0,1,0,1,0,2029
3.0,0.0,1,0.0,17.0,0,1,1,0,0,3278
1.0,0.0,1,0.0,14.0,1,0,1,0,0,1035
11.0,4.0,1,0.0,17.0,0,1,0,1,1,3313
0.0,0.0,1,0.0,14.0,1,0,1,0,0,2438
0.0,0.0,1,0.0,16.0,0,1,0,1,0,749
10.0,0.0,2,0.0,15.0,0,1,1,0,0,3608
3.0,0.0,1,0.0,17.0,1,0,1,0,0,1030
8.0,0.0,1,0.0,15.0,1,0,0,1,0,2245
4.0,0.0,1,0.0,16.0,1,0,1,0,0,480
1.0,0.0,1,0.0,16.0,0,1,1,0,0,554
0.0,2.0,1,0.0,15.0,1,0,1,0,0,1333
1.0,0.0,1,0.0,17.0,0,1,0,1,0,3268
0.0,0.0,1,0.0,17.0,0,1,1,0,0,633
6.0,0.0,1,0.0,17.0,1,0,1,0,0,1348
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1245
6.0,1.0,1,1.0,14.0,0,1,1,0,1,1356
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1019
1.0,0.0,1,0.0,14.0,1,0,1,0,0,346
2.0,0.0,2,1.0,17.0,1,0,1,0,0,615
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1707
3.0,0.0,1,0.0,14.0,0,1,1,0,0,503
5.0,1.0,1,0.0,16.0,1,0,1,0,1,3467
7.0,0.0,1,0.0,16.0,0,1,1,0,0,489
0.0,0.0,2,1.0,17.0,1,0,1,0,0,1345
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1743
4.0,1.0,1,0.0,17.0,0,1,1,0,1,1222
2.0,0.0,1,0.0,14.0,1,0,1,0,0,3081
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2270
4.0,0.0,1,0.0,16.0,0,1,0,1,0,2976
2.0,1.0,1,0.0,16.0,0,1,0,1,1,697
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2251
4.0,1.0,1,0.0,14.0,1,0,1,0,1,3153
0.0,1.0,1,0.0,15.0,1,0,1,0,0,2779
0.0,0.0,1,0.0,17.0,1,0,1,0,0,177
9.0,3.0,1,0.0,15.0,0,1,1,0,1,1854
5.0,0.0,1,1.0,14.0,0,1,1,0,0,3079
4.0,0.0,1,0.0,16.0,1,0,1,0,0,841
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1544
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2769
0.0,0.0,1,0.0,16.0,1,0,1,0,0,826
0.0,1.0,1,0.0,16.0,1,0,1,0,0,244
0.0,1.0,1,0.0,16.0,0,1,1,0,0,2157
0.0,0.0,1,0.0,16.0,1,0,1,0,0,376
3.0,0.0,1,1.0,16.0,1,0,0,1,0,600
3.0,0.0,1,0.0,14.0,0,1,1,0,0,877
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1651
20.0,11.0,1,0.0,16.0,1,0,1,0,1,2000
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1825
1.0,0.0,2,1.0,14.0,0,1,1,0,0,2703
8.0,0.0,1,0.0,17.0,0,1,0,1,0,385
0.0,0.0,1,1.0,14.0,0,1,1,0,0,2714
1.0,0.0,1,0.0,14.0,1,0,1,0,0,2243
6.0,2.0,1,0.0,14.0,1,0,1,0,1,874
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2419
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3664
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1202
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1824
3.0,0.0,1,0.0,15.0,1,0,1,0,0,561
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1041
0.0,2.0,2,1.0,14.0,1,0,1,0,0,1285
1.0,0.0,1,0.0,14.0,1,0,1,0,0,2142
0.0,0.0,1,0.0,17.0,1,0,1,0,0,117
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2564
0.0,1.0,1,0.0,16.0,1,0,1,0,0,1567
3.0,1.0,1,0.0,16.0,0,1,1,0,1,265
0.0,0.0,1,0.0,15.0,0,1,1,0,0,34
1.0,0.0,1,0.0,15.0,1,0,0,1,0,2742
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1752
0.0,0.0,1,0.0,16.0,0,1,0,1,0,3335
0.0,0.0,1,0.0,17.0,1,0,1,0,0,136
0.0,0.0,1,1.0,15.0,1,0,1,0,0,2268
5.0,2.0,2,1.0,15.0,0,1,0,1,1,1433
1.0,0.0,1,1.0,17.0,1,0,1,0,0,3253
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2424
1.0,0.0,1,1.0,15.0,1,0,1,0,0,1224
0.0,1.0,1,1.0,15.0,1,0,1,0,0,2455
0.0,0.0,1,0.0,14.0,0,1,1,0,0,2724
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1764
4.0,0.0,1,0.0,15.0,0,1,1,0,0,448
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3707
0.0,0.0,1,1.0,17.0,1,0,1,0,0,1077
1.0,0.0,1,0.0,15.0,0,1,1,0,0,1175
2.0,0.0,1,0.0,15.0,1,0,1,0,0,3710
6.0,1.0,2,1.0,16.0,1,0,0,1,1,2493
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3041
3.0,1.0,1,0.0,14.0,1,0,1,0,1,2203
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1657
1.0,0.0,1,0.0,17.0,0,1,1,0,0,3317
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3181
5.0,0.0,1,0.0,16.0,1,0,0,1,0,746
1.0,0.0,1,0.0,17.0,1,0,1,0,0,2713
2.0,0.0,2,1.0,14.0,1,0,0,1,0,2900
0.0,1.0,1,0.0,14.0,1,0,1,0,0,1875
0.0,0.0,1,0.0,16.0,1,0,0,1,0,6
1.0,0.0,1,0.0,16.0,0,1,1,0,0,137
3.0,0.0,1,0.0,14.0,0,1,1,0,0,3688
3.0,0.0,1,0.0,15.0,0,1,1,0,0,1160
1.0,2.0,1,0.0,17.0,1,0,1,0,1,302
0.0,0.0,2,0.0,15.0,0,1,1,0,0,2478
1.0,0.0,1,0.0,15.0,0,1,1,0,0,1915
0.0,0.0,1,0.0,16.0,1,0,1,0,0,3353
0.0,0.0,1,0.0,16.0,1,0,0,1,0,756
0.0,0.0,1,0.0,17.0,1,0,1,0,0,713
1.0,0.0,1,0.0,17.0,1,0,1,0,0,642
1.0,3.0,1,0.0,16.0,1,0,1,0,1,844
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1888
0.0,0.0,1,0.0,14.0,1,0,1,0,0,3641
0.0,0.0,1,0.0,17.0,1,0,0,1,0,2522
16.0,4.0,1,0.0,14.0,0,1,1,0,1,153
1.0,0.0,1,0.0,17.0,1,0,1,0,0,199
0.0,0.0,1,0.0,16.0,1,0,1,0,0,174
3.0,1.0,1,1.0,15.0,0,1,1,0,1,1643
0.0,0.0,1,0.0,14.0,1,0,1,0,0,863
2.0,0.0,1,0.0,14.0,0,1,0,1,0,54
1.0,0.0,2,1.0,15.0,1,0,1,0,0,2235
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1055
10.0,0.0,1,1.0,15.0,0,1,1,0,0,1294
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2633
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1640
1.0,0.0,2,1.0,16.0,0,1,1,0,0,2581
2.0,0.0,1,0.0,15.0,0,1,1,0,0,909
3.0,0.0,1,0.0,14.0,0,1,1,0,0,1664
2.0,0.0,2,0.0,16.0,0,1,1,0,0,3609
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2651
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2740
7.0,0.0,1,0.0,16.0,0,1,1,0,0,695
0.0,0.0,1,0.0,17.0,0,1,0,1,0,3316
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2378
1.0,0.0,1,0.0,17.0,0,1,1,0,0,208
1.0,0.0,1,0.0,17.0,0,1,1,0,0,304
0.0,0.0,1,1.0,15.0,1,0,1,0,0,1263
1.0,0.0,1,0.0,15.0,0,1,0,1,0,689
2.0,0.0,1,0.0,16.0,0,1,1,0,0,828
0.0,3.0,1,0.0,14.0,1,0,1,0,0,2671
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1738
0.0,0.0,1,0.0,14.0,0,1,1,0,0,906
0.0,0.0,1,1.0,14.0,0,1,1,0,0,1453
6.0,0.0,1,1.0,17.0,0,1,1,0,0,1795
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2393
0.0,1.0,1,0.0,15.0,0,1,1,0,0,2151
0.0,0.0,1,0.0,14.0,1,0,1,0,0,872
1.0,0.0,1,0.0,16.0,1,0,1,0,0,1492
0.0,0.0,1,0.0,15.0,1,0,1,0,0,3159
1.0,0.0,1,0.0,16.0,1,0,1,0,0,3497
0.0,0.0,1,0.0,15.0,0,1,1,0,0,1687
0.0,2.0,1,0.0,16.0,0,1,1,0,0,571
0.0,0.0,1,0.0,16.0,0,1,1,0,0,2593
2.0,0.0,1,0.0,16.0,0,1,1,0,0,2589
1.0,0.0,1,0.0,16.0,1,0,1,0,0,2422
6.0,1.0,1,0.0,15.0,0,1,0,1,1,1445
1.0,0.0,1,0.0,14.0,1,0,1,0,0,1443
0.0,0.0,1,0.0,15.0,1,0,1,0,0,589
0.0,0.0,1,0.0,15.0,0,1,0,1,0,224
0.0,3.0,1,0.0,17.0,1,0,1,0,0,2544
5.0,4.0,1,0.0,14.0,1,0,1,0,1,380
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1256
2.0,0.0,1,0.0,15.0,0,1,1,0,0,1123
2.0,0.0,1,0.0,16.0,0,1,1,0,0,3217
1.0,0.0,1,0.0,16.0,0,1,1,0,0,2086
0.0,0.0,1,0.0,15.0,1,0,1,0,0,1223
0.0,0.0,1,0.0,14.0,0,1,1,0,0,878
0.0,0.0,1,1.0,15.0,1,0,1,0,0,457
2.0,0.0,1,0.0,16.0,1,0,1,0,0,1465
3.0,0.0,1,0.0,15.0,1,0,1,0,0,2264
1.0,0.0,1,0.0,17.0,1,0,1,0,0,3285
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1923
2.0,0.0,1,0.0,16.0,0,1,1,0,0,765
0.0,0.0,1,0.0,15.0,0,1,1,0,0,2113
0.0,0.0,1,0.0,16.0,1,0,1,0,0,601
0.0,0.0,1,0.0,15.0,0,1,1,0,0,3539
0.0,0.0,1,0.0,17.0,1,0,1,0,0,1073
0.0,0.0,1,0.0,16.0,0,1,0,1,0,743
2.0,0.0,2,1.0,15.0,0,1,0,1,0,1798
3.0,2.0,1,0.0,16.0,1,0,1,0,1,560
0.0,3.0,1,0.0,16.0,1,0,1,0,0,3661
0.0,0.0,1,0.0,14.0,1,0,1,0,0,963
4.0,0.0,1,1.0,15.0,1,0,1,0,0,2667
0.0,0.0,1,0.0,14.0,1,0,1,0,0,1436
2.0,0.0,1,0.0,16.0,0,1,1,0,0,1402
0.0,0.0,1,0.0,16.0,1,0,1,0,0,1729
2.0,0.0,1,0.0,17.0,0,1,0,1,0,547
0.0,0.0,1,1.0,14.0,1,0,1,0,0,76
1.0,0.0,1,0.0,16.0,0,1,1,0,0,2119
5.0,5.0,1,0.0,17.0,1,0,1,0,1,2519
0.0,0.0,2,0.0,16.0,1,0,1,0,0,3617
2.0,0.0,1,1.0,15.0,1,0,1,0,0,1192
5.0,0.0,1,0.0,15.0,0,1,0,1,0,2944
0.0,0.0,1,1.0,16.0,0,1,1,0,0,526
3.0,3.0,1,0.0,14.0,1,0,1,0,1,2130
2.0,0.0,2,0.0,17.0,1,0,1,0,0,1742
5.0,2.0,1,0.0,17.0,0,1,1,0,1,3292
0.0,0.0,1,0.0,17.0,0,1,1,0,0,527
3.0,0.0,1,0.0,17.0,1,0,1,0,0,1028
4.0,0.0,1,1.0,14.0,0,1,1,0,0,434
0.0,0.0,1,0.0,17.0,0,1,1,0,0,2515
1.0,0.0,1,0.0,15.0,0,1,0,1,0,1171
3.0,0.0,1,0.0,15.0,0,1,0,1,0,1526
0.0,0.0,1,0.0,17.0,0,1,1,0,0,3394
0.0,0.0,1,0.0,17.0,1,0,1,0,0,2551
1.0,0.0,1,0.0,16.0,1,0,1,0,0,133
0.0,0.0,1,1.0,15.0,1,0,1,0,0,87
2.0,5.0,2,1.0,14.0,0,1,0,1,1,2712
6.0,0.0,1,0.0,15.0,0,1,0,1,0,406
0.0,0.0,1,0.0,16.0,1,0,1,0,0,2916
5.0,0.0,1,0.0,14.0,0,1,0,1,0,341
0.0,0.0,1,0.0,14.0,1,0,0,1,0,3647
0.0,0.0,1,0.0,14.0,0,1,1,0,0,1052
0.0,0.0,1,0.0,15.0,1,0,1,0,0,2015
2.0,1.0,1,0.0,14.0,0,1,1,0,1,75
0.0,0.0,1,0.0,14.0,0,1,1,0,0,3190
0.0,0.0,1,1.0,16.0,0,1,1,0,0,3155
0.0,0.0,1,1.0,16.0,0,1,1,0,0,2467
1.0,0.0,1,0.0,16.0,0,1,1,0,0,33
7.0,1.0,1,0.0,17.0,1,0,0,1,1,413
0.0,0.0,2,1.0,15.0,0,1,1,0,0,3011
0.0,0.0,1,0.0,16.0,0,1,1,0,0,3563
