threshold,accuracy,balanced_accuracy,precision_ppv,recall_sensitivity,specificity,npv,f1_positive,TP,FP,TN,FN,support
0.5,0.589171974522293,0.6756279781163598,0.2905811623246493,0.8146067415730337,0.5366492146596858,0.9255079006772009,0.42836041358936483,145,354,410,33,942
