strategy,n,positives,negatives,TP,FP,TN,FN,recall_sensitivity,specificity,precision_ppv,npv,balanced_accuracy,f1_positive,accuracy,fpr,fnr,auc_pr,auc_roc,ccp_alpha,depth,n_leaves
victim_tree_candidate,942,465,477,265,190,287,200,0.5698924731182796,0.6016771488469602,0.5824175824175825,0.5893223819301848,0.5857848109826199,0.5760869565217391,0.5859872611464968,0.39832285115303984,0.43010752688172044,0.5380713533382997,0.5815333288248687,0.0006702677853120333,24,280
victim_tree_candidate,942,465,477,265,190,287,200,0.5698924731182796,0.6016771488469602,0.5824175824175825,0.5893223819301848,0.5857848109826199,0.5760869565217391,0.5859872611464968,0.39832285115303984,0.43010752688172044,0.5380762632566627,0.5809855503708212,0.0006707033069399165,24,279
victim_tree_candidate,942,465,477,265,191,286,200,0.5698924731182796,0.59958071278826,0.581140350877193,0.588477366255144,0.5847365929532697,0.5754614549402823,0.5849256900212314,0.40041928721174,0.43010752688172044,0.5380866672883898,0.5809179234011856,0.0006712553261225831,24,278
victim_tree_candidate,942,465,477,266,191,286,199,0.5720430107526882,0.59958071278826,0.5820568927789934,0.5896907216494846,0.5858118617704741,0.577006507592191,0.5859872611464968,0.40041928721174,0.42795698924731185,0.5373148832957807,0.5822163612181871,0.0006719664016799162,24,275
victim_tree_candidate,942,465,477,266,191,286,199,0.5720430107526882,0.59958071278826,0.5820568927789934,0.5896907216494846,0.5858118617704741,0.577006507592191,0.5859872611464968,0.40041928721174,0.42795698924731185,0.536410323793751,0.5819255652487545,0.0006742520016856302,24,274
victim_tree_candidate,942,465,477,265,191,286,200,0.5698924731182796,0.59958071278826,0.581140350877193,0.588477366255144,0.5847365929532697,0.5754614549402823,0.5849256900212314,0.40041928721174,0.43010752688172044,0.5351359022152705,0.580379161876423,0.0006757843925985522,24,273
victim_tree_candidate,942,465,477,265,191,286,200,0.5698924731182796,0.59958071278826,0.581140350877193,0.588477366255144,0.5847365929532697,0.5754614549402823,0.5849256900212314,0.40041928721174,0.43010752688172044,0.5364765629479294,0.5813665156331012,0.0006865111289890052,24,272
victim_tree_candidate,942,465,477,265,191,286,200,0.5698924731182796,0.59958071278826,0.581140350877193,0.588477366255144,0.5847365929532697,0.5754614549402823,0.5849256900212314,0.40041928721174,0.43010752688172044,0.535974539706729,0.5801537386443048,0.0006899882817914169,24,271
victim_tree_candidate,942,465,477,262,190,287,203,0.5634408602150538,0.6016771488469602,0.5796460176991151,0.5857142857142857,0.582559004531007,0.5714285714285715,0.5828025477707006,0.39832285115303984,0.43655913978494626,0.5354598180037807,0.579024368251392,0.0006915922146476404,24,270
victim_tree_candidate,942,465,477,262,189,288,203,0.5634408602150538,0.6037735849056604,0.5809312638580931,0.5865580448065173,0.583607222560357,0.5720524017467248,0.583864118895966,0.39622641509433965,0.43655913978494626,0.5354312341089795,0.5789883005342531,0.0006994932304666816,24,269
victim_tree_candidate,942,465,477,262,189,288,203,0.5634408602150538,0.6037735849056604,0.5809312638580931,0.5865580448065173,0.583607222560357,0.5720524017467248,0.583864118895966,0.39622641509433965,0.43655913978494626,0.5356144704036512,0.5791686391199478,0.0007088074167720185,24,268
victim_tree_candidate,942,465,477,262,189,288,203,0.5634408602150538,0.6037735849056604,0.5809312638580931,0.5865580448065173,0.583607222560357,0.5720524017467248,0.583864118895966,0.39622641509433965,0.43655913978494626,0.540912071672124,0.5821059038344492,0.0007261175402768324,24,265
victim_tree_candidate,942,465,477,262,187,290,203,0.5634408602150538,0.6079664570230608,0.5835189309576837,0.5882352941176471,0.5857036586190574,0.5733041575492341,0.5859872611464968,0.3920335429769392,0.43655913978494626,0.5418752146240109,0.5817226843398481,0.000727630285152409,24,262
victim_tree_candidate,942,465,477,262,187,290,203,0.5634408602150538,0.6079664570230608,0.5835189309576837,0.5882352941176471,0.5857036586190574,0.5733041575492341,0.5859872611464968,0.3920335429769392,0.43655913978494626,0.541742867615151,0.581474718784518,0.0007374631268436578,24,261
victim_tree_candidate,942,465,477,262,187,290,203,0.5634408602150538,0.6079664570230608,0.5835189309576837,0.5882352941176471,0.5857036586190574,0.5733041575492341,0.5859872611464968,0.3920335429769392,0.43655913978494626,0.5412336380051448,0.5799824169878948,0.0007551622418879055,24,260
victim_tree_candidate,942,465,477,260,183,294,205,0.5591397849462365,0.6163522012578616,0.5869074492099323,0.5891783567134269,0.587745993102049,0.5726872246696034,0.5881104033970276,0.3836477987421384,0.44086021505376344,0.5399698084602371,0.5762696963549063,0.0007690677452684498,24,255
victim_tree_candidate,942,465,477,260,182,295,205,0.5591397849462365,0.6184486373165619,0.5882352941176471,0.59,0.5887942111313992,0.5733186328555677,0.589171974522293,0.38155136268343814,0.44086021505376344,0.5412800788676561,0.5769887964653637,0.0007767336091399767,24,253
victim_tree_candidate,942,465,477,259,179,298,206,0.556989247311828,0.6247379454926625,0.591324200913242,0.5912698412698413,0.5908635964022453,0.5736434108527133,0.5912951167728238,0.3752620545073375,0.443010752688172,0.5405693993682076,0.5747165302856112,0.0007828454731109597,24,250
victim_tree_candidate,942,465,477,259,179,298,206,0.556989247311828,0.6247379454926625,0.591324200913242,0.5912698412698413,0.5908635964022453,0.5736434108527133,0.5912951167728238,0.3752620545073375,0.443010752688172,0.540314062173988,0.5739591082256937,0.0007964601769911504,24,249
victim_tree_candidate,942,465,477,259,179,298,206,0.556989247311828,0.6247379454926625,0.591324200913242,0.5912698412698413,0.5908635964022453,0.5736434108527133,0.5912951167728238,0.3752620545073375,0.443010752688172,0.5425820933632535,0.5758774599310205,0.0007968432747193808,24,246
victim_tree_candidate,942,465,477,260,179,298,205,0.5591397849462365,0.6247379454926625,0.592255125284738,0.5924453280318092,0.5919388652194495,0.5752212389380531,0.5923566878980892,0.3752620545073375,0.44086021505376344,0.544831164871256,0.5781294380198824,0.0007995835502342528,24,244
victim_tree_candidate,942,465,477,260,179,298,205,0.5591397849462365,0.6247379454926625,0.592255125284738,0.5924453280318092,0.5919388652194495,0.5752212389380531,0.5923566878980892,0.3752620545073375,0.44086021505376344,0.5450007370439044,0.5784856067266293,0.0008041079427510106,24,241
victim_tree_candidate,942,465,477,258,178,299,207,0.5548387096774193,0.6268343815513627,0.591743119266055,0.5909090909090909,0.590836545614391,0.5726970033296338,0.5912951167728238,0.3731656184486373,0.44516129032258067,0.5444688196798206,0.5781655057370213,0.0008140653975258804,24,240
victim_tree_candidate,942,465,477,259,178,299,206,0.556989247311828,0.6268343815513627,0.5926773455377574,0.592079207920792,0.5919118144315954,0.574279379157428,0.5923566878980892,0.3731656184486373,0.443010752688172,0.545299681419813,0.5795450959175853,0.0008162200774978675,24,236
victim_tree_candidate,942,465,477,259,180,297,206,0.556989247311828,0.6226415094339622,0.5899772209567198,0.5904572564612326,0.5898153783728951,0.5730088495575221,0.5902335456475584,0.37735849056603776,0.443010752688172,0.544261203533494,0.5788440296656973,0.0008495575221238935,24,235
victim_tree_candidate,942,465,477,258,180,297,207,0.5548387096774193,0.6226415094339622,0.589041095890411,0.5892857142857143,0.5887401095556908,0.5714285714285715,0.589171974522293,0.37735849056603776,0.44516129032258067,0.5431100208021736,0.5777484727576023,0.0008495575221238937,24,233
victim_tree_candidate,942,465,477,258,180,297,207,0.5548387096774193,0.6226415094339622,0.589041095890411,0.5892857142857143,0.5887401095556908,0.5714285714285715,0.589171974522293,0.37735849056603776,0.44516129032258067,0.5430637196083518,0.5776673203940399,0.0008525889494998933,24,232
victim_tree_candidate,942,465,477,258,180,297,207,0.5548387096774193,0.6226415094339622,0.589041095890411,0.5892857142857143,0.5887401095556908,0.5714285714285715,0.589171974522293,0.37735849056603776,0.44516129032258067,0.5432180742903374,0.5779220486463335,0.0008584070796460176,24,230
victim_tree_candidate,942,465,477,255,179,298,210,0.5483870967741935,0.6247379454926625,0.5875576036866359,0.5866141732283464,0.586562521133428,0.5672969966629589,0.5870488322717622,0.3752620545073375,0.45161290322580644,0.5421299207848275,0.5771330673339194,0.0008619620301036238,24,228
victim_tree_candidate,942,465,477,255,180,297,210,0.5483870967741935,0.6226415094339622,0.5862068965517241,0.5857988165680473,0.5855143031040779,0.5666666666666665,0.5859872611464968,0.37735849056603776,0.45161290322580644,0.5417282649051115,0.5761817812943801,0.0008746153730316867,24,227
victim_tree_candidate,942,465,477,254,179,298,211,0.546236559139785,0.6247379454926625,0.5866050808314087,0.5854616895874263,0.5854872523162238,0.5657015590200445,0.5859872611464968,0.3752620545073375,0.45376344086021503,0.5422752302492191,0.5766258650616533,0.0008752359316900053,24,226
victim_tree_candidate,942,465,477,254,179,298,211,0.546236559139785,0.6247379454926625,0.5866050808314087,0.5854616895874263,0.5854872523162238,0.5657015590200445,0.5859872611464968,0.3752620545073375,0.45376344086021503,0.542223500137904,0.5759811546177949,0.000883700495826273,24,225
