umap_1,umap_2,umap_3,cluster
16.411205,0.13362576,-0.6591685,0
16.462763,0.13915609,-0.6846693,0
16.590824,0.1503528,-0.68810195,0
16.428846,0.12892695,-0.6784457,0
16.387707,0.13098222,-0.64932376,0
1.9138744,8.675175,6.682322,4
-34.29429,-8.112884,-1.8084431,2
16.468014,0.13806516,-0.68186617,0
16.414495,0.1263874,-0.6683395,0
16.514769,0.1490068,-0.6869579,0
16.339825,0.10794641,-0.65766317,0
16.450489,0.13938624,-0.65613425,0
16.375715,0.11587545,-0.6404684,0
16.423843,0.13868369,-0.660692,0
16.1451,0.07487499,-0.5920136,0
16.33499,0.129451,-0.63767165,0
16.278425,0.120119676,-0.6250222,0
16.373646,0.13038431,-0.6505326,0
16.413153,0.13230902,-0.63887167,0
16.209154,0.10762871,-0.6108874,0
16.299398,0.11638753,-0.61146104,0
-3.1344194,24.827816,0.7663492,1
16.263575,0.1155141,-0.607431,0
16.146196,0.09370311,-0.59049016,0
-34.292267,-8.113024,-1.8082967,2
-11.079238,2.361151,-8.127381,3
16.196463,0.108397946,-0.61448693,0
16.279932,0.1340518,-0.6131081,0
-13.3138075,1.4354194,-10.147103,3
16.30873,0.12025782,-0.62250406,0
16.19663,0.10742106,-0.5962958,0
-34.289837,-8.113609,-1.8085804,2
16.120987,0.092027254,-0.6041298,0
-3.1011937,24.144163,0.26783168,1
16.260586,0.121446654,-0.6061583,0
16.190987,0.121901095,-0.6120834,0
-3.1012583,24.14399,0.26775658,1
-34.28552,-8.110429,-1.8061612,2
-34.284016,-8.110961,-1.8049278,2
16.036186,0.06443583,-0.57651544,0
16.297552,0.13424112,-0.60788465,0
16.191084,0.11155669,-0.58253974,0
-3.142854,24.822546,0.7525205,1
16.114399,0.08651731,-0.5857493,0
16.162148,0.108841635,-0.5993547,0
16.184166,0.11505762,-0.6028671,0
-34.279026,-8.120201,-1.8113179,2
16.1984,0.117853336,-0.6025871,0
16.305986,0.1433767,-0.60088503,0
16.18321,0.11646018,-0.5873612,0
16.139973,0.1091249,-0.571619,0
16.171913,0.12890828,-0.60874385,0
16.163918,0.11799924,-0.57536215,0
16.219936,0.13590571,-0.59206706,0
16.310204,0.15583846,-0.6214297,0
16.273775,0.15052602,-0.6072186,0
16.18453,0.12513725,-0.59587204,0
16.239408,0.14475223,-0.61184055,0
16.42004,0.19037046,-0.64730674,0
16.354485,0.17545335,-0.62999356,0
16.36075,0.18147439,-0.6284456,0
16.29207,0.16601938,-0.6102646,0
16.302736,0.16526876,-0.6089909,0
-3.1427076,24.821815,0.7564744,1
16.393309,0.19191146,-0.6289106,0
16.338633,0.17892322,-0.6239064,0
16.487307,0.22472472,-0.6621845,0
16.48011,0.22576255,-0.6590501,0
16.512932,0.23812348,-0.66877234,0
-3.1301453,24.830162,0.77590215,1
-3.3359966,24.731554,0.51324093,1
-3.1422606,24.821072,0.7616827,1
-33.421017,-7.794935,-2.334825,2
-11.522214,2.617627,-8.9521885,3
16.447079,0.2212842,-0.647477,0
16.376207,0.11341043,-0.60594785,0
16.367899,0.19595145,-0.6228703,0
16.364038,0.1946891,-0.6253943,0
16.431705,0.22060613,-0.64620477,0
16.439894,0.22408617,-0.6472114,0
-3.1293454,24.830118,0.78231865,1
16.482077,0.24330501,-0.6609185,0
16.48635,0.24701248,-0.66073745,0
-3.13973,24.822851,0.7664355,1
-1.0385445,5.208621,13.207598,4
16.35735,0.12382122,-0.59245884,0
16.497082,0.25507477,-0.6630966,0
16.49335,0.25723764,-0.66115475,0
16.49709,0.2611355,-0.6623734,0
16.480349,0.25880995,-0.65581006,0
16.494846,0.26645613,-0.65909266,0
16.485256,0.26480788,-0.6559572,0
